	merge_cluster																															
CNAG_03133_2	144343	144343	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	1.00	5.00	3.00	6.00	3.00	0	0	0	4.00	2.00	3.00	0	0	0	7.00	5.00	1.00	
CNAG_03134_1	148940	148940	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03134_2	149033	149035	3	utr3E	1.00	2.00	1.00	7.00	7.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	4.00	2.00	0	0	0	4.00	4.00	1.00	
CNAG_03134_3	149111	149118	8	utr3E	0	0	0	4.00	4.00	3.00	0	0	0	4.00	5.00	11.00	0	0	0	5.00	5.00	12.00	0	0	0	0	0	0	7.00	8.00	10.00	
CNAG_03136_1	154429	154449	21	utr3E	3.00	6.00	4.00	15.00	13.00	8.00	17.00	3.00	7.00	6.00	5.00	6.00	1.00	3.00	2.00	4.00	4.00	17.00	3.00	6.00	3.00	12.00	15.00	33.00	2.00	4.00	2.00	
CNAG_03136_2	154538	154538	1	utr3E	3.00	7.00	5.00	5.00	13.00	5.00	8.00	1.00	5.00	0	0	0	0	0	0	3.00	1.00	3.00	1.00	3.00	1.00	4.00	3.00	10.00	0	0	0	
CNAG_03136_3	154645	154672	28	utr3E	40.00	48.00	52.00	124.00	194.00	98.00	35.00	8.00	19.00	10.00	17.00	34.00	21.00	25.00	12.00	19.00	14.00	45.00	13.00	19.00	9.00	96.00	56.00	136.00	19.00	20.00	22.00	
CNAG_03136_4	154909	154916	8	cdsE	4.00	6.00	3.00	18.00	10.00	10.00	5.00	1.00	3.00	2.00	3.00	4.00	0	0	0	0	0	0	1.00	1.00	2.00	8.00	5.00	13.00	3.00	2.00	3.00	
CNAG_03137_1	158876	158877	2	utr3E	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00	7.00	2.00	
CNAG_03138_1	160949	160956	8	utr3E	2.00	1.00	5.00	10.00	23.00	20.00	22.00	9.00	9.00	24.00	23.00	40.00	11.00	17.00	9.00	15.00	10.00	25.00	20.00	12.00	22.00	5.00	6.00	6.00	27.00	40.00	21.00	
CNAG_03138_2	161054	161059	6	utr3E	1.00	4.00	2.00	4.00	9.00	5.00	0	0	0	2.00	4.00	3.00	3.00	1.00	1.00	3.00	1.00	1.00	2.00	3.00	4.00	0	0	0	0	0	0	
CNAG_03140_1	168686	168713	28	utr3E	422.00	440.00	324.00	293.00	447.00	281.00	513.00	126.00	281.00	180.00	184.00	288.00	342.00	522.00	268.00	119.00	101.00	282.00	268.00	328.00	257.00	91.00	103.00	137.00	493.00	959.00	473.00	
CNAG_03141_1	171553	171557	5	utr3E	2.00	3.00	1.00	24.00	19.00	22.00	25.00	4.00	10.00	4.00	6.00	8.00	6.00	4.00	1.00	3.00	1.00	7.00	3.00	12.00	5.00	2.00	1.00	1.00	11.00	10.00	10.00	
CNAG_03142_1	172802	172945	144	utr3E	1442.00	1494.00	1340.00	1912.00	2304.00	1009.00	665.00	138.00	297.00	451.00	559.00	606.00	239.00	302.00	166.00	325.00	228.00	687.00	336.00	473.00	385.00	1647.00	1372.00	1744.00	883.00	1420.00	989.00	
CNAG_03144_1	175051	175082	32	utr3E	0	0	0	0	0	0	21.00	3.00	9.00	7.00	11.00	9.00	10.00	13.00	3.00	8.00	8.00	21.00	9.00	17.00	12.00	2.00	2.00	2.00	6.00	9.00	7.00	
CNAG_03145_1	179523	179564	42	utr5I	5.00	10.00	12.00	6.00	12.00	6.00	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	2.00	2.00	7.00	4.00	2.00	1.00	1.00	7.00	19.00	4.00	
CNAG_03147_1	182783	182791	9	utr3E	18.00	28.00	34.00	78.00	91.00	76.00	56.00	26.00	53.00	25.00	33.00	58.00	16.00	15.00	5.00	25.00	14.00	63.00	15.00	19.00	18.00	4.00	8.00	5.00	9.00	33.00	18.00	
CNAG_03149_1	189583	189593	11	utr3E	0	0	0	30.00	36.00	29.00	3.00	2.00	3.00	8.00	4.00	5.00	0	0	0	9.00	3.00	8.00	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_03149_2	189871	189871	1	cdsE	1.00	3.00	2.00	4.00	9.00	4.00	3.00	2.00	3.00	4.00	4.00	7.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03149_3	190021	190029	9	cdsE	7.00	3.00	4.00	5.00	9.00	8.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03150_1	192434	192440	7	utr3E	8.00	9.00	5.00	6.00	4.00	9.00	3.00	2.00	3.00	0	0	0	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03150_2	192667	192667	1	utr3E	0	0	0	2.00	3.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03150_3	192765	192806	42	cdsE	6.00	11.00	4.00	14.00	16.00	16.00	8.00	3.00	4.00	2.00	1.00	1.00	0	0	0	0	0	0	2.00	2.00	3.00	0	0	0	0	0	0	
CNAG_03150_4	193240	193240	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_03152_1	196000	196001	2	utr3E	3.00	8.00	4.00	37.00	42.00	19.00	6.00	1.00	2.00	2.00	4.00	2.00	0	0	0	4.00	4.00	10.00	6.00	3.00	5.00	14.00	11.00	15.00	12.00	22.00	21.00	
CNAG_03152_2	196001	196001	1	utr3E	0	0	0	0	0	0	0	0	0	2.00	4.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03154_1	199979	200020	42	utr3E	5.00	11.00	17.00	27.00	42.00	23.00	7.00	3.00	6.00	7.00	11.00	13.00	7.00	10.00	5.00	12.00	6.00	14.00	10.00	18.00	10.00	54.00	44.00	51.00	16.00	20.00	18.00	
CNAG_03154_2	201298	201298	1	utr5E	1.00	1.00	3.00	12.00	13.00	11.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00	4.00	2.00	0	0	0	
CNAG_03156_1	207113	207115	3	utr3E	5.00	6.00	1.00	0	0	0	0	0	0	1.00	1.00	7.00	0	0	0	2.00	1.00	5.00	4.00	4.00	1.00	1.00	2.00	1.00	8.00	7.00	5.00	
CNAG_03156_2	207212	207237	26	utr3E	5.00	2.00	1.00	9.00	6.00	5.00	6.00	1.00	2.00	1.00	2.00	5.00	4.00	1.00	1.00	2.00	1.00	3.00	0	0	0	0	0	0	5.00	11.00	6.00	
CNAG_03157_1	208980	208980	1	utr3E	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03157_2	209144	209186	43	utr3E	5.00	8.00	5.00	35.00	38.00	33.00	2.00	2.00	1.00	6.00	5.00	10.00	1.00	3.00	1.00	5.00	4.00	13.00	1.00	4.00	3.00	4.00	2.00	5.00	10.00	11.00	15.00	
CNAG_03159_1	213450	213456	7	utr3E	30.00	21.00	21.00	38.00	49.00	46.00	70.00	13.00	37.00	13.00	23.00	37.00	6.00	8.00	8.00	26.00	18.00	57.00	13.00	7.00	7.00	13.00	9.00	11.00	12.00	39.00	22.00	
CNAG_03159_2	213517	213517	1	cdsE	0	0	0	10.00	13.00	10.00	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_03162_1	222233	222256	24	utr3E	25.00	22.00	19.00	76.00	115.00	65.00	0	0	0	12.00	13.00	25.00	8.00	7.00	3.00	13.00	7.00	18.00	6.00	5.00	2.00	56.00	25.00	61.00	16.00	25.00	21.00	
CNAG_03165_1	227734	227782	49	utr3E	0	0	0	4.00	8.00	6.00	4.00	1.00	2.00	1.00	1.00	2.00	1.00	6.00	1.00	0	0	0	4.00	4.00	2.00	2.00	4.00	1.00	0	0	0	
CNAG_03165_2	229144	229193	50	utr3E	67.00	80.00	62.00	354.00	665.00	487.00	132.00	35.00	82.00	50.00	82.00	110.00	20.00	21.00	18.00	69.00	58.00	149.00	31.00	25.00	23.00	11.00	10.00	11.00	28.00	25.00	11.00	
CNAG_03166_1	230452	230494	43	utr3E	0	0	0	5.00	10.00	8.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_03168_1	233565	233618	54	utr3E	545.00	619.00	527.00	574.00	843.00	505.00	316.00	59.00	204.00	95.00	114.00	166.00	98.00	168.00	80.00	131.00	113.00	367.00	172.00	240.00	167.00	172.00	143.00	302.00	174.00	296.00	126.00	
CNAG_03169_1	237209	237209	1	utr3E	4.00	8.00	7.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00	1.00	2.00	
CNAG_03169_2	238173	238173	1	cdsE	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03169_3	238721	238721	1	utr5E	2.00	2.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00	5.00	3.00	
CNAG_03171_1	241542	241591	50	utr3E	16.00	25.00	15.00	83.00	111.00	90.00	106.00	32.00	68.00	82.00	76.00	90.00	66.00	69.00	32.00	52.00	58.00	184.00	65.00	65.00	56.00	39.00	45.00	58.00	56.00	57.00	44.00	
CNAG_03171_2	241735	241736	2	utr3E	4.00	3.00	3.00	12.00	12.00	18.00	0	0	0	3.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03171_3	241857	241857	1	utr3E	7.00	3.00	3.00	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03172_1	246041	246042	2	utr3E	11.00	12.00	7.00	57.00	105.00	36.00	32.00	2.00	17.00	17.00	19.00	28.00	17.00	19.00	15.00	15.00	20.00	35.00	23.00	24.00	19.00	5.00	3.00	4.00	23.00	34.00	14.00	
CNAG_03174_1	253932	253932	1	utr3E	9.00	5.00	5.00	18.00	22.00	10.00	10.00	4.00	2.00	1.00	4.00	4.00	2.00	3.00	1.00	4.00	5.00	8.00	6.00	5.00	2.00	0	0	0	6.00	4.00	4.00	
CNAG_03176_1	256831	256921	91	utr3E	63.00	75.00	77.00	163.00	246.00	148.00	209.00	57.00	128.00	93.00	105.00	155.00	32.00	44.00	21.00	28.00	25.00	78.00	38.00	46.00	24.00	201.00	140.00	122.00	42.00	108.00	93.00	
CNAG_03177_1	259738	259742	5	utr3E	4.00	2.00	3.00	16.00	27.00	19.00	3.00	2.00	3.00	1.00	2.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	3.00	
CNAG_03177_2	259977	259981	5	utr3E	15.00	14.00	14.00	28.00	38.00	17.00	11.00	7.00	15.00	5.00	6.00	13.00	5.00	2.00	1.00	2.00	2.00	5.00	0	0	0	12.00	12.00	19.00	6.00	22.00	20.00	
CNAG_03177_3	261018	261018	1	cdsI	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	4.00	1.00	1.00	0	0	0	
CNAG_03181_1	273025	273028	4	utr3E	11.00	17.00	15.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00	3.00	3.00	
CNAG_03181_2	275412	275412	1	utr5E	2.00	1.00	2.00	6.00	14.00	7.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03183_1	276837	276839	3	utr3E	34.00	39.00	28.00	83.00	127.00	70.00	41.00	16.00	43.00	30.00	32.00	63.00	34.00	42.00	14.00	27.00	17.00	57.00	32.00	36.00	21.00	6.00	3.00	24.00	31.00	32.00	20.00	
CNAG_03183_2	276925	276926	2	utr3E	3.00	9.00	7.00	3.00	4.00	4.00	9.00	1.00	3.00	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	
CNAG_03188_1	290045	290096	52	utr3E	25.00	20.00	20.00	47.00	84.00	65.00	80.00	19.00	42.00	37.00	26.00	47.00	8.00	11.00	7.00	25.00	22.00	50.00	7.00	13.00	8.00	8.00	10.00	25.00	24.00	50.00	20.00	
CNAG_03188_2	290179	290182	4	utr3E	7.00	10.00	8.00	15.00	21.00	8.00	16.00	1.00	2.00	4.00	2.00	3.00	0	0	0	3.00	7.00	7.00	1.00	2.00	2.00	0	0	0	2.00	4.00	2.00	
CNAG_03189_1	293731	293737	7	utr3E	88.00	67.00	79.00	135.00	200.00	140.00	164.00	38.00	88.00	66.00	58.00	119.00	49.00	70.00	33.00	63.00	45.00	151.00	44.00	50.00	28.00	13.00	13.00	32.00	71.00	104.00	77.00	
CNAG_03191_1	302426	302450	25	utr3E	26.00	31.00	28.00	61.00	104.00	54.00	10.00	1.00	9.00	8.00	8.00	17.00	7.00	15.00	8.00	17.00	9.00	23.00	11.00	14.00	13.00	6.00	6.00	2.00	8.00	13.00	4.00	
CNAG_03191_2	302502	302509	8	utr3E	15.00	12.00	13.00	6.00	2.00	2.00	4.00	2.00	1.00	2.00	2.00	2.00	3.00	4.00	3.00	0	0	0	3.00	2.00	2.00	0	0	0	0	0	0	
CNAG_03193_1	308774	308774	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03195_1	313221	313228	8	utr3E	0	0	0	3.00	5.00	8.00	22.00	3.00	14.00	18.00	18.00	17.00	6.00	15.00	6.00	10.00	7.00	37.00	17.00	13.00	11.00	43.00	28.00	35.00	21.00	44.00	23.00	
CNAG_03195_2	313403	313403	1	utr3E	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_03199_1	319534	319538	5	utr3E	19.00	14.00	14.00	16.00	22.00	9.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	23.00	29.00	20.00	
CNAG_03199_2	319635	319667	33	cdsE	7.00	9.00	3.00	2.00	6.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	0	0	0	5.00	10.00	3.00	
CNAG_03202_1	329993	330050	58	utr3E	25.00	33.00	24.00	28.00	52.00	26.00	3.00	2.00	5.00	7.00	10.00	15.00	11.00	16.00	8.00	4.00	8.00	5.00	3.00	3.00	1.00	7.00	6.00	6.00	10.00	10.00	4.00	
CNAG_03202_2	330236	330284	49	cdsE	0	0	0	3.00	1.00	1.00	5.00	1.00	5.00	2.00	5.00	9.00	3.00	6.00	6.00	2.00	4.00	10.00	6.00	5.00	5.00	2.00	3.00	3.00	4.00	3.00	7.00	
CNAG_03202_3	332333	332333	1	cdsE	1.00	2.00	3.00	3.00	6.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	0	0	0	0	0	0	
CNAG_03205_1	341726	341731	6	utr3E	10.00	15.00	11.00	34.00	56.00	41.00	35.00	9.00	26.00	15.00	9.00	12.00	5.00	6.00	3.00	11.00	11.00	19.00	6.00	5.00	2.00	15.00	11.00	20.00	12.00	10.00	8.00	
CNAG_03211_1	354534	354534	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNAG_03211_2	354675	354675	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03212_1	356749	356749	1	utr3E	1.00	1.00	1.00	12.00	16.00	10.00	5.00	2.00	2.00	1.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03212_2	356839	356839	1	utr3E	0	0	0	1.00	1.00	2.00	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_03213_1	359469	359469	1	utr3E	5.00	5.00	5.00	1.00	3.00	2.00	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	4.00	2.00	3.00	0	0	0	
CNAG_03213_2	359702	359784	83	utr3E	61.00	57.00	68.00	86.00	91.00	57.00	24.00	8.00	14.00	23.00	18.00	20.00	16.00	19.00	12.00	8.00	3.00	4.00	24.00	28.00	21.00	72.00	43.00	66.00	58.00	101.00	64.00	
CNAG_03213_3	361544	361609	66	cdsE	20.00	11.00	17.00	13.00	14.00	7.00	2.00	1.00	3.00	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	7.00	4.00	6.00	8.00	10.00	13.00	
CNAG_03213_4	361717	361766	50	cdsE	13.00	8.00	19.00	18.00	21.00	16.00	3.00	1.00	1.00	0	0	0	0	0	0	1.00	1.00	6.00	0	0	0	13.00	9.00	19.00	12.00	33.00	13.00	
CNAG_03214_1	362629	362634	6	utr3E	0	0	0	53.00	81.00	51.00	53.00	17.00	33.00	30.00	18.00	29.00	32.00	42.00	14.00	13.00	12.00	54.00	21.00	36.00	29.00	3.00	2.00	2.00	34.00	76.00	42.00	
CNAG_03216_1	367564	367566	3	utr3E	8.00	5.00	5.00	20.00	30.00	16.00	1.00	1.00	1.00	3.00	4.00	1.00	0	0	0	0	0	0	3.00	3.00	1.00	0	0	0	5.00	2.00	1.00	
CNAG_03216_2	367673	367677	5	utr3E	4.00	7.00	4.00	11.00	13.00	7.00	1.00	1.00	1.00	0	0	0	0	0	0	1.00	2.00	1.00	1.00	1.00	3.00	0	0	0	1.00	2.00	1.00	
CNAG_03217_1	370685	370696	12	utr3E	38.00	42.00	36.00	68.00	73.00	69.00	67.00	22.00	34.00	41.00	28.00	41.00	29.00	38.00	10.00	27.00	16.00	83.00	22.00	37.00	16.00	11.00	10.00	21.00	28.00	45.00	32.00	
CNAG_03217_2	371366	371381	16	cdsE	9.00	5.00	5.00	12.00	19.00	6.00	7.00	6.00	10.00	5.00	3.00	10.00	2.00	5.00	2.00	4.00	4.00	5.00	5.00	8.00	2.00	4.00	1.00	4.00	2.00	5.00	4.00	
CNAG_03221_1	379904	380071	168	utr3E	134.00	126.00	147.00	1315.00	1856.00	1194.00	599.00	132.00	331.00	192.00	278.00	416.00	28.00	48.00	20.00	244.00	180.00	570.00	35.00	83.00	59.00	46.00	17.00	53.00	136.00	286.00	154.00	
CNAG_03223_1	383599	383821	223	utr3E	708.00	936.00	951.00	0	0	0	863.00	219.00	498.00	1114.00	1462.00	1787.00	610.00	702.00	344.00	1094.00	865.00	2534.00	1130.00	1371.00	893.00	4170.00	2793.00	3313.00	389.00	477.00	516.00	
CNAG_03225_1	387303	387389	87	utr3E	645.00	774.00	619.00	0	0	0	505.00	136.00	316.00	260.00	369.00	529.00	101.00	181.00	84.00	375.00	325.00	923.00	199.00	232.00	161.00	23.00	14.00	41.00	134.00	204.00	174.00	
CNAG_03226_1	389162	389172	11	utr3E	827.00	1103.00	946.00	2013.00	3287.00	2009.00	484.00	137.00	297.00	284.00	454.00	570.00	461.00	719.00	298.00	334.00	285.00	835.00	460.00	588.00	391.00	264.00	223.00	138.00	169.00	289.00	113.00	
CNAG_03227_1	392272	392313	42	utr3E	108.00	150.00	128.00	248.00	354.00	152.00	155.00	32.00	64.00	95.00	82.00	137.00	69.00	84.00	34.00	52.00	32.00	117.00	101.00	112.00	92.00	571.00	511.00	208.00	104.00	212.00	80.00	
CNAG_03229_1	395144	395144	1	utr3E	1.00	1.00	1.00	0	0	0	0	0	0	2.00	2.00	5.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	1.00	3.00	3.00	
CNAG_03230_1	397827	397851	25	utr3E	25.00	24.00	25.00	8.00	9.00	6.00	34.00	6.00	25.00	23.00	9.00	28.00	119.00	103.00	58.00	27.00	24.00	63.00	82.00	108.00	94.00	89.00	83.00	77.00	17.00	17.00	16.00	
CNAG_03230_2	398979	398979	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	6.00	2.00	
CNAG_03233_1	404317	404324	8	utr3E	37.00	42.00	35.00	16.00	10.00	7.00	43.00	17.00	37.00	18.00	15.00	32.00	108.00	153.00	68.00	24.00	26.00	62.00	103.00	123.00	91.00	67.00	65.00	56.00	61.00	71.00	45.00	
CNAG_03235_1	409621	409622	2	utr3E	5.00	6.00	11.00	18.00	34.00	17.00	0	0	0	5.00	11.00	11.00	0	0	0	7.00	3.00	10.00	8.00	4.00	3.00	3.00	2.00	3.00	0	0	0	
CNAG_03235_2	409833	409833	1	cdsE	3.00	3.00	3.00	3.00	8.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_03235_3	409907	410000	94	cdsE	12.00	11.00	10.00	18.00	26.00	16.00	4.00	2.00	4.00	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_03235_4	411556	411604	49	cdsE	8.00	5.00	4.00	12.00	17.00	15.00	14.00	2.00	7.00	8.00	6.00	7.00	2.00	4.00	1.00	1.00	2.00	3.00	9.00	7.00	8.00	1.00	2.00	2.00	6.00	10.00	4.00	
CNAG_03235_5	412071	412071	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_03236_1	412713	412750	38	utr3E	19.00	28.00	19.00	52.00	82.00	40.00	39.00	12.00	27.00	29.00	44.00	41.00	23.00	36.00	17.00	29.00	22.00	67.00	30.00	33.00	26.00	105.00	57.00	72.00	54.00	73.00	45.00	
CNAG_03238_1	415016	415018	3	utr3E	69.00	63.00	56.00	15.00	24.00	20.00	39.00	7.00	23.00	9.00	10.00	11.00	12.00	17.00	10.00	10.00	8.00	28.00	15.00	12.00	7.00	0	0	0	58.00	100.00	51.00	
CNAG_03240_1	419535	419599	65	utr3E	4.00	2.00	2.00	17.00	13.00	8.00	6.00	2.00	3.00	6.00	7.00	10.00	1.00	4.00	5.00	9.00	10.00	16.00	2.00	9.00	3.00	4.00	3.00	7.00	16.00	22.00	8.00	
CNAG_03240_2	420513	420514	2	cdsE	17.00	22.00	22.00	20.00	39.00	18.00	6.00	1.00	1.00	1.00	1.00	1.00	1.00	2.00	1.00	3.00	1.00	4.00	0	0	0	6.00	5.00	9.00	4.00	10.00	12.00	
CNAG_03241_1	423974	423985	12	utr3E	12.00	16.00	8.00	20.00	16.00	19.00	14.00	3.00	13.00	10.00	11.00	16.00	14.00	14.00	9.00	5.00	1.00	9.00	15.00	16.00	10.00	2.00	1.00	1.00	19.00	19.00	11.00	
CNAG_03245_1	433650	433656	7	utr3E	58.00	73.00	66.00	184.00	256.00	135.00	44.00	11.00	26.00	27.00	24.00	29.00	11.00	10.00	9.00	28.00	21.00	56.00	12.00	13.00	10.00	19.00	7.00	17.00	16.00	15.00	20.00	
CNAG_03246_1	437116	437130	15	utr3E	28.00	36.00	22.00	49.00	90.00	77.00	35.00	5.00	13.00	7.00	10.00	9.00	3.00	8.00	1.00	11.00	8.00	27.00	8.00	4.00	6.00	26.00	21.00	28.00	5.00	24.00	18.00	
CNAG_03246_2	437840	437841	2	cdsE	18.00	26.00	25.00	44.00	72.00	55.00	26.00	12.00	11.00	5.00	11.00	13.00	4.00	14.00	4.00	12.00	6.00	49.00	10.00	12.00	6.00	32.00	21.00	23.00	26.00	22.00	8.00	
CNAG_03250_1	448090	448098	9	utr3E	5.00	12.00	15.00	21.00	31.00	22.00	12.00	4.00	5.00	3.00	3.00	6.00	7.00	4.00	4.00	2.00	4.00	3.00	5.00	6.00	3.00	16.00	4.00	11.00	4.00	13.00	6.00	
CNAG_03250_2	449558	449562	5	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03258_1	505240	505287	48	utr3E	11.00	12.00	10.00	24.00	53.00	29.00	31.00	4.00	18.00	4.00	8.00	10.00	4.00	9.00	3.00	19.00	10.00	20.00	5.00	11.00	7.00	0	0	0	27.00	43.00	33.00	
CNAG_03258_2	505374	505387	14	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00	8.00	10.00	
CNAG_03258_3	505477	505479	3	utr3E	2.00	1.00	1.00	4.00	10.00	4.00	0	0	0	1.00	2.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03258_4	505479	505479	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	2.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03258_5	505545	505545	1	utr3I	1.00	5.00	1.00	4.00	9.00	6.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	4.00	1.00	
CNAG_03260_1	510604	510610	7	utr3E	58.00	57.00	38.00	168.00	222.00	157.00	143.00	41.00	84.00	62.00	56.00	81.00	18.00	36.00	13.00	75.00	58.00	136.00	32.00	31.00	33.00	12.00	7.00	5.00	51.00	66.00	27.00	
CNAG_03262_1	512885	512907	23	utr3E	118.00	106.00	126.00	211.00	345.00	251.00	130.00	34.00	68.00	56.00	60.00	93.00	18.00	42.00	14.00	44.00	43.00	96.00	38.00	42.00	22.00	10.00	10.00	10.00	45.00	76.00	59.00	
CNAG_03264_1	516577	516582	6	utr3E	34.00	37.00	33.00	101.00	171.00	116.00	80.00	20.00	52.00	27.00	28.00	30.00	10.00	10.00	10.00	31.00	22.00	48.00	7.00	14.00	11.00	6.00	1.00	4.00	21.00	40.00	16.00	
CNAG_03264_2	516952	516953	2	cdsI	5.00	7.00	5.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00	6.00	5.00	
CNAG_03266_1	522546	522587	42	utr3E	152.00	146.00	101.00	253.00	278.00	146.00	59.00	14.00	42.00	46.00	48.00	88.00	34.00	40.00	15.00	47.00	28.00	101.00	32.00	58.00	27.00	16.00	5.00	34.00	75.00	129.00	79.00	
CNAG_03267_1	524787	524833	47	utr3E	6.00	7.00	7.00	43.00	67.00	42.00	104.00	31.00	52.00	54.00	62.00	116.00	33.00	51.00	12.00	66.00	40.00	131.00	25.00	39.00	33.00	4.00	8.00	13.00	33.00	48.00	24.00	
CNAG_03267_2	524928	524931	4	cdsE	4.00	2.00	3.00	8.00	14.00	2.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_03268_1	527683	527922	240	utr3E	525.00	577.00	539.00	682.00	1146.00	684.00	330.00	82.00	139.00	171.00	216.00	211.00	80.00	110.00	55.00	89.00	59.00	167.00	111.00	133.00	127.00	111.00	101.00	129.00	142.00	213.00	140.00	
CNAG_03269_1	529322	529325	4	utr3E	136.00	161.00	177.00	86.00	109.00	71.00	75.00	14.00	60.00	17.00	17.00	26.00	54.00	66.00	37.00	18.00	17.00	55.00	47.00	57.00	40.00	5.00	6.00	5.00	47.00	49.00	21.00	
CNAG_03269_2	529665	529665	1	utr3E	4.00	2.00	6.00	13.00	27.00	5.00	10.00	3.00	3.00	6.00	6.00	14.00	3.00	1.00	1.00	8.00	3.00	19.00	5.00	7.00	6.00	0	0	0	4.00	6.00	5.00	
CNAG_03269_3	529812	529812	1	utr3E	0	0	0	10.00	11.00	11.00	0	0	0	1.00	1.00	3.00	0	0	0	2.00	5.00	1.00	0	0	0	0	0	0	0	0	0	
