	merge_cluster																									
CNE04490_2	1258568	1258568	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNE04490_3	1259681	1259721	41	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNE04490_4	1259984	1260100	117	utr5E	119.00	89.00	82.00	74.00	80.00	84.00	18.00	23.00	11.00	6.00	4.00	8.00	191.00	121.00	145.00	71.00	100.00	58.00	42.00	42.00	18.00	
CNE04510_1	1264444	1264604	161	utr5E	541.00	359.00	323.00	192.00	150.00	172.00	168.00	204.00	129.00	72.00	84.00	100.00	1518.00	755.00	684.00	319.00	339.00	120.00	180.00	198.00	157.00	
CNE04520_1	1266361	1266815	455	cdsE	8.00	6.00	14.00	0	0	0	297.00	336.00	428.00	789.00	669.00	716.00	4.00	2.00	5.00	6.00	10.00	25.00	2.00	2.00	2.00	
CNE04520_2	1267634	1267700	67	utr5E	52.00	62.00	39.00	0	0	0	195.00	156.00	221.00	223.00	188.00	203.00	10.00	11.00	6.00	0	0	0	10.00	19.00	23.00	
CNE04530_1	1269782	1269809	28	cdsE	0	0	0	3.00	2.00	2.00	0	0	0	8.00	5.00	10.00	6.00	4.00	8.00	2.00	2.00	2.00	0	0	0	
CNE04530_2	1270986	1271177	192	utr5E	74.00	45.00	38.00	14.00	5.00	14.00	32.00	19.00	11.00	9.00	8.00	3.00	153.00	195.00	179.00	43.00	41.00	16.00	131.00	110.00	108.00	
CNE04530_3	1272051	1272066	16	utr5E	24.00	14.00	9.00	4.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04540_1	1273814	1273891	78	utr5E	203.00	89.00	69.00	141.00	193.00	159.00	202.00	216.00	204.00	41.00	44.00	42.00	179.00	124.00	103.00	102.00	103.00	58.00	145.00	149.00	108.00	
CNE04560_1	1278347	1278452	106	utr5E	266.00	181.00	125.00	72.00	31.00	41.00	83.00	69.00	54.00	75.00	79.00	74.00	145.00	112.00	70.00	43.00	42.00	19.00	150.00	174.00	128.00	
CNE04580_1	1280080	1280229	150	cdsE	0	0	0	1.00	1.00	3.00	153.00	172.00	150.00	71.00	70.00	61.00	5.00	1.00	1.00	2.00	2.00	5.00	23.00	35.00	17.00	
CNE04580_2	1280407	1280457	51	cdsE	1.00	2.00	2.00	14.00	13.00	13.00	34.00	34.00	37.00	34.00	25.00	26.00	3.00	3.00	6.00	5.00	4.00	10.00	12.00	11.00	10.00	
CNE04580_3	1281012	1281070	59	cdsI	0	0	0	0	0	0	0	0	0	6.00	1.00	4.00	6.00	4.00	1.00	45.00	38.00	68.00	0	0	0	
CNE04580_4	1283904	1284034	131	cdsI	6.00	2.00	4.00	92.00	68.00	80.00	0	0	0	5.00	5.00	12.00	54.00	74.00	54.00	101.00	95.00	23.00	1.00	3.00	2.00	
CNE04580_5	1284318	1284432	115	utr5E	265.00	291.00	192.00	78.00	55.00	60.00	432.00	353.00	324.00	61.00	78.00	61.00	237.00	181.00	126.00	21.00	28.00	18.00	126.00	199.00	138.00	
CNE04590_1	1286034	1286157	124	utr5E	2515.00	1666.00	2170.00	1074.00	1112.00	957.00	935.00	1014.00	724.00	687.00	609.00	809.00	4664.00	2299.00	1915.00	1634.00	1887.00	986.00	1878.00	2006.00	1689.00	
CNE04610_1	1291008	1291158	151	cdsE	122.00	42.00	29.00	58.00	44.00	30.00	164.00	231.00	197.00	347.00	288.00	180.00	61.00	107.00	43.00	18.00	13.00	9.00	65.00	160.00	159.00	
CNE04610_2	1291306	1291540	235	utr5E	163.00	138.00	78.00	56.00	51.00	47.00	96.00	85.00	58.00	57.00	73.00	57.00	111.00	147.00	131.00	60.00	60.00	37.00	64.00	71.00	58.00	
CNE04630_1	1294269	1294273	5	cdsE	0	0	0	7.00	5.00	5.00	0	0	0	8.00	3.00	3.00	0	0	0	0	0	0	1.00	2.00	1.00	
CNE04630_2	1294909	1294911	3	cdsE	0	0	0	1.00	1.00	1.00	2.00	2.00	1.00	11.00	6.00	4.00	9.00	11.00	4.00	1.00	4.00	1.00	3.00	4.00	1.00	
CNE04630_3	1295024	1295176	153	cdsE	10.00	2.00	3.00	2.00	1.00	1.00	6.00	12.00	18.00	20.00	20.00	14.00	1.00	2.00	2.00	12.00	16.00	20.00	19.00	27.00	16.00	
CNE04630_4	1296654	1296746	93	utr5E	70.00	48.00	56.00	37.00	36.00	37.00	65.00	46.00	47.00	25.00	31.00	24.00	212.00	233.00	176.00	163.00	216.00	56.00	59.00	84.00	67.00	
CNE04650_1	1299850	1299882	33	cdsE	0	0	0	0	0	0	10.00	13.00	17.00	7.00	6.00	3.00	0	0	0	0	0	0	2.00	10.00	5.00	
CNE04650_2	1300148	1300153	6	cdsE	2.00	1.00	1.00	8.00	8.00	7.00	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	9.00	6.00	6.00	
CNE04650_3	1300154	1300154	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNE04650_4	1300520	1300668	149	cdsE	0	0	0	10.00	7.00	6.00	34.00	31.00	28.00	7.00	7.00	6.00	0	0	0	0	0	0	22.00	20.00	14.00	
CNE04650_5	1300757	1300757	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNE04650_6	1301101	1301101	1	cdsE	4.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	
CNE04650_7	1301462	1301507	46	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	3.00	2.00	2.00	0	0	0	0	0	0	
CNE04650_8	1302905	1302967	63	utr5E	97.00	45.00	37.00	23.00	22.00	24.00	68.00	58.00	43.00	15.00	22.00	13.00	6.00	12.00	7.00	1.00	5.00	7.00	90.00	106.00	70.00	
CNE04680_1	1309636	1309694	59	utr5E	148.00	126.00	111.00	87.00	78.00	74.00	36.00	30.00	32.00	29.00	23.00	24.00	229.00	121.00	123.00	31.00	53.00	20.00	38.00	55.00	39.00	
CNE04695_1	1312672	1312759	88	cdsE	30.00	28.00	21.00	19.00	31.00	27.00	25.00	22.00	19.00	24.00	19.00	37.00	75.00	21.00	43.00	51.00	39.00	42.00	46.00	55.00	41.00	
CNE04695_2	1313392	1313392	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.00	14.00	4.00	0	0	0	
CNE04695_3	1313700	1313730	31	utr5E	5.00	1.00	1.00	0	0	0	26.00	28.00	28.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04730_1	1327488	1327637	150	cdsE	1.00	1.00	1.00	7.00	16.00	17.00	3.00	3.00	1.00	26.00	24.00	29.00	51.00	38.00	35.00	50.00	56.00	51.00	11.00	17.00	10.00	
CNE04730_2	1328355	1328355	1	cdsE	0	0	0	3.00	2.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04730_3	1328919	1328919	1	cdsE	0	0	0	3.00	2.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04730_4	1330911	1331018	108	utr5E	57.00	54.00	21.00	5.00	6.00	2.00	6.00	5.00	18.00	6.00	10.00	12.00	119.00	114.00	99.00	14.00	28.00	4.00	55.00	54.00	28.00	
CNE04750_1	1334509	1334526	18	utr5E	32.00	18.00	8.00	114.00	69.00	74.00	11.00	15.00	11.00	4.00	2.00	3.00	61.00	45.00	55.00	12.00	14.00	2.00	10.00	14.00	12.00	
CNE04750_2	1334641	1334641	1	utr5E	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04750_3	1334662	1334662	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	
CNE04760_1	1335881	1335959	79	cdsE	0	0	0	22.00	36.00	51.00	10.00	10.00	9.00	32.00	25.00	33.00	36.00	27.00	29.00	21.00	27.00	23.00	8.00	10.00	4.00	
CNE04760_2	1336047	1336199	153	cdsI	0	0	0	25.00	20.00	29.00	0	0	0	0	0	0	0	0	0	6.00	4.00	1.00	1.00	2.00	1.00	
CNE04760_3	1336857	1337021	165	utr5E	213.00	129.00	104.00	51.00	56.00	93.00	66.00	64.00	67.00	80.00	61.00	66.00	58.00	63.00	52.00	63.00	67.00	74.00	123.00	144.00	99.00	
CNE04770_1	1337860	1337893	34	cdsE	2.00	4.00	2.00	0	0	0	8.00	9.00	8.00	19.00	22.00	17.00	0	0	0	1.00	1.00	4.00	25.00	29.00	25.00	
CNE04770_2	1338008	1338064	57	cdsI	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	30.00	15.00	19.00	0	0	0	
CNE04770_3	1338085	1338168	84	cdsE	0	0	0	0	0	0	4.00	7.00	5.00	11.00	10.00	13.00	4.00	3.00	5.00	1.00	1.00	1.00	1.00	3.00	1.00	
CNE04770_4	1338538	1338551	14	cdsE	0	0	0	3.00	2.00	1.00	13.00	12.00	14.00	35.00	31.00	25.00	5.00	4.00	4.00	0	0	0	13.00	20.00	12.00	
CNE04770_5	1338828	1338900	73	utr5E	31.00	39.00	22.00	8.00	4.00	6.00	11.00	12.00	6.00	15.00	15.00	8.00	58.00	39.00	25.00	25.00	21.00	13.00	37.00	43.00	24.00	
CNE04820_1	1346781	1346820	40	cdsE	6.00	3.00	2.00	1.00	2.00	4.00	0	0	0	0	0	0	5.00	3.00	4.00	7.00	6.00	4.00	0	0	0	
CNE04820_2	1348002	1348070	69	utr5E	172.00	54.00	90.00	35.00	49.00	29.00	72.00	51.00	47.00	49.00	36.00	61.00	177.00	115.00	92.00	40.00	67.00	18.00	18.00	31.00	13.00	
CNE04830_1	1348546	1348766	221	cdsE	3.00	2.00	2.00	0	0	0	24.00	29.00	22.00	42.00	32.00	36.00	4.00	1.00	2.00	4.00	6.00	5.00	1.00	2.00	1.00	
CNE04830_2	1349170	1349236	67	cdsE	0	0	0	9.00	9.00	11.00	18.00	13.00	11.00	23.00	17.00	20.00	0	0	0	4.00	5.00	12.00	6.00	6.00	7.00	
CNE04830_3	1349317	1349415	99	cdsE	3.00	1.00	1.00	17.00	12.00	13.00	4.00	5.00	5.00	23.00	20.00	16.00	0	0	0	1.00	1.00	5.00	3.00	4.00	6.00	
CNE04830_4	1349546	1349617	72	cdsI	0	0	0	41.00	42.00	46.00	3.00	5.00	3.00	69.00	55.00	43.00	0	0	0	3.00	4.00	2.00	0	0	0	
CNE04830_5	1349870	1349898	29	cdsE	0	0	0	2.00	1.00	3.00	6.00	4.00	5.00	1.00	1.00	1.00	0	0	0	11.00	5.00	4.00	2.00	2.00	1.00	
CNE04830_6	1352159	1352195	37	utr5E	23.00	14.00	12.00	58.00	49.00	39.00	32.00	63.00	28.00	4.00	5.00	5.00	40.00	42.00	35.00	39.00	36.00	9.00	18.00	19.00	20.00	
CNE04860_1	1355489	1355546	58	cdsE	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	4.00	6.00	9.00	
CNE04860_2	1355902	1355902	1	cdsE	0	0	0	0	0	0	1.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04860_3	1355997	1356033	37	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00	3.00	7.00	
CNE04860_4	1356519	1356522	4	utr5E	0	0	0	0	0	0	6.00	10.00	6.00	0	0	0	0	0	0	0	0	0	10.00	6.00	5.00	
CNE04870_1	1357835	1357884	50	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	22.00	16.00	17.00	0	0	0	0	0	0	0	0	0	
CNE04870_2	1357971	1357985	15	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	6.00	4.00	4.00	1.00	1.00	3.00	0	0	0	
CNE04870_3	1358257	1358257	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04870_4	1358265	1358265	1	cdsE	0	0	0	0	0	0	0	0	0	5.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNE04870_5	1358549	1358549	1	cdsE	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04870_6	1358695	1358695	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04870_7	1359174	1359174	1	cdsE	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04870_8	1359230	1359230	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNE04870_9	1359538	1359578	41	utr5E	3.00	3.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04870_10	1359590	1359590	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNE04900_1	1366677	1366719	43	cdsI	47.00	16.00	29.00	12.00	16.00	25.00	2.00	1.00	2.00	23.00	16.00	18.00	42.00	30.00	34.00	37.00	57.00	80.00	6.00	7.00	4.00	
CNE04900_2	1366977	1367079	103	cdsE	93.00	51.00	52.00	15.00	19.00	11.00	4.00	3.00	4.00	36.00	17.00	23.00	27.00	29.00	35.00	51.00	36.00	24.00	13.00	27.00	18.00	
CNE04900_3	1368775	1368876	102	utr5E	0	0	0	1.00	2.00	1.00	104.00	68.00	82.00	2.00	1.00	1.00	0	0	0	0	0	0	20.00	26.00	20.00	
CNE04915_1	1371373	1371518	146	utr5E	468.00	450.00	339.00	46.00	36.00	40.00	90.00	76.00	71.00	148.00	159.00	236.00	623.00	444.00	573.00	87.00	80.00	164.00	314.00	276.00	234.00	
CNE04915_2	1371956	1371986	31	utr5E	30.00	11.00	12.00	6.00	16.00	7.00	3.00	10.00	7.00	2.00	1.00	4.00	4.00	3.00	5.00	16.00	15.00	14.00	1.00	3.00	1.00	
CNE04930_1	1376659	1376891	233	cdsE	0	0	0	0	0	0	28.00	21.00	33.00	45.00	46.00	36.00	0	0	0	1.00	2.00	1.00	0	0	0	
CNE04930_2	1377441	1377596	156	utr5E	37.00	11.00	16.00	15.00	18.00	16.00	133.00	96.00	137.00	85.00	62.00	86.00	37.00	26.00	17.00	60.00	39.00	27.00	36.00	43.00	43.00	
CNE04960_1	1383699	1383737	39	cdsE	3.00	1.00	1.00	0	0	0	3.00	2.00	2.00	12.00	11.00	14.00	1.00	1.00	1.00	3.00	1.00	1.00	0	0	0	
CNE04960_2	1384351	1384351	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04960_3	1384703	1384743	41	cdsE	0	0	0	0	0	0	0	0	0	3.00	5.00	3.00	0	0	0	0	0	0	1.00	4.00	2.00	
CNE04960_4	1385427	1385501	75	utr5E	71.00	71.00	45.00	0	0	0	16.00	10.00	13.00	8.00	7.00	6.00	23.00	31.00	24.00	2.00	1.00	2.00	3.00	3.00	4.00	
CNE04980_1	1389337	1389406	70	utr5E	357.00	234.00	182.00	102.00	85.00	83.00	210.00	204.00	156.00	82.00	70.00	95.00	161.00	163.00	181.00	95.00	79.00	106.00	92.00	95.00	85.00	
CNE05000_1	1393196	1393309	114	utr5E	2443.00	2253.00	1539.00	642.00	444.00	448.00	2701.00	2718.00	1992.00	1343.00	1075.00	1509.00	2206.00	1724.00	1759.00	564.00	633.00	421.00	911.00	863.00	644.00	
CNE05020_1	1395392	1395541	150	utr5E	509.00	365.00	266.00	220.00	152.00	145.00	198.00	196.00	139.00	91.00	61.00	99.00	456.00	444.00	480.00	331.00	336.00	416.00	91.00	100.00	91.00	
CNE05030_1	1397008	1397143	136	cdsE	3.00	8.00	1.00	3.00	3.00	3.00	19.00	37.00	32.00	63.00	59.00	56.00	19.00	10.00	13.00	2.00	4.00	5.00	11.00	8.00	4.00	
CNE05030_2	1399434	1399580	147	cdsE	0	0	0	42.00	40.00	31.00	8.00	13.00	8.00	22.00	18.00	18.00	26.00	18.00	20.00	8.00	11.00	7.00	2.00	3.00	2.00	
CNE05030_3	1402402	1402487	86	utr5E	242.00	231.00	159.00	107.00	106.00	58.00	67.00	78.00	55.00	34.00	31.00	37.00	153.00	212.00	121.00	67.00	69.00	40.00	130.00	134.00	96.00	
CNE05040_1	1406736	1406776	41	cdsE	31.00	24.00	23.00	34.00	15.00	17.00	10.00	31.00	38.00	12.00	24.00	14.00	108.00	39.00	20.00	9.00	11.00	7.00	88.00	87.00	17.00	
CNE05040_2	1408800	1408897	98	utr5I	51.00	87.00	47.00	25.00	14.00	21.00	233.00	156.00	181.00	33.00	38.00	42.00	250.00	237.00	204.00	106.00	199.00	38.00	318.00	491.00	353.00	
CNE05040_3	1409111	1409268	158	utr5E	465.00	504.00	366.00	117.00	91.00	92.00	159.00	148.00	129.00	46.00	34.00	80.00	729.00	516.00	440.00	134.00	184.00	237.00	90.00	109.00	69.00	
CNE05060_1	1416936	1416975	40	utr3E	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	5.00	5.00	
CNE05060_2	1417153	1417156	4	utr3E	0	0	0	3.00	2.00	4.00	0	0	0	0	0	0	0	0	0	13.00	8.00	9.00	0	0	0	
CNE05060_3	1417574	1417622	49	cdsI	0	0	0	9.00	11.00	13.00	0	0	0	5.00	3.00	2.00	0	0	0	2.00	2.00	2.00	0	0	0	
CNE05060_4	1417777	1417777	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNE05060_5	1418175	1418248	74	cdsE	3.00	1.00	3.00	0	0	0	0	0	0	0	0	0	11.00	13.00	10.00	3.00	3.00	3.00	0	0	0	
CNE05060_6	1419596	1419596	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNE05060_7	1419770	1419808	39	utr5E	15.00	16.00	5.00	3.00	1.00	1.00	6.00	7.00	3.00	3.00	4.00	5.00	13.00	8.00	8.00	1.00	1.00	2.00	9.00	9.00	4.00	
CNE05060_8	1419970	1420064	95	utr5E	54.00	56.00	32.00	12.00	7.00	5.00	16.00	20.00	14.00	0	0	0	67.00	43.00	50.00	11.00	12.00	13.00	22.00	23.00	19.00	
CNE05070_1	1421800	1421889	90	utr3E	0	0	0	3.00	5.00	6.00	1.00	4.00	3.00	34.00	34.00	32.00	1.00	1.00	1.00	5.00	6.00	7.00	8.00	9.00	8.00	
CNE05070_2	1422454	1422498	45	cdsE	0	0	0	0	0	0	9.00	9.00	10.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05070_3	1422842	1422901	60	cdsE	2.00	1.00	1.00	2.00	4.00	1.00	0	0	0	17.00	13.00	17.00	0	0	0	0	0	0	2.00	4.00	7.00	
CNE05070_4	1423359	1423389	31	cdsE	0	0	0	0	0	0	4.00	3.00	2.00	13.00	10.00	11.00	0	0	0	2.00	3.00	1.00	13.00	12.00	11.00	
CNE05070_5	1425135	1425144	10	cdsE	0	0	0	5.00	4.00	3.00	4.00	8.00	6.00	6.00	5.00	2.00	2.00	5.00	3.00	0	0	0	0	0	0	
CNE05070_6	1425799	1425931	133	cdsE	8.00	9.00	6.00	52.00	54.00	31.00	5.00	4.00	6.00	48.00	33.00	54.00	21.00	17.00	17.00	22.00	28.00	24.00	0	0	0	
CNE05070_7	1427055	1427074	20	utr5E	25.00	13.00	11.00	0	0	0	18.00	8.00	5.00	4.00	2.00	1.00	12.00	19.00	21.00	10.00	12.00	4.00	13.00	19.00	12.00	
CNE05090_1	1431408	1431485	78	cdsE	0	0	0	2.00	2.00	1.00	0	0	0	37.00	19.00	27.00	0	0	0	1.00	4.00	2.00	2.00	1.00	1.00	
CNE05090_2	1431597	1431597	1	cdsI	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	4.00	6.00	1.00	0	0	0	
CNE05090_3	1431730	1431773	44	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	10.00	9.00	15.00	0	0	0	0	0	0	1.00	1.00	1.00	
CNE05090_4	1431907	1431930	24	cdsE	0	0	0	3.00	1.00	1.00	0	0	0	20.00	17.00	12.00	0	0	0	1.00	3.00	1.00	0	0	0	
CNE05090_5	1432211	1432211	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	1.00	3.00	1.00	0	0	0	
CNE05090_6	1432408	1432422	15	cdsE	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	1.00	2.00	2.00	2.00	5.00	5.00	0	0	0	
CNE05090_7	1433008	1433033	26	utr5E	42.00	31.00	21.00	24.00	10.00	15.00	23.00	16.00	18.00	8.00	6.00	4.00	10.00	16.00	11.00	21.00	19.00	6.00	20.00	38.00	21.00	
CNE05110_1	1436580	1436580	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNE05110_2	1437144	1437144	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNE05110_3	1438153	1438153	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNE05110_4	1438421	1438452	32	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00	9.00	11.00	
CNE05120_1	1440307	1440405	99	utr5E	494.00	393.00	382.00	240.00	222.00	182.00	302.00	300.00	207.00	220.00	144.00	224.00	746.00	658.00	684.00	270.00	281.00	194.00	242.00	269.00	181.00	
CNE05130_1	1441157	1441166	10	cdsE	29.00	14.00	11.00	11.00	21.00	18.00	38.00	47.00	40.00	54.00	44.00	41.00	21.00	18.00	26.00	4.00	15.00	8.00	22.00	43.00	25.00	
CNE05130_2	1441612	1441696	85	utr5E	448.00	314.00	230.00	73.00	90.00	113.00	117.00	169.00	128.00	114.00	93.00	130.00	214.00	182.00	171.00	155.00	153.00	149.00	242.00	255.00	213.00	
CNE05150_1	1444114	1444117	4	cdsE	0	0	0	2.00	2.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05150_2	1444324	1444541	218	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	62.00	54.00	61.00	10.00	15.00	12.00	6.00	6.00	8.00	
CNE05150_3	1445174	1445174	1	cdsE	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05150_4	1445418	1445418	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	22.00	52.00	50.00	37.00	32.00	9.00	1.00	3.00	7.00	
CNE05150_5	1446104	1446113	10	utr5E	0	0	0	1.00	2.00	3.00	9.00	4.00	5.00	2.00	2.00	1.00	60.00	67.00	51.00	47.00	48.00	24.00	29.00	23.00	6.00	
CNE05170_1	1449953	1450062	110	cdsE	4.00	1.00	1.00	22.00	35.00	45.00	0	0	0	29.00	22.00	31.00	11.00	11.00	11.00	92.00	122.00	69.00	1.00	1.00	1.00	
CNE05170_2	1450180	1450303	124	cdsE	1.00	1.00	1.00	1.00	1.00	1.00	3.00	3.00	3.00	12.00	13.00	9.00	2.00	3.00	2.00	11.00	15.00	20.00	3.00	3.00	5.00	
CNE05170_3	1450963	1450967	5	cdsE	0	0	0	0	0	0	0	0	0	3.00	3.00	4.00	0	0	0	1.00	1.00	2.00	6.00	11.00	7.00	
CNE05170_4	1451211	1451262	52	cdsI	1.00	1.00	1.00	11.00	17.00	20.00	1.00	2.00	1.00	1.00	1.00	5.00	0	0	0	8.00	8.00	13.00	0	0	0	
CNE05170_5	1453300	1453310	11	utr5E	2.00	10.00	2.00	0	0	0	0	0	0	0	0	0	3.00	3.00	2.00	0	0	0	0	0	0	
CNE05170_6	1453400	1453480	81	utr5E	37.00	35.00	14.00	1.00	1.00	2.00	32.00	25.00	22.00	18.00	16.00	9.00	19.00	26.00	14.00	6.00	6.00	5.00	35.00	48.00	30.00	
CNE05190_1	1461029	1461048	20	utr5E	114.00	90.00	99.00	44.00	30.00	38.00	40.00	47.00	43.00	9.00	13.00	19.00	168.00	71.00	63.00	40.00	62.00	21.00	33.00	32.00	20.00	
CNE05210_1	1463286	1463312	27	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	2.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNE05210_2	1464006	1464009	4	cdsE	1.00	2.00	2.00	0	0	0	2.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05210_3	1464025	1464025	1	cdsE	0	0	0	3.00	2.00	1.00	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNE05210_4	1465479	1465521	43	utr5E	66.00	83.00	54.00	26.00	32.00	23.00	14.00	11.00	8.00	5.00	7.00	10.00	93.00	59.00	56.00	22.00	30.00	19.00	13.00	31.00	15.00	
CNE05230_1	1467574	1467866	293	utr5E	2879.00	1346.00	1280.00	900.00	827.00	1134.00	3823.00	4080.00	4231.00	2068.00	3010.00	2388.00	1060.00	1028.00	1007.00	988.00	973.00	671.00	4046.00	4473.00	4077.00	
CNE05240_1	1468425	1468425	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNE05240_2	1468436	1468446	11	cdsE	2.00	3.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05240_3	1468456	1468460	5	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	3.00	0	0	0	0	0	0	
CNE05240_4	1468619	1468619	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNE05240_5	1468766	1468772	7	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNE05240_6	1469966	1469966	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05240_7	1470148	1470148	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05240_8	1470233	1470282	50	cdsI	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	15.00	22.00	17.00	34.00	42.00	16.00	3.00	1.00	4.00	
CNE05240_9	1470867	1470867	1	utr5E	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNE05240_10	1471042	1471042	1	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05260_1	1474149	1474149	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNE05260_2	1475354	1475363	10	utr5E	2.00	1.00	4.00	0	0	0	6.00	6.00	5.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNE05260_3	1475701	1475720	20	utr5E	7.00	13.00	11.00	17.00	17.00	12.00	31.00	28.00	23.00	3.00	1.00	6.00	8.00	4.00	3.00	15.00	12.00	5.00	5.00	6.00	6.00	
CNE05300_1	1481249	1481256	8	utr3E	2.00	3.00	1.00	16.00	13.00	14.00	0	0	0	1.00	2.00	3.00	1.00	1.00	1.00	27.00	28.00	7.00	0	0	0	
CNE05300_2	1481368	1481368	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	
CNE05300_3	1482134	1482179	46	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	36.00	62.00	48.00	147.00	134.00	101.00	3.00	2.00	3.00	
