	merge_cluster																						
CNE04200_1	1174501	1174582	82	utr3E	45.00	47.00	37.00	13.00	13.00	9.00	19.00	20.00	31.00	25.00	18.00	17.00	17.00	24.00	23.00	55.00	39.00	42.00	
CNE04200_2	1174722	1174722	1	cdsE	10.00	9.00	6.00	3.00	5.00	1.00	12.00	7.00	10.00	9.00	9.00	8.00	19.00	23.00	16.00	13.00	8.00	4.00	
CNE04210_1	1176152	1176153	2	utr3E	4.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04210_2	1176204	1176204	1	utr3E	8.00	4.00	2.00	3.00	3.00	1.00	23.00	4.00	12.00	0	0	0	2.00	5.00	1.00	0	0	0	
CNE04210_3	1176329	1176336	8	utr3E	24.00	12.00	9.00	5.00	6.00	7.00	2.00	1.00	1.00	8.00	13.00	13.00	12.00	24.00	18.00	4.00	3.00	1.00	
CNE04250_1	1184105	1184106	2	utr3E	5.00	6.00	6.00	15.00	5.00	4.00	1.00	3.00	3.00	7.00	12.00	7.00	22.00	16.00	9.00	6.00	7.00	3.00	
CNE04250_2	1185024	1185024	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNE04270_1	1187604	1187656	53	utr3E	625.00	409.00	239.00	360.00	215.00	156.00	57.00	26.00	50.00	160.00	118.00	224.00	225.00	237.00	186.00	293.00	253.00	266.00	
CNE04270_2	1187783	1187786	4	cdsE	40.00	26.00	22.00	12.00	10.00	9.00	8.00	5.00	7.00	7.00	5.00	4.00	5.00	9.00	8.00	23.00	8.00	11.00	
CNE04310_1	1201433	1201459	27	utr3E	34.00	30.00	18.00	19.00	23.00	11.00	14.00	7.00	10.00	3.00	4.00	1.00	2.00	5.00	5.00	12.00	10.00	13.00	
CNE04320_1	1203396	1203468	73	utr3E	115.00	78.00	50.00	35.00	25.00	20.00	25.00	13.00	16.00	58.00	41.00	54.00	64.00	48.00	40.00	112.00	106.00	77.00	
CNE04330_1	1204827	1204873	47	utr3E	34.00	19.00	15.00	140.00	100.00	76.00	3.00	3.00	4.00	26.00	22.00	35.00	83.00	104.00	96.00	52.00	21.00	30.00	
CNE04330_2	1206117	1206121	5	cdsE	0	0	0	3.00	13.00	5.00	0	0	0	0	0	0	16.00	8.00	13.00	14.00	1.00	1.00	
CNE04330_3	1211657	1211739	83	utr5E	9.00	8.00	6.00	2.00	1.00	4.00	100.00	42.00	54.00	17.00	25.00	23.00	12.00	9.00	6.00	6.00	2.00	2.00	
CNE04350_1	1214417	1214422	6	utr3E	14.00	11.00	9.00	4.00	6.00	1.00	0	0	0	5.00	3.00	8.00	7.00	5.00	7.00	10.00	5.00	10.00	
CNE04350_2	1214837	1214837	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	
CNE04350_3	1214976	1214976	1	cdsE	0	0	0	1.00	5.00	2.00	0	0	0	0	0	0	2.00	1.00	5.00	0	0	0	
CNE04360_1	1215406	1215523	118	utr3E	2122.00	1338.00	881.00	1124.00	858.00	619.00	115.00	66.00	72.00	703.00	572.00	822.00	500.00	460.00	327.00	831.00	504.00	522.00	
CNE04390_1	1230814	1230826	13	utr3E	149.00	99.00	58.00	59.00	38.00	35.00	27.00	11.00	18.00	106.00	82.00	143.00	137.00	140.00	105.00	61.00	57.00	44.00	
CNE04400_1	1232917	1232919	3	utr3E	201.00	110.00	81.00	111.00	95.00	67.00	9.00	11.00	14.00	44.00	40.00	53.00	125.00	143.00	108.00	72.00	42.00	48.00	
CNE04400_2	1232999	1233006	8	utr3E	11.00	15.00	12.00	7.00	13.00	5.00	0	0	0	9.00	13.00	16.00	13.00	11.00	12.00	3.00	4.00	4.00	
CNE04410_1	1235999	1235999	1	utr3E	18.00	11.00	6.00	5.00	5.00	1.00	0	0	0	9.00	13.00	6.00	11.00	15.00	16.00	9.00	6.00	6.00	
CNE04410_2	1236070	1236078	9	utr3E	81.00	58.00	23.00	17.00	15.00	13.00	13.00	12.00	17.00	82.00	56.00	85.00	78.00	82.00	91.00	54.00	45.00	40.00	
CNE04410_3	1236151	1236151	1	cdsE	0	0	0	0	0	0	0	0	0	15.00	12.00	17.00	9.00	10.00	10.00	5.00	5.00	4.00	
CNE04430_1	1240413	1240443	31	utr3E	42.00	55.00	41.00	14.00	16.00	8.00	4.00	4.00	2.00	24.00	17.00	31.00	33.00	25.00	26.00	28.00	11.00	26.00	
CNE04430_2	1242327	1242329	3	cdsE	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	9.00	6.00	4.00	0	0	0	
CNE04430_3	1244123	1244130	8	cdsI	0	0	0	5.00	3.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04440_1	1244210	1244317	108	utr3E	459.00	305.00	238.00	438.00	261.00	213.00	58.00	27.00	32.00	158.00	144.00	170.00	196.00	219.00	183.00	202.00	116.00	125.00	
CNE04450_1	1246303	1246330	28	utr3E	153.00	91.00	55.00	60.00	52.00	46.00	29.00	29.00	39.00	92.00	89.00	113.00	85.00	84.00	80.00	156.00	103.00	83.00	
CNE04450_2	1249285	1249285	1	utr5I	0	0	0	0	0	0	17.00	9.00	13.00	3.00	2.00	3.00	0	0	0	0	0	0	
CNE04460_1	1249905	1249917	13	utr3E	503.00	221.00	210.00	157.00	147.00	106.00	35.00	21.00	28.00	278.00	192.00	334.00	354.00	398.00	323.00	263.00	155.00	150.00	
CNE04470_1	1253003	1253017	15	utr3E	46.00	18.00	9.00	22.00	14.00	11.00	13.00	12.00	28.00	10.00	8.00	13.00	15.00	16.00	15.00	12.00	19.00	13.00	
CNE04470_2	1254705	1254705	1	utr5E	0	0	0	14.00	9.00	5.00	7.00	6.00	16.00	0	0	0	8.00	1.00	5.00	0	0	0	
CNE04480_1	1255150	1255257	108	utr3E	1.00	1.00	1.00	34.00	25.00	15.00	1.00	1.00	1.00	3.00	2.00	7.00	17.00	15.00	11.00	19.00	11.00	21.00	
CNE04480_2	1255257	1255257	1	utr3E	0	0	0	0	0	0	0	0	0	2.00	1.00	6.00	0	0	0	0	0	0	
CNE04480_3	1255378	1255378	1	cdsE	0	0	0	3.00	4.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04480_4	1257375	1257376	2	utr5E	0	0	0	0	0	0	0	0	0	2.00	2.00	3.00	0	0	0	0	0	0	
CNE04480_5	1257435	1257435	1	utr5E	0	0	0	0	0	0	7.00	4.00	1.00	0	0	0	0	0	0	0	0	0	
CNE04490_1	1257710	1257784	75	utr3E	247.00	111.00	66.00	87.00	70.00	56.00	29.00	19.00	29.00	45.00	56.00	73.00	103.00	94.00	94.00	171.00	120.00	126.00	
CNE04510_1	1262872	1262901	30	utr3E	661.00	428.00	296.00	332.00	208.00	130.00	92.00	43.00	73.00	157.00	138.00	160.00	206.00	148.00	119.00	290.00	176.00	196.00	
CNE04520_1	1266207	1266225	19	utr3E	21.00	21.00	10.00	0	0	0	2.00	2.00	1.00	67.00	65.00	87.00	105.00	134.00	118.00	0	0	0	
CNE04530_1	1268373	1268406	34	utr3E	206.00	83.00	39.00	84.00	66.00	63.00	143.00	65.00	84.00	66.00	86.00	79.00	58.00	57.00	56.00	809.00	602.00	645.00	
CNE04530_2	1271905	1271958	54	utr5E	0	0	0	0	0	0	131.00	101.00	104.00	0	0	0	1.00	2.00	1.00	0	0	0	
CNE04540_1	1273267	1273272	6	utr3E	36.00	23.00	17.00	22.00	20.00	13.00	9.00	5.00	7.00	43.00	59.00	72.00	25.00	33.00	22.00	20.00	16.00	11.00	
CNE04560_1	1277063	1277124	62	utr3E	83.00	51.00	44.00	32.00	15.00	14.00	24.00	14.00	18.00	15.00	10.00	21.00	26.00	24.00	19.00	14.00	8.00	15.00	
CNE04560_2	1277617	1277617	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	5.00	2.00	1.00	3.00	1.00	1.00	
CNE04560_3	1277618	1277654	37	cdsE	0	0	0	0	0	0	0	0	0	2.00	3.00	8.00	0	0	0	0	0	0	
CNE04580_1	1279844	1279880	37	utr3E	53.00	72.00	33.00	90.00	46.00	28.00	8.00	12.00	5.00	113.00	93.00	110.00	47.00	69.00	67.00	38.00	24.00	21.00	
CNE04580_2	1279936	1279946	11	utr3E	31.00	12.00	12.00	25.00	7.00	10.00	5.00	4.00	9.00	12.00	20.00	19.00	11.00	13.00	7.00	7.00	7.00	3.00	
CNE04580_3	1280004	1280009	6	utr3E	12.00	12.00	12.00	10.00	3.00	1.00	0	0	0	49.00	36.00	64.00	21.00	33.00	18.00	24.00	22.00	9.00	
CNE04590_1	1284569	1284575	7	utr3E	73.00	49.00	32.00	88.00	59.00	25.00	22.00	20.00	28.00	21.00	21.00	28.00	28.00	40.00	38.00	28.00	23.00	22.00	
CNE04610_1	1290244	1290306	63	utr3E	546.00	266.00	164.00	106.00	61.00	41.00	86.00	52.00	80.00	70.00	68.00	122.00	141.00	141.00	107.00	163.00	155.00	158.00	
CNE04630_1	1293679	1293693	15	utr3E	103.00	57.00	63.00	122.00	76.00	64.00	27.00	14.00	25.00	46.00	59.00	63.00	102.00	99.00	80.00	149.00	88.00	89.00	
CNE04650_1	1298517	1298558	42	utr3E	76.00	35.00	38.00	206.00	130.00	113.00	1.00	2.00	2.00	167.00	162.00	184.00	115.00	114.00	121.00	36.00	37.00	32.00	
CNE04650_2	1300091	1300101	11	cdsE	9.00	2.00	5.00	41.00	21.00	15.00	4.00	5.00	11.00	17.00	18.00	10.00	13.00	15.00	9.00	9.00	8.00	5.00	
CNE04650_3	1302626	1302630	5	utr5I	3.00	1.00	1.00	2.00	2.00	1.00	6.00	4.00	3.00	0	0	0	0	0	0	0	0	0	
CNE04650_4	1302850	1302850	1	utr5E	0	0	0	0	0	0	3.00	3.00	2.00	0	0	0	0	0	0	0	0	0	
CNE04680_1	1307968	1307969	2	utr3E	47.00	30.00	29.00	20.00	18.00	7.00	3.00	5.00	7.00	8.00	10.00	9.00	15.00	15.00	10.00	19.00	13.00	11.00	
CNE04680_2	1309418	1309419	2	cdsI	0	0	0	0	0	0	5.00	3.00	3.00	4.00	2.00	4.00	8.00	14.00	9.00	0	0	0	
CNE04695_1	1311192	1311200	9	utr3E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	2.00	4.00	2.00	0	0	0	
CNE04695_2	1313519	1313624	106	utr5E	0	0	0	0	0	0	85.00	44.00	60.00	2.00	2.00	4.00	0	0	0	0	0	0	
CNE04695_3	1313686	1313686	1	utr5E	0	0	0	0	0	0	6.00	1.00	3.00	3.00	2.00	2.00	0	0	0	0	0	0	
CNE04730_1	1327366	1327400	35	utr3E	6.00	2.00	1.00	23.00	10.00	9.00	0	0	0	3.00	3.00	2.00	7.00	12.00	16.00	31.00	19.00	26.00	
CNE04750_1	1333062	1333100	39	utr3E	89.00	37.00	48.00	412.00	244.00	169.00	46.00	25.00	56.00	63.00	65.00	65.00	47.00	97.00	43.00	86.00	84.00	87.00	
CNE04750_2	1334398	1334464	67	utr5E	0	0	0	0	0	0	173.00	79.00	112.00	0	0	0	0	0	0	0	0	0	
CNE04760_1	1335436	1335547	112	utr3E	187.00	68.00	64.00	171.00	99.00	107.00	60.00	52.00	72.00	43.00	32.00	26.00	60.00	64.00	49.00	90.00	83.00	70.00	
CNE04760_2	1335892	1335892	1	cdsE	10.00	6.00	6.00	29.00	24.00	18.00	13.00	4.00	2.00	6.00	17.00	12.00	9.00	18.00	22.00	15.00	16.00	10.00	
CNE04770_1	1337366	1337380	15	utr3E	258.00	157.00	95.00	231.00	122.00	125.00	53.00	43.00	55.00	58.00	52.00	66.00	132.00	116.00	79.00	136.00	122.00	112.00	
CNE04820_1	1346366	1346379	14	utr3E	19.00	10.00	7.00	13.00	12.00	10.00	23.00	15.00	32.00	3.00	3.00	2.00	9.00	11.00	9.00	4.00	5.00	3.00	
CNE04830_1	1348285	1348289	5	utr3E	13.00	2.00	3.00	27.00	14.00	8.00	0	0	0	9.00	4.00	7.00	7.00	8.00	7.00	5.00	4.00	3.00	
CNE04830_2	1348289	1348289	1	utr3E	13.00	2.00	3.00	0	0	0	0	0	0	9.00	4.00	7.00	7.00	8.00	7.00	5.00	4.00	3.00	
CNE04830_3	1348966	1348999	34	cdsE	0	0	0	7.00	5.00	2.00	0	0	0	5.00	2.00	8.00	3.00	8.00	3.00	7.00	6.00	8.00	
CNE04830_4	1348999	1348999	1	cdsE	0	0	0	0	0	0	0	0	0	5.00	2.00	8.00	0	0	0	0	0	0	
CNE04860_1	1354383	1354383	1	utr3E	0	0	0	1.00	3.00	1.00	0	0	0	24.00	22.00	27.00	10.00	10.00	8.00	0	0	0	
CNE04860_2	1356509	1356534	26	utr5E	0	0	0	1.00	2.00	1.00	59.00	34.00	40.00	0	0	0	8.00	4.00	3.00	0	0	0	
CNE04870_1	1357381	1357397	17	utr3E	87.00	54.00	38.00	53.00	43.00	43.00	72.00	35.00	46.00	125.00	129.00	170.00	128.00	122.00	96.00	51.00	27.00	27.00	
CNE04900_1	1366129	1366129	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	
CNE04900_2	1366132	1366132	1	utr3E	0	0	0	4.00	2.00	1.00	0	0	0	5.00	3.00	2.00	3.00	3.00	3.00	0	0	0	
CNE04900_3	1366617	1366617	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04915_1	1370412	1370427	16	utr3E	43.00	54.00	36.00	8.00	2.00	2.00	84.00	64.00	83.00	0	0	0	9.00	14.00	8.00	7.00	6.00	6.00	
CNE04915_2	1371861	1371866	6	utr5E	3.00	1.00	2.00	0	0	0	42.00	23.00	33.00	3.00	4.00	4.00	0	0	0	0	0	0	
CNE04930_1	1375729	1375741	13	utr3E	12.00	3.00	4.00	6.00	6.00	2.00	0	0	0	29.00	21.00	34.00	76.00	85.00	70.00	7.00	4.00	6.00	
CNE04930_2	1377488	1377502	15	utr5E	0	0	0	0	0	0	23.00	9.00	15.00	11.00	13.00	17.00	10.00	8.00	4.00	0	0	0	
CNE04960_1	1383152	1383152	1	utr3E	9.00	4.00	3.00	3.00	2.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04960_2	1383314	1383314	1	utr3E	3.00	2.00	2.00	0	0	0	0	0	0	0	0	0	2.00	3.00	2.00	0	0	0	
CNE04960_3	1385374	1385383	10	utr5E	1.00	3.00	1.00	0	0	0	34.00	17.00	22.00	5.00	5.00	4.00	2.00	3.00	2.00	0	0	0	
CNE04980_1	1388319	1388332	14	utr3E	1044.00	517.00	363.00	201.00	113.00	90.00	198.00	127.00	208.00	126.00	122.00	143.00	177.00	181.00	180.00	285.00	220.00	206.00	
CNE05000_1	1392120	1392236	117	utr3E	3478.00	2360.00	1623.00	1562.00	680.00	504.00	731.00	534.00	702.00	477.00	432.00	571.00	427.00	408.00	412.00	375.00	281.00	246.00	
CNE05020_1	1394841	1394851	11	utr3E	1164.00	700.00	458.00	328.00	175.00	121.00	79.00	47.00	78.00	139.00	112.00	157.00	231.00	245.00	186.00	472.00	348.00	368.00	
CNE05030_1	1396895	1396900	6	utr3E	8.00	4.00	5.00	4.00	3.00	1.00	1.00	2.00	1.00	5.00	7.00	3.00	16.00	5.00	10.00	1.00	2.00	6.00	
CNE05030_2	1396900	1396900	1	utr3E	0	0	0	4.00	3.00	1.00	1.00	2.00	1.00	5.00	7.00	3.00	0	0	0	1.00	2.00	6.00	
CNE05030_3	1397047	1397047	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	1.00	1.00	4.00	0	0	0	
CNE05030_4	1397107	1397107	1	cdsE	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05030_5	1401143	1401143	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	4.00	0	0	0	
CNE05040_1	1405472	1405686	215	utr3E	653.00	426.00	290.00	221.00	131.00	127.00	33.00	17.00	29.00	297.00	254.00	394.00	353.00	360.00	285.00	332.00	234.00	239.00	
CNE05040_2	1408057	1408061	5	cdsI	3.00	10.00	4.00	0	0	0	0	0	0	20.00	12.00	26.00	35.00	54.00	53.00	0	0	0	
CNE05060_1	1416826	1416855	30	utr3E	28.00	26.00	16.00	20.00	15.00	6.00	4.00	2.00	3.00	9.00	19.00	23.00	31.00	24.00	23.00	33.00	20.00	15.00	
CNE05060_2	1417157	1417182	26	utr3E	3.00	9.00	5.00	0	0	0	0	0	0	0	0	0	2.00	3.00	1.00	0	0	0	
CNE05070_1	1421524	1421529	6	utr3E	5.00	4.00	1.00	4.00	6.00	4.00	0	0	0	2.00	1.00	1.00	5.00	2.00	4.00	4.00	2.00	1.00	
CNE05070_2	1421590	1421609	20	utr3E	6.00	9.00	6.00	11.00	4.00	5.00	0	0	0	3.00	3.00	5.00	13.00	21.00	7.00	12.00	10.00	7.00	
CNE05070_3	1421696	1421701	6	utr3E	45.00	20.00	21.00	11.00	10.00	4.00	3.00	1.00	3.00	6.00	6.00	6.00	23.00	35.00	30.00	52.00	43.00	39.00	
CNE05070_4	1423309	1423320	12	cdsE	3.00	2.00	3.00	0	0	0	1.00	2.00	2.00	2.00	1.00	1.00	11.00	5.00	15.00	15.00	17.00	17.00	
CNE05070_5	1423320	1423320	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNE05090_1	1430951	1430966	16	utr3E	211.00	106.00	83.00	164.00	102.00	99.00	21.00	21.00	40.00	27.00	23.00	26.00	52.00	61.00	41.00	38.00	28.00	23.00	
CNE05110_1	1436553	1436564	12	utr3E	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	10.00	12.00	10.00	0	0	0	
CNE05120_1	1438742	1438750	9	utr3E	232.00	125.00	96.00	57.00	52.00	33.00	30.00	19.00	23.00	80.00	71.00	104.00	134.00	138.00	101.00	125.00	109.00	111.00	
CNE05120_2	1438799	1438814	16	utr3E	436.00	239.00	165.00	232.00	119.00	70.00	89.00	73.00	90.00	142.00	103.00	156.00	164.00	125.00	117.00	185.00	149.00	139.00	
CNE05130_1	1440537	1440570	34	utr3E	370.00	148.00	91.00	79.00	44.00	38.00	74.00	49.00	65.00	41.00	43.00	52.00	46.00	55.00	42.00	59.00	63.00	42.00	
CNE05130_2	1441245	1441245	1	cdsI	12.00	7.00	4.00	6.00	3.00	3.00	0	0	0	0	0	0	7.00	9.00	5.00	4.00	1.00	3.00	
CNE05150_1	1443969	1443976	8	utr3E	28.00	20.00	15.00	15.00	11.00	10.00	20.00	9.00	10.00	14.00	9.00	13.00	49.00	33.00	28.00	164.00	86.00	110.00	
CNE05170_1	1449461	1449522	62	utr3E	49.00	11.00	10.00	113.00	60.00	43.00	8.00	3.00	3.00	9.00	13.00	10.00	21.00	20.00	14.00	11.00	5.00	11.00	
CNE05170_2	1453294	1453341	48	utr5E	22.00	17.00	11.00	4.00	8.00	5.00	282.00	137.00	164.00	62.00	81.00	76.00	18.00	29.00	24.00	8.00	6.00	5.00	
CNE05190_1	1457650	1457650	1	utr3E	0	0	0	1.00	2.00	1.00	2.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNE05210_1	1462667	1462680	14	utr3E	155.00	99.00	55.00	47.00	19.00	18.00	27.00	35.00	36.00	14.00	14.00	19.00	20.00	13.00	14.00	34.00	36.00	33.00	
CNE05210_2	1462745	1462745	1	utr3E	21.00	14.00	13.00	9.00	8.00	2.00	10.00	1.00	5.00	8.00	15.00	15.00	17.00	13.00	9.00	36.00	21.00	24.00	
CNE05210_3	1464727	1464730	4	cdsE	11.00	7.00	7.00	4.00	7.00	6.00	3.00	5.00	4.00	12.00	12.00	5.00	8.00	8.00	9.00	15.00	5.00	11.00	
CNE05230_1	1467181	1467244	64	utr3E	1994.00	1561.00	1014.00	1955.00	1215.00	997.00	936.00	470.00	672.00	3341.00	2982.00	4429.00	1567.00	1983.00	1443.00	905.00	640.00	572.00	
CNE05240_1	1468085	1468085	1	utr3E	2.00	1.00	2.00	6.00	2.00	4.00	0	0	0	0	0	0	1.00	4.00	2.00	0	0	0	
CNE05240_2	1468288	1468299	12	cdsE	9.00	7.00	3.00	6.00	3.00	3.00	7.00	1.00	1.00	3.00	6.00	6.00	11.00	7.00	4.00	12.00	13.00	5.00	
CNE05240_3	1468358	1468358	1	cdsI	0	0	0	0	0	0	0	0	0	1.00	2.00	6.00	3.00	4.00	4.00	0	0	0	
CNE05240_4	1470070	1470070	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05240_5	1470841	1470841	1	utr5E	0	0	0	0	0	0	0	0	0	2.00	2.00	3.00	0	0	0	0	0	0	
CNE05240_6	1470944	1470987	44	utr5E	0	0	0	0	0	0	6.00	4.00	3.00	2.00	1.00	4.00	0	0	0	0	0	0	
CNE05260_1	1473978	1473993	16	cdsE	4.00	4.00	2.00	0	0	0	0	0	0	4.00	8.00	13.00	4.00	9.00	3.00	0	0	0	
CNE05260_2	1473993	1473993	1	cdsE	0	0	0	0	0	0	0	0	0	4.00	8.00	13.00	4.00	9.00	3.00	0	0	0	
CNE05260_3	1475221	1475269	49	utr5E	0	0	0	2.00	3.00	1.00	0	0	0	18.00	11.00	7.00	0	0	0	0	0	0	
CNE05300_1	1481232	1481242	11	utr3E	63.00	51.00	22.00	38.00	16.00	14.00	28.00	7.00	16.00	8.00	10.00	13.00	16.00	12.00	20.00	61.00	46.00	46.00	
CNE05300_2	1481477	1481504	28	utr3E	9.00	7.00	6.00	0	0	0	7.00	3.00	2.00	1.00	1.00	1.00	2.00	2.00	1.00	26.00	15.00	13.00	
CNE05300_3	1484583	1484589	7	utr5E	1.00	3.00	4.00	0	0	0	44.00	21.00	34.00	0	0	0	0	0	0	0	0	0	
CNE05300_4	1484646	1484658	13	utr5E	16.00	6.00	7.00	5.00	3.00	5.00	51.00	15.00	33.00	21.00	25.00	37.00	3.00	2.00	3.00	4.00	1.00	3.00	
CNE05310_1	1486155	1486160	6	utr3E	10.00	9.00	4.00	0	0	0	0	0	0	2.00	2.00	1.00	5.00	7.00	3.00	3.00	1.00	3.00	
CNE05310_2	1488788	1488843	56	cdsI	8.00	9.00	5.00	0	0	0	88.00	47.00	47.00	35.00	27.00	36.00	6.00	8.00	7.00	0	0	0	
CNE05340_1	1494512	1494526	15	utr3E	238.00	91.00	83.00	121.00	66.00	66.00	79.00	42.00	69.00	57.00	52.00	89.00	59.00	74.00	55.00	146.00	84.00	110.00	
CNE05340_2	1496565	1496620	56	utr5E	6.00	5.00	3.00	5.00	6.00	4.00	98.00	36.00	67.00	0	0	0	0	0	0	0	0	0	
CNE05380_1	1503349	1503349	1	utr3E	4.00	3.00	2.00	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNE05380_2	1506077	1506077	1	cdsE	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNE05380_3	1506317	1506317	1	cdsE	0	0	0	0	0	0	3.00	2.00	6.00	0	0	0	0	0	0	0	0	0	
CNF00010_1	573	573	1	utr3E	0	0	0	0	0	0	3.00	5.00	7.00	0	0	0	0	0	0	1.00	5.00	1.00	
CNF00020_1	3119	3126	8	utr3E	39.00	37.00	19.00	54.00	25.00	29.00	7.00	4.00	8.00	67.00	59.00	84.00	100.00	90.00	81.00	33.00	23.00	18.00	
CNF00050_1	10767	10838	72	utr3E	1029.00	712.00	417.00	495.00	293.00	237.00	153.00	66.00	103.00	266.00	287.00	369.00	502.00	570.00	402.00	534.00	489.00	430.00	
CNF00080_1	16398	16438	41	utr3E	113.00	97.00	52.00	73.00	55.00	53.00	4.00	3.00	2.00	217.00	215.00	236.00	168.00	166.00	154.00	75.00	28.00	54.00	
CNF00080_2	22405	22405	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	
CNF00100_1	26331	26339	9	utr3E	363.00	196.00	145.00	236.00	168.00	126.00	97.00	68.00	69.00	21.00	22.00	22.00	35.00	24.00	31.00	34.00	27.00	26.00	
CNF00100_2	26498	26511	14	cdsE	11.00	3.00	5.00	2.00	1.00	1.00	3.00	5.00	4.00	0	0	0	5.00	6.00	9.00	11.00	11.00	12.00	
CNF00100_3	26731	26737	7	cdsE	29.00	26.00	14.00	27.00	17.00	12.00	16.00	7.00	12.00	3.00	6.00	8.00	10.00	25.00	8.00	18.00	6.00	13.00	
CNF00120_1	34450	34521	72	utr3E	101.00	53.00	27.00	122.00	86.00	68.00	115.00	57.00	90.00	121.00	91.00	148.00	134.00	128.00	116.00	55.00	43.00	44.00	
CNF00120_2	36984	36990	7	cdsE	9.00	9.00	7.00	3.00	8.00	7.00	63.00	47.00	32.00	28.00	16.00	31.00	18.00	22.00	15.00	0	0	0	
CNF00125_1	37438	37442	5	utr3E	3.00	1.00	1.00	3.00	4.00	2.00	0	0	0	6.00	8.00	7.00	1.00	6.00	6.00	0	0	0	
CNF00140_1	41654	41657	4	utr3E	269.00	595.00	363.00	591.00	490.00	319.00	199.00	94.00	150.00	769.00	669.00	868.00	883.00	837.00	699.00	676.00	379.00	423.00	
CNF00140_2	42068	42086	19	utr3E	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	3.00	2.00	3.00	0	0	0	
CNF00140_3	42086	42086	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNF00140_4	42324	42324	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	2.00	6.00	5.00	0	0	0	
CNF00140_5	43362	43369	8	cdsE	2.00	1.00	3.00	3.00	2.00	1.00	0	0	0	3.00	8.00	8.00	10.00	7.00	7.00	5.00	2.00	1.00	
CNF00140_6	43452	43452	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	3.00	0	0	0	
CNF00160_1	46402	46412	11	utr3E	72.00	33.00	38.00	138.00	127.00	84.00	18.00	11.00	24.00	38.00	52.00	62.00	74.00	66.00	48.00	83.00	58.00	53.00	
CNF00165_1	48817	48827	11	utr3E	4.00	4.00	3.00	23.00	16.00	13.00	8.00	7.00	5.00	0	0	0	2.00	2.00	3.00	0	0	0	
CNF00165_2	48930	48930	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	2.00	0	0	0	
CNF00165_3	50006	50009	4	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	2.00	3.00	4.00	0	0	0	
CNF00165_4	50203	50203	1	cdsE	8.00	4.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00165_5	50578	50594	17	utr5E	0	0	0	0	0	0	4.00	4.00	5.00	0	0	0	0	0	0	0	0	0	
CNF00170_1	52836	52856	21	utr3E	4.00	2.00	1.00	20.00	13.00	7.00	0	0	0	6.00	7.00	7.00	4.00	6.00	6.00	8.00	6.00	7.00	
CNF00170_2	52995	53014	20	utr3E	0	0	0	0	0	0	2.00	1.00	3.00	3.00	4.00	2.00	2.00	7.00	6.00	5.00	3.00	2.00	
CNF00170_3	53014	53014	1	utr3E	0	0	0	0	0	0	2.00	1.00	3.00	3.00	4.00	2.00	0	0	0	0	0	0	
CNF00170_4	53712	53712	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	0	0	0	
CNF00170_5	53733	53733	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNF00190_1	57649	57649	1	utr3E	8.00	4.00	3.00	10.00	10.00	8.00	6.00	1.00	4.00	2.00	2.00	2.00	4.00	4.00	5.00	1.00	4.00	8.00	
