	merge_cluster																									
CNE04740_1	1331366	1331446	81	utr5E	69.00	28.00	30.00	65.00	79.00	72.00	77.00	68.00	71.00	62.00	42.00	46.00	106.00	114.00	107.00	124.00	132.00	84.00	104.00	119.00	73.00	
CNE04740_2	1332719	1332918	200	utr3E	18.00	9.00	19.00	5.00	5.00	3.00	1.00	7.00	3.00	583.00	585.00	753.00	0	0	0	2.00	7.00	4.00	6.00	6.00	9.00	
CNE04780_1	1339024	1339098	75	utr5E	124.00	88.00	65.00	40.00	48.00	30.00	45.00	41.00	50.00	26.00	31.00	32.00	216.00	126.00	151.00	85.00	117.00	42.00	84.00	103.00	80.00	
CNE04780_2	1339920	1339948	29	cdsE	1.00	1.00	2.00	0	0	0	8.00	8.00	10.00	5.00	2.00	2.00	5.00	8.00	5.00	0	0	0	8.00	11.00	4.00	
CNE04780_3	1340269	1340281	13	cdsE	0	0	0	0	0	0	7.00	12.00	12.00	13.00	9.00	9.00	0	0	0	1.00	2.00	2.00	1.00	5.00	1.00	
CNE04780_4	1340371	1340461	91	cdsE	0	0	0	0	0	0	8.00	8.00	10.00	10.00	9.00	10.00	0	0	0	1.00	1.00	1.00	0	0	0	
CNE04790_1	1340726	1341125	400	utr5I	863.00	343.00	386.00	144.00	152.00	149.00	657.00	587.00	658.00	1186.00	1128.00	1183.00	294.00	269.00	233.00	214.00	230.00	165.00	303.00	313.00	363.00	
CNE04790_2	1342109	1342357	249	cdsE	1.00	3.00	2.00	1.00	2.00	1.00	38.00	44.00	52.00	292.00	253.00	225.00	4.00	5.00	5.00	7.00	9.00	26.00	24.00	17.00	11.00	
CNE04800_1	1342724	1342978	255	utr5E	207.00	149.00	126.00	70.00	68.00	58.00	35.00	35.00	28.00	52.00	48.00	59.00	192.00	119.00	138.00	88.00	85.00	159.00	107.00	119.00	117.00	
CNE04810_1	1344581	1344643	63	cdsE	0	0	0	7.00	6.00	7.00	0	0	0	13.00	8.00	8.00	0	0	0	1.00	1.00	2.00	4.00	3.00	10.00	
CNE04810_2	1346127	1346237	111	cdsE	114.00	66.00	57.00	27.00	31.00	34.00	47.00	46.00	51.00	103.00	102.00	94.00	29.00	41.00	57.00	33.00	47.00	35.00	70.00	53.00	42.00	
CNE04810_3	1346369	1346450	82	cdsE	3.00	8.00	5.00	7.00	3.00	4.00	2.00	1.00	1.00	5.00	4.00	5.00	3.00	1.00	4.00	12.00	26.00	13.00	1.00	1.00	1.00	
CNE04840_1	1352438	1352510	73	utr5E	55.00	34.00	28.00	40.00	36.00	52.00	15.00	18.00	14.00	23.00	21.00	20.00	158.00	131.00	100.00	93.00	128.00	23.00	26.00	38.00	31.00	
CNE04840_2	1356147	1356185	39	utr3E	0	0	0	0	0	0	0	0	0	5.00	11.00	11.00	0	0	0	0	0	0	0	0	0	
CNE04840_3	1356243	1356252	10	utr3E	0	0	0	4.00	1.00	2.00	0	0	0	9.00	6.00	6.00	0	0	0	0	0	0	0	0	0	
CNE04840_4	1356910	1356946	37	utr3E	10.00	6.00	8.00	8.00	10.00	17.00	6.00	9.00	6.00	13.00	13.00	9.00	2.00	1.00	3.00	23.00	10.00	10.00	17.00	6.00	6.00	
CNE04880_1	1360880	1361121	242	utr5E	402.00	342.00	211.00	23.00	22.00	25.00	608.00	683.00	696.00	404.00	391.00	413.00	118.00	74.00	79.00	8.00	15.00	8.00	240.00	289.00	232.00	
CNE04880_2	1361851	1361851	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00	1.00	2.00	0	0	0	
CNE04890_1	1362710	1362776	67	utr5E	322.00	364.00	257.00	161.00	114.00	105.00	325.00	209.00	151.00	102.00	96.00	117.00	334.00	325.00	341.00	135.00	136.00	126.00	109.00	123.00	137.00	
CNE04910_1	1369114	1369147	34	utr5E	0	0	0	1.00	1.00	1.00	6.00	9.00	9.00	0	0	0	2.00	1.00	1.00	0	0	0	12.00	10.00	13.00	
CNE04910_2	1369809	1369809	1	cdsE	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04910_3	1369995	1370051	57	utr3E	0	0	0	1.00	1.00	1.00	7.00	13.00	6.00	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNE04920_1	1372470	1372599	130	utr5E	721.00	476.00	321.00	404.00	341.00	341.00	544.00	604.00	457.00	346.00	334.00	456.00	581.00	841.00	659.00	698.00	711.00	616.00	875.00	887.00	741.00	
CNE04940_1	1378964	1378985	22	utr5E	69.00	46.00	30.00	36.00	27.00	16.00	41.00	31.00	38.00	22.00	12.00	11.00	18.00	14.00	24.00	4.00	4.00	2.00	4.00	11.00	12.00	
CNE04940_2	1379206	1379274	69	utr5E	678.00	678.00	332.00	1.00	4.00	1.00	1495.00	1262.00	1099.00	64.00	95.00	90.00	220.00	348.00	315.00	32.00	31.00	11.00	442.00	531.00	247.00	
CNE04940_3	1379483	1379553	71	utr5I	16.00	20.00	10.00	6.00	6.00	4.00	27.00	45.00	22.00	62.00	74.00	112.00	5.00	4.00	9.00	3.00	3.00	3.00	20.00	35.00	16.00	
CNE04950_1	1381522	1381682	161	utr5E	8.00	5.00	7.00	65.00	51.00	26.00	210.00	159.00	172.00	22.00	23.00	31.00	266.00	295.00	294.00	147.00	120.00	106.00	230.00	312.00	274.00	
CNE04950_2	1382685	1382715	31	cdsI	20.00	5.00	2.00	34.00	22.00	26.00	0	0	0	26.00	15.00	22.00	2.00	3.00	3.00	17.00	24.00	56.00	1.00	2.00	1.00	
CNE04950_3	1382776	1382978	203	cdsE	564.00	185.00	196.00	62.00	66.00	80.00	65.00	61.00	64.00	268.00	148.00	311.00	17.00	11.00	9.00	80.00	131.00	944.00	48.00	40.00	40.00	
CNE04970_1	1385624	1385841	218	utr5E	1452.00	958.00	828.00	322.00	345.00	231.00	359.00	418.00	321.00	295.00	204.00	315.00	1144.00	810.00	792.00	290.00	317.00	158.00	543.00	567.00	415.00	
CNE04990_1	1389543	1389710	168	utr5E	408.00	339.00	270.00	340.00	319.00	324.00	150.00	129.00	95.00	52.00	51.00	50.00	644.00	412.00	409.00	341.00	368.00	208.00	209.00	215.00	168.00	
CNE04990_2	1391264	1391269	6	cdsI	19.00	3.00	3.00	11.00	3.00	7.00	0	0	0	17.00	13.00	20.00	4.00	6.00	4.00	30.00	34.00	9.00	0	0	0	
CNE05010_1	1393462	1393523	62	utr5E	126.00	88.00	53.00	31.00	40.00	34.00	37.00	36.00	32.00	37.00	35.00	20.00	150.00	114.00	118.00	50.00	55.00	57.00	41.00	40.00	33.00	
CNE05010_2	1394054	1394128	75	cdsE	0	0	0	0	0	0	0	0	0	7.00	7.00	6.00	0	0	0	0	0	0	0	0	0	
CNE05010_3	1394202	1394300	99	cdsE	0	0	0	0	0	0	26.00	29.00	23.00	20.00	20.00	20.00	0	0	0	1.00	1.00	2.00	0	0	0	
CNE05050_1	1414655	1414716	62	utr5E	111.00	104.00	85.00	20.00	15.00	14.00	126.00	114.00	102.00	44.00	41.00	58.00	55.00	72.00	59.00	40.00	53.00	29.00	69.00	77.00	64.00	
CNE05050_2	1415271	1415271	1	cdsE	0	0	0	3.00	3.00	1.00	0	0	0	2.00	4.00	5.00	0	0	0	2.00	2.00	1.00	0	0	0	
CNE05050_3	1416201	1416265	65	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	17.00	11.00	9.00	0	0	0	3.00	2.00	4.00	0	0	0	
CNE05080_1	1427782	1427938	157	cdsE	6.00	3.00	5.00	30.00	20.00	11.00	13.00	11.00	3.00	62.00	58.00	68.00	20.00	39.00	22.00	85.00	64.00	33.00	29.00	50.00	39.00	
CNE05080_2	1428225	1428264	40	cdsI	65.00	67.00	56.00	77.00	90.00	105.00	19.00	27.00	28.00	164.00	98.00	123.00	63.00	68.00	55.00	155.00	230.00	263.00	57.00	60.00	44.00	
CNE05080_3	1428926	1429364	439	cdsE	153.00	109.00	83.00	46.00	50.00	48.00	96.00	101.00	103.00	557.00	420.00	408.00	29.00	31.00	30.00	97.00	121.00	186.00	36.00	28.00	35.00	
CNE05080_4	1430521	1430814	294	cdsI	2.00	2.00	3.00	45.00	85.00	60.00	2.00	3.00	3.00	177.00	131.00	171.00	8.00	4.00	3.00	53.00	55.00	53.00	12.00	12.00	15.00	
CNE05100_1	1433151	1433191	41	utr5E	58.00	21.00	21.00	21.00	16.00	13.00	10.00	7.00	4.00	5.00	5.00	3.00	15.00	7.00	7.00	8.00	5.00	8.00	13.00	18.00	21.00	
CNE05100_2	1434476	1434540	65	cdsE	5.00	1.00	1.00	6.00	4.00	5.00	0	0	0	8.00	11.00	23.00	1.00	1.00	2.00	0	0	0	0	0	0	
CNE05100_3	1434994	1434994	1	cdsE	13.00	1.00	2.00	20.00	4.00	14.00	0	0	0	0	0	0	5.00	9.00	7.00	7.00	10.00	7.00	0	0	0	
CNE05100_4	1435108	1435110	3	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	7.00	3.00	4.00	0	0	0	
CNE05100_5	1435182	1435284	103	cdsE	7.00	2.00	4.00	18.00	19.00	19.00	0	0	0	8.00	6.00	6.00	8.00	9.00	8.00	3.00	5.00	3.00	1.00	1.00	1.00	
CNE05100_6	1435561	1435561	1	cdsE	0	0	0	3.00	2.00	2.00	0	0	0	0	0	0	2.00	2.00	2.00	2.00	6.00	3.00	0	0	0	
CNE05100_7	1435842	1435845	4	cdsE	0	0	0	0	0	0	3.00	3.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05140_1	1441893	1442022	130	utr5E	125.00	131.00	96.00	28.00	27.00	15.00	90.00	88.00	96.00	67.00	53.00	96.00	115.00	130.00	116.00	65.00	51.00	41.00	77.00	99.00	62.00	
CNE05160_1	1446244	1446366	123	utr5E	350.00	256.00	246.00	22.00	22.00	40.00	66.00	76.00	41.00	55.00	48.00	79.00	99.00	108.00	94.00	81.00	95.00	66.00	149.00	179.00	111.00	
CNE05160_2	1446839	1446904	66	cdsE	3.00	1.00	1.00	7.00	3.00	10.00	0	0	0	0	0	0	3.00	3.00	3.00	13.00	6.00	8.00	0	0	0	
CNE05180_1	1453664	1453709	46	utr5E	58.00	38.00	39.00	40.00	26.00	21.00	21.00	20.00	28.00	26.00	25.00	16.00	174.00	165.00	114.00	92.00	76.00	44.00	124.00	146.00	112.00	
CNE05180_2	1453867	1453886	20	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	31.00	22.00	23.00	26.00	36.00	10.00	0	0	0	
CNE05180_3	1454058	1454078	21	cdsE	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	24.00	57.00	25.00	27.00	20.00	14.00	23.00	39.00	48.00	
CNE05180_4	1455615	1455670	56	cdsE	2.00	1.00	1.00	0	0	0	4.00	10.00	8.00	4.00	2.00	3.00	63.00	31.00	25.00	4.00	5.00	2.00	13.00	16.00	10.00	
CNE05180_5	1455804	1455928	125	cdsE	1.00	1.00	1.00	0	0	0	2.00	4.00	1.00	2.00	2.00	4.00	4.00	6.00	8.00	13.00	13.00	26.00	45.00	27.00	30.00	
CNE05200_1	1461193	1461201	9	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	10.00	6.00	8.00	1.00	7.00	2.00	0	0	0	
CNE05200_2	1461479	1461575	97	utr5E	3.00	4.00	4.00	2.00	2.00	1.00	0	0	0	3.00	1.00	3.00	14.00	14.00	14.00	23.00	25.00	25.00	7.00	4.00	11.00	
CNE05220_1	1465625	1465827	203	utr5E	2028.00	915.00	917.00	1283.00	1212.00	1399.00	557.00	652.00	534.00	742.00	466.00	430.00	1464.00	1129.00	878.00	1009.00	1000.00	863.00	1339.00	1373.00	1417.00	
CNE05250_1	1471230	1471248	19	utr5E	11.00	12.00	10.00	1.00	1.00	1.00	4.00	4.00	4.00	0	0	0	5.00	2.00	3.00	0	0	0	17.00	16.00	12.00	
CNE05250_2	1471299	1471319	21	utr5E	61.00	59.00	46.00	0	0	0	51.00	59.00	72.00	30.00	30.00	34.00	7.00	10.00	6.00	0	0	0	41.00	36.00	34.00	
CNE05250_3	1472343	1472344	2	cdsE	0	0	0	1.00	2.00	2.00	0	0	0	0	0	0	5.00	6.00	3.00	1.00	2.00	1.00	0	0	0	
CNE05250_4	1472879	1472882	4	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	10.00	15.00	11.00	0	0	0	0	0	0	2.00	4.00	3.00	
CNE05250_5	1473270	1473270	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNE05290_1	1479516	1479628	113	utr5E	475.00	215.00	210.00	32.00	27.00	24.00	134.00	158.00	135.00	75.00	86.00	107.00	90.00	79.00	74.00	83.00	72.00	129.00	576.00	544.00	465.00	
CNE05290_2	1480009	1480109	101	cdsE	38.00	28.00	10.00	5.00	7.00	11.00	7.00	7.00	3.00	26.00	34.00	31.00	17.00	35.00	20.00	39.00	46.00	29.00	89.00	110.00	104.00	
CNE05320_1	1488991	1489136	146	utr5E	150.00	133.00	116.00	3.00	3.00	1.00	13.00	9.00	10.00	9.00	7.00	9.00	196.00	192.00	160.00	20.00	26.00	16.00	148.00	145.00	116.00	
CNE05320_2	1489359	1489359	1	cdsE	0	0	0	1.00	2.00	2.00	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	5.00	5.00	3.00	
CNE05320_3	1490250	1490250	1	cdsI	0	0	0	2.00	3.00	1.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNE05330_1	1492795	1492937	143	utr5E	97.00	79.00	51.00	15.00	5.00	9.00	22.00	22.00	14.00	6.00	5.00	4.00	93.00	57.00	49.00	9.00	6.00	6.00	69.00	73.00	53.00	
CNE05330_2	1493155	1493155	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNE05330_3	1493662	1493662	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE05350_1	1496944	1497028	85	utr5E	131.00	122.00	80.00	38.00	23.00	20.00	47.00	33.00	35.00	19.00	15.00	23.00	106.00	85.00	67.00	23.00	18.00	20.00	43.00	37.00	28.00	
CNE05350_2	1497576	1497608	33	cdsE	1.00	1.00	2.00	11.00	4.00	6.00	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	4.00	2.00	2.00	
CNE05350_3	1497692	1497712	21	cdsE	1.00	2.00	1.00	0	0	0	0	0	0	5.00	5.00	4.00	1.00	6.00	1.00	0	0	0	6.00	2.00	2.00	
CNE05360_1	1499316	1499316	1	utr5E	3.00	2.00	1.00	1.00	1.00	2.00	6.00	1.00	3.00	2.00	1.00	6.00	0	0	0	0	0	0	0	0	0	
CNE05360_2	1499371	1499433	63	utr5E	17.00	14.00	14.00	16.00	14.00	20.00	35.00	31.00	43.00	11.00	8.00	7.00	18.00	11.00	9.00	4.00	5.00	3.00	31.00	29.00	26.00	
CNE05360_3	1499444	1499499	56	utr5E	4.00	2.00	1.00	4.00	6.00	5.00	4.00	8.00	7.00	4.00	3.00	3.00	2.00	3.00	3.00	3.00	2.00	6.00	0	0	0	
CNF00040_1	7571	7633	63	utr5E	4077.00	2844.00	2194.00	2361.00	1247.00	1356.00	782.00	839.00	651.00	434.00	283.00	459.00	2617.00	4065.00	3218.00	2072.00	1923.00	559.00	684.00	924.00	747.00	
CNF00070_1	13050	13125	76	utr5E	273.00	423.00	336.00	222.00	200.00	161.00	97.00	119.00	66.00	64.00	45.00	86.00	892.00	526.00	510.00	174.00	243.00	57.00	151.00	125.00	79.00	
CNF00090_1	24169	24244	76	utr5E	871.00	492.00	419.00	337.00	213.00	197.00	96.00	112.00	60.00	48.00	36.00	44.00	431.00	362.00	266.00	221.00	244.00	129.00	205.00	278.00	256.00	
CNF00090_2	25274	25399	126	cdsE	0	0	0	40.00	30.00	51.00	2.00	2.00	4.00	5.00	6.00	2.00	63.00	49.00	51.00	9.00	17.00	10.00	1.00	2.00	2.00	
CNF00130_1	39153	39247	95	utr5E	196.00	154.00	124.00	58.00	46.00	63.00	55.00	60.00	63.00	49.00	48.00	54.00	248.00	166.00	123.00	69.00	82.00	23.00	81.00	84.00	82.00	
CNF00130_2	41054	41199	146	cdsE	0	0	0	1.00	1.00	1.00	6.00	6.00	5.00	29.00	19.00	16.00	0	0	0	2.00	2.00	3.00	4.00	4.00	6.00	
CNF00150_1	45207	45207	1	utr5E	0	0	0	3.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00150_2	45500	45500	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNF00150_3	45567	45612	46	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	4.00	2.00	6.00	3.00	1.00	1.00	0	0	0	
CNF00150_4	45663	45667	5	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	4.00	4.00	2.00	4.00	5.00	4.00	0	0	0	
CNF00150_5	45761	45761	1	cdsE	0	0	0	1.00	2.00	1.00	1.00	1.00	1.00	0	0	0	2.00	2.00	2.00	4.00	2.00	5.00	0	0	0	
CNF00150_6	45822	45822	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	2.00	0	0	0	0	0	0	
CNF00150_7	46140	46140	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNF00150_8	46158	46158	1	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00150_9	46220	46220	1	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00150_10	46239	46239	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	
CNF00150_11	46391	46391	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	3.00	0	0	0	0	0	0	
CNF00163_1	47553	47630	78	utr5E	106.00	104.00	76.00	95.00	62.00	56.00	56.00	56.00	39.00	24.00	19.00	33.00	186.00	124.00	116.00	61.00	75.00	61.00	39.00	53.00	41.00	
CNF00163_2	48485	48540	56	cdsE	0	0	0	2.00	2.00	5.00	3.00	3.00	2.00	6.00	4.00	5.00	0	0	0	2.00	1.00	1.00	6.00	6.00	6.00	
CNF00163_3	48746	48775	30	cdsE	0	0	0	0	0	0	5.00	8.00	10.00	5.00	7.00	9.00	0	0	0	0	0	0	0	0	0	
CNF00167_1	50779	50779	1	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00167_2	50840	50840	1	utr5E	0	0	0	4.00	6.00	9.00	0	0	0	11.00	4.00	3.00	0	0	0	0	0	0	1.00	9.00	3.00	
CNF00167_3	50982	51019	38	utr5E	16.00	10.00	10.00	44.00	28.00	25.00	0	0	0	32.00	11.00	16.00	9.00	4.00	5.00	34.00	34.00	21.00	8.00	11.00	6.00	
CNF00167_4	51131	51157	27	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00	4.00	5.00	0	0	0	
CNF00180_1	56217	56382	166	utr5E	43.00	17.00	22.00	13.00	9.00	12.00	12.00	8.00	14.00	18.00	11.00	9.00	74.00	73.00	64.00	58.00	70.00	17.00	55.00	65.00	57.00	
CNF00195_1	60345	60372	28	utr5E	0	0	0	7.00	5.00	8.00	2.00	1.00	2.00	0	0	0	6.00	3.00	2.00	7.00	3.00	4.00	2.00	1.00	1.00	
CNF00195_2	61658	61678	21	cdsE	0	0	0	3.00	2.00	2.00	1.00	5.00	3.00	3.00	3.00	5.00	0	0	0	11.00	5.00	7.00	1.00	3.00	1.00	
CNF00195_3	62420	62634	215	utr3E	0	0	0	0	0	0	8.00	4.00	5.00	26.00	32.00	22.00	0	0	0	16.00	22.00	27.00	0	0	0	
CNF00195_4	62933	62946	14	utr3E	0	0	0	4.00	4.00	8.00	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	
CNF00195_5	63199	63237	39	utr3E	0	0	0	3.00	3.00	3.00	3.00	6.00	2.00	3.00	6.00	2.00	0	0	0	0	0	0	2.00	2.00	1.00	
CNF00200_1	64609	64739	131	utr5E	43.00	47.00	25.00	104.00	94.00	76.00	107.00	122.00	111.00	44.00	42.00	50.00	93.00	77.00	48.00	93.00	77.00	45.00	147.00	230.00	151.00	
CNF00200_2	65397	65603	207	cdsE	1.00	1.00	2.00	38.00	34.00	44.00	0	0	0	5.00	9.00	4.00	5.00	5.00	3.00	32.00	46.00	17.00	15.00	18.00	17.00	
CNF00200_3	65671	65724	54	cdsE	0	0	0	5.00	4.00	4.00	1.00	2.00	3.00	4.00	4.00	1.00	0	0	0	16.00	18.00	19.00	8.00	6.00	4.00	
CNF00200_4	65811	65956	146	utr3E	2.00	1.00	2.00	4.00	3.00	2.00	17.00	21.00	13.00	6.00	6.00	2.00	0	0	0	2.00	2.00	7.00	22.00	32.00	20.00	
CNF00210_1	66504	66686	183	utr5E	438.00	290.00	255.00	306.00	254.00	289.00	971.00	1033.00	695.00	278.00	257.00	318.00	891.00	390.00	473.00	463.00	436.00	371.00	2486.00	2325.00	1493.00	
CNF00240_1	79693	79868	176	utr5E	415.00	218.00	215.00	60.00	35.00	47.00	352.00	254.00	290.00	69.00	41.00	58.00	96.00	55.00	53.00	10.00	5.00	13.00	33.00	24.00	41.00	
CNF00240_2	79990	80127	138	utr5E	90.00	135.00	100.00	18.00	16.00	20.00	227.00	227.00	162.00	6.00	23.00	16.00	180.00	104.00	103.00	9.00	16.00	22.00	64.00	69.00	50.00	
CNF00250_1	81622	81720	99	utr5E	95.00	48.00	55.00	20.00	9.00	9.00	68.00	70.00	48.00	32.00	37.00	39.00	24.00	23.00	29.00	34.00	26.00	30.00	77.00	63.00	48.00	
CNF00250_2	83524	83597	74	cdsI	2.00	3.00	5.00	14.00	25.00	13.00	4.00	1.00	1.00	14.00	12.00	13.00	12.00	13.00	17.00	56.00	59.00	19.00	0	0	0	
CNF00250_3	83676	83739	64	cdsE	0	0	0	0	0	0	3.00	2.00	2.00	15.00	11.00	17.00	0	0	0	0	0	0	2.00	3.00	2.00	
CNF00250_4	83969	84027	59	cdsE	0	0	0	0	0	0	38.00	43.00	35.00	11.00	7.00	10.00	1.00	2.00	1.00	0	0	0	13.00	6.00	7.00	
CNF00260_1	85647	85647	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNF00260_2	85655	85655	1	cdsE	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00260_3	85704	85704	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNF00260_4	86268	86268	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNF00260_5	86373	86373	1	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	1.00	1.00	1.00	2.00	1.00	1.00	0	0	0	
CNF00260_6	86377	86377	1	cdsE	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00260_7	86454	86454	1	cdsE	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00260_8	86472	86472	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNF00260_9	86509	86509	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNF00260_10	86549	86549	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNF00260_11	86584	86584	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNF00260_12	87437	87480	44	cdsE	0	0	0	6.00	3.00	15.00	0	0	0	4.00	3.00	5.00	0	0	0	0	0	0	0	0	0	
CNF00260_13	87549	87549	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	3.00	0	0	0	0	0	0	
CNF00260_14	87994	87994	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	
CNF00260_15	88092	88112	21	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	
CNF00260_16	88225	88246	22	utr3E	0	0	0	0	0	0	1.00	1.00	2.00	5.00	4.00	4.00	0	0	0	0	0	0	0	0	0	
CNF00270_1	88688	88733	46	utr5E	140.00	117.00	79.00	56.00	29.00	29.00	88.00	73.00	60.00	67.00	72.00	78.00	76.00	81.00	68.00	37.00	44.00	27.00	121.00	175.00	114.00	
CNF00270_2	90228	90310	83	cdsE	0	0	0	0	0	0	9.00	12.00	9.00	33.00	23.00	23.00	2.00	2.00	1.00	1.00	2.00	1.00	1.00	3.00	1.00	
CNF00270_3	90561	90587	27	cdsE	0	0	0	0	0	0	14.00	30.00	36.00	52.00	46.00	38.00	7.00	4.00	3.00	1.00	2.00	3.00	10.00	11.00	6.00	
CNF00290_1	95687	95771	85	utr5E	223.00	188.00	190.00	56.00	51.00	28.00	279.00	242.00	174.00	45.00	23.00	37.00	141.00	123.00	101.00	24.00	23.00	35.00	108.00	146.00	122.00	
CNF00290_2	95930	96049	120	utr5E	66.00	47.00	47.00	10.00	9.00	6.00	17.00	12.00	11.00	52.00	31.00	39.00	49.00	50.00	43.00	34.00	32.00	25.00	46.00	49.00	51.00	
CNF00290_3	96071	96217	147	cdsE	10.00	2.00	1.00	0	0	0	24.00	30.00	22.00	36.00	36.00	31.00	0	0	0	3.00	2.00	2.00	10.00	12.00	9.00	
CNF00310_1	105903	105903	1	utr5E	0	0	0	0	0	0	4.00	1.00	2.00	0	0	0	2.00	1.00	1.00	1.00	3.00	2.00	0	0	0	
CNF00310_2	105918	105986	69	utr5E	26.00	16.00	9.00	2.00	1.00	1.00	8.00	11.00	7.00	21.00	22.00	15.00	2.00	4.00	2.00	4.00	6.00	2.00	8.00	7.00	6.00	
CNF00310_3	106127	106131	5	utr5E	0	0	0	0	0	0	4.00	8.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00310_4	107653	107653	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00310_5	107678	107733	56	cdsE	6.00	7.00	6.00	0	0	0	0	0	0	0	0	0	4.00	3.00	4.00	2.00	4.00	4.00	0	0	0	
CNF00310_6	107870	107900	31	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	7.00	4.00	4.00	0	0	0	0	0	0	
CNF00310_7	108261	108261	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00310_8	109186	109346	161	cdsE	1.00	1.00	1.00	3.00	3.00	4.00	0	0	0	6.00	6.00	6.00	0	0	0	4.00	3.00	3.00	0	0	0	
CNF00350_1	122036	122050	15	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	4.00	2.00	0	0	0	
CNF00350_2	122063	122063	1	utr5E	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNF00350_3	123348	123348	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNF00350_4	124353	124353	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
