	merge_cluster																															
CNAG_01055_2	1328627	1328636	10	utr3E	6.00	6.00	6.00	6.00	9.00	13.00	21.00	7.00	18.00	13.00	12.00	9.00	13.00	16.00	14.00	12.00	17.00	21.00	8.00	16.00	9.00	13.00	8.00	17.00	21.00	23.00	22.00	
CNAG_01055_3	1328695	1328696	2	utr3E	12.00	11.00	9.00	58.00	78.00	44.00	13.00	6.00	5.00	8.00	4.00	9.00	2.00	5.00	3.00	6.00	3.00	12.00	4.00	6.00	4.00	5.00	3.00	10.00	12.00	13.00	8.00	
CNAG_01056_1	1321727	1321727	1	utr3E	3.00	1.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	
CNAG_01057_1	1320340	1320350	11	utr3I	275.00	230.00	179.00	283.00	398.00	315.00	129.00	28.00	101.00	75.00	79.00	113.00	47.00	56.00	26.00	58.00	49.00	126.00	51.00	59.00	42.00	19.00	14.00	25.00	118.00	239.00	129.00	
CNAG_01057_2	1320412	1320419	8	utr3E	34.00	32.00	19.00	47.00	91.00	77.00	68.00	10.00	32.00	5.00	14.00	40.00	0	0	0	0	0	0	0	0	0	0	0	0	13.00	26.00	1.00	
CNAG_01057_3	1320419	1320419	1	utr3E	0	0	0	0	0	0	68.00	10.00	32.00	5.00	14.00	40.00	0	0	0	0	0	0	0	0	0	0	0	0	13.00	26.00	1.00	
CNAG_01059_1	1314538	1314541	4	utr5E	4.00	5.00	1.00	14.00	27.00	14.00	7.00	1.00	6.00	3.00	2.00	1.00	0	0	0	5.00	3.00	3.00	3.00	3.00	1.00	0	0	0	0	0	0	
CNAG_01059_2	1316396	1316414	19	utr3E	57.00	92.00	79.00	43.00	70.00	38.00	14.00	6.00	14.00	10.00	9.00	9.00	19.00	19.00	10.00	16.00	8.00	24.00	17.00	32.00	20.00	8.00	13.00	11.00	39.00	53.00	30.00	
CNAG_01061_1	1310744	1310744	1	cdsE	0	0	0	4.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01061_2	1312513	1312578	66	utr3E	11.00	6.00	9.00	0	0	0	0	0	0	1.00	1.00	1.00	4.00	5.00	2.00	2.00	2.00	4.00	17.00	19.00	14.00	2.00	1.00	2.00	2.00	4.00	2.00	
CNAG_01062_1	1305128	1305128	1	cdsE	0	0	0	6.00	5.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNAG_01062_2	1308522	1308582	61	utr3E	8.00	21.00	13.00	36.00	62.00	36.00	8.00	2.00	4.00	3.00	2.00	4.00	1.00	6.00	2.00	5.00	10.00	12.00	7.00	8.00	3.00	2.00	1.00	1.00	2.00	1.00	1.00	
CNAG_01063_1	1298807	1298819	13	cdsE	26.00	25.00	24.00	48.00	60.00	41.00	12.00	5.00	8.00	9.00	14.00	16.00	9.00	13.00	4.00	5.00	6.00	16.00	6.00	12.00	6.00	0	0	0	9.00	12.00	7.00	
CNAG_01063_2	1303973	1304078	106	utr3E	41.00	30.00	37.00	34.00	77.00	31.00	57.00	6.00	22.00	20.00	34.00	38.00	16.00	26.00	14.00	23.00	20.00	42.00	6.00	12.00	13.00	0	0	0	21.00	40.00	22.00	
CNAG_01065_1	1296986	1297042	57	utr3E	53.00	67.00	75.00	0	0	0	283.00	74.00	160.00	133.00	124.00	169.00	101.00	165.00	67.00	116.00	96.00	256.00	111.00	123.00	87.00	1.00	3.00	7.00	103.00	117.00	82.00	
CNAG_01069_1	1287392	1287397	6	utr3E	10.00	16.00	12.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00	10.00	8.00	
CNAG_01072_1	1278948	1278985	38	utr3E	1.00	3.00	3.00	15.00	24.00	7.00	0	0	0	3.00	4.00	6.00	0	0	0	0	0	0	4.00	1.00	1.00	0	0	0	0	0	0	
CNAG_01074_1	1270386	1270391	6	utr5E	2.00	2.00	4.00	12.00	18.00	13.00	0	0	0	2.00	2.00	2.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_01074_2	1272826	1272827	2	utr3E	2.00	2.00	1.00	7.00	11.00	5.00	0	0	0	0	0	0	3.00	2.00	3.00	0	0	0	0	0	0	2.00	2.00	1.00	0	0	0	
CNAG_01075_1	1269549	1269549	1	utr3E	0	0	0	2.00	5.00	1.00	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_01079_1	1260680	1260680	1	utr3E	1.00	2.00	2.00	2.00	2.00	2.00	0	0	0	0	0	0	1.00	2.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01083_1	1249984	1250024	41	utr3E	432.00	379.00	328.00	592.00	865.00	605.00	325.00	72.00	212.00	171.00	211.00	239.00	73.00	83.00	36.00	129.00	83.00	296.00	98.00	99.00	69.00	99.00	53.00	86.00	148.00	263.00	206.00	
CNAG_01084_1	1247288	1247288	1	utr3I	0	0	0	2.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNAG_01084_2	1247350	1247359	10	utr3E	5.00	10.00	5.00	10.00	25.00	16.00	9.00	3.00	3.00	0	0	0	1.00	1.00	1.00	4.00	2.00	3.00	0	0	0	0	0	0	3.00	3.00	3.00	
CNAG_01084_3	1247601	1247601	1	utr3E	2.00	4.00	1.00	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	1.00	4.00	2.00	
CNAG_01085_1	1245772	1245777	6	utr3E	44.00	50.00	36.00	61.00	68.00	68.00	22.00	8.00	17.00	11.00	16.00	14.00	19.00	17.00	8.00	13.00	12.00	24.00	10.00	15.00	8.00	0	0	0	13.00	12.00	10.00	
CNAG_01087_1	1240827	1240830	4	cdsE	5.00	2.00	4.00	10.00	17.00	11.00	11.00	4.00	4.00	3.00	6.00	20.00	8.00	12.00	5.00	5.00	5.00	15.00	11.00	8.00	11.00	5.00	6.00	8.00	17.00	7.00	8.00	
CNAG_01087_2	1242370	1242375	6	utr3E	17.00	18.00	23.00	36.00	41.00	24.00	26.00	12.00	15.00	52.00	42.00	90.00	51.00	70.00	38.00	28.00	24.00	93.00	51.00	42.00	40.00	71.00	42.00	38.00	59.00	80.00	34.00	
CNAG_01088_1	1239540	1239552	13	utr3E	35.00	43.00	37.00	61.00	73.00	53.00	52.00	9.00	18.00	17.00	7.00	16.00	12.00	18.00	9.00	7.00	19.00	24.00	15.00	20.00	11.00	0	0	0	34.00	50.00	31.00	
CNAG_01088_2	1239639	1239644	6	utr3E	4.00	6.00	4.00	4.00	10.00	11.00	3.00	4.00	4.00	3.00	3.00	5.00	0	0	0	4.00	1.00	4.00	1.00	3.00	2.00	0	0	0	15.00	16.00	7.00	
CNAG_01090_1	1234940	1234944	5	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	2.00	3.00	2.00	0	0	0	0	0	0	2.00	3.00	2.00	8.00	7.00	15.00	
CNAG_01090_2	1235255	1235256	2	cdsE	138.00	158.00	141.00	18.00	37.00	20.00	14.00	1.00	5.00	4.00	1.00	3.00	33.00	49.00	24.00	5.00	5.00	9.00	47.00	53.00	44.00	19.00	20.00	22.00	20.00	22.00	20.00	
CNAG_01090_3	1235256	1235256	1	cdsE	0	0	0	0	0	0	0	0	0	4.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01090_4	1235761	1235776	16	cdsE	109.00	126.00	146.00	20.00	16.00	10.00	23.00	6.00	12.00	0	0	0	18.00	25.00	7.00	6.00	2.00	3.00	35.00	39.00	35.00	43.00	39.00	32.00	41.00	56.00	38.00	
CNAG_01090_5	1236037	1236043	7	utr3E	53.00	38.00	48.00	2.00	4.00	3.00	1.00	2.00	3.00	0	0	0	9.00	10.00	5.00	0	0	0	7.00	15.00	7.00	3.00	5.00	5.00	4.00	7.00	6.00	
CNAG_01091_1	1234199	1234212	14	utr3E	190.00	170.00	155.00	454.00	663.00	410.00	179.00	46.00	116.00	75.00	93.00	140.00	35.00	57.00	31.00	95.00	63.00	199.00	54.00	42.00	42.00	9.00	6.00	6.00	54.00	113.00	49.00	
CNAG_01093_1	1228185	1228256	72	utr5E	219.00	253.00	257.00	206.00	365.00	288.00	233.00	76.00	142.00	44.00	80.00	101.00	192.00	322.00	184.00	80.00	60.00	183.00	77.00	90.00	64.00	86.00	77.00	81.00	42.00	41.00	52.00	
CNAG_01093_2	1229348	1229348	1	utr3E	8.00	9.00	3.00	13.00	15.00	18.00	5.00	3.00	5.00	6.00	4.00	2.00	0	0	0	6.00	6.00	11.00	3.00	9.00	2.00	0	0	0	7.00	13.00	5.00	
CNAG_01094_1	1226518	1226521	4	cdsI	7.00	6.00	6.00	6.00	8.00	7.00	4.00	1.00	2.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01094_2	1226593	1226593	1	cdsE	6.00	9.00	15.00	13.00	42.00	26.00	34.00	9.00	24.00	11.00	14.00	16.00	5.00	14.00	4.00	5.00	4.00	15.00	11.00	11.00	6.00	25.00	14.00	22.00	25.00	27.00	19.00	
CNAG_01094_3	1227941	1227974	34	utr3E	35.00	38.00	45.00	71.00	128.00	89.00	75.00	22.00	37.00	27.00	22.00	33.00	16.00	23.00	9.00	28.00	17.00	49.00	27.00	19.00	22.00	51.00	40.00	57.00	33.00	37.00	36.00	
CNAG_01095_1	1226126	1226135	10	utr3E	62.00	74.00	72.00	79.00	119.00	72.00	20.00	9.00	25.00	14.00	13.00	24.00	10.00	12.00	11.00	14.00	9.00	17.00	14.00	32.00	17.00	10.00	3.00	9.00	23.00	30.00	18.00	
CNAG_01097_1	1223126	1223141	16	utr3E	7.00	10.00	5.00	36.00	37.00	30.00	0	0	0	4.00	4.00	9.00	0	0	0	7.00	4.00	5.00	7.00	6.00	3.00	6.00	9.00	11.00	0	0	0	
CNAG_01097_2	1223375	1223375	1	utr3E	3.00	4.00	7.00	3.00	4.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	2.00	6.00	2.00	
CNAG_01098_1	1218877	1218877	1	cdsE	0	0	0	2.00	12.00	9.00	4.00	2.00	5.00	4.00	3.00	2.00	3.00	2.00	1.00	3.00	2.00	8.00	2.00	2.00	2.00	9.00	2.00	6.00	0	0	0	
CNAG_01098_2	1221279	1221284	6	utr3E	20.00	15.00	21.00	36.00	51.00	42.00	57.00	13.00	44.00	16.00	10.00	20.00	20.00	21.00	8.00	18.00	12.00	40.00	10.00	16.00	9.00	25.00	24.00	42.00	29.00	48.00	22.00	
CNAG_01099_1	1217598	1217612	15	cdsE	15.00	19.00	25.00	24.00	31.00	30.00	13.00	3.00	6.00	8.00	7.00	7.00	6.00	8.00	3.00	1.00	1.00	1.00	4.00	4.00	5.00	5.00	2.00	4.00	4.00	17.00	7.00	
CNAG_01099_2	1218602	1218610	9	utr3E	54.00	72.00	49.00	116.00	168.00	94.00	308.00	65.00	187.00	97.00	104.00	167.00	58.00	104.00	36.00	86.00	90.00	236.00	67.00	82.00	67.00	46.00	24.00	70.00	91.00	152.00	98.00	
CNAG_01103_1	1204344	1204345	2	utr3E	2.00	2.00	3.00	21.00	40.00	29.00	11.00	3.00	7.00	13.00	10.00	10.00	4.00	2.00	1.00	9.00	3.00	22.00	2.00	4.00	4.00	0	0	0	10.00	12.00	3.00	
CNAG_01105_1	1200232	1200232	1	cdsE	0	0	0	4.00	2.00	8.00	3.00	1.00	1.00	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	1.00	1.00	2.00	
CNAG_01105_2	1201436	1201459	24	utr3E	0	0	0	12.00	15.00	11.00	1.00	2.00	1.00	1.00	6.00	1.00	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01105_3	1201459	1201459	1	utr3E	0	0	0	0	0	0	1.00	2.00	1.00	1.00	6.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01106_1	1197123	1197154	32	utr3E	305.00	319.00	245.00	309.00	426.00	313.00	106.00	24.00	68.00	53.00	55.00	84.00	30.00	27.00	14.00	44.00	33.00	110.00	54.00	54.00	30.00	24.00	12.00	18.00	77.00	115.00	67.00	
CNAG_01108_1	1190751	1190783	33	utr3E	26.00	30.00	26.00	41.00	40.00	32.00	9.00	3.00	8.00	10.00	8.00	13.00	9.00	17.00	8.00	12.00	9.00	36.00	19.00	22.00	11.00	12.00	15.00	27.00	4.00	5.00	1.00	
CNAG_01110_1	1185310	1185330	21	utr3E	16.00	26.00	13.00	61.00	84.00	73.00	27.00	2.00	12.00	10.00	13.00	11.00	8.00	5.00	4.00	6.00	12.00	34.00	7.00	12.00	3.00	3.00	1.00	3.00	9.00	11.00	7.00	
CNAG_01112_1	1181542	1181542	1	utr5E	0	0	0	4.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	1.00	2.00	2.00	
CNAG_01112_2	1183118	1183141	24	utr3E	83.00	82.00	51.00	0	0	0	32.00	6.00	19.00	19.00	29.00	45.00	19.00	23.00	8.00	12.00	13.00	26.00	20.00	25.00	26.00	10.00	10.00	11.00	36.00	71.00	21.00	
CNAG_01114_1	1180387	1180423	37	utr3E	271.00	319.00	320.00	401.00	608.00	392.00	288.00	76.00	157.00	126.00	160.00	243.00	88.00	77.00	32.00	114.00	107.00	316.00	97.00	111.00	108.00	9.00	6.00	10.00	156.00	277.00	116.00	
CNAG_01116_1	1167285	1167285	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00	2.00	3.00	0	0	0	
CNAG_01116_2	1167830	1167833	4	utr5E	2.00	5.00	1.00	1.00	4.00	2.00	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	0	0	0	11.00	3.00	6.00	0	0	0	
CNAG_01116_3	1168095	1168095	1	cdsI	0	0	0	2.00	2.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	7.00	5.00	4.00	3.00	10.00	2.00	
CNAG_01116_4	1168433	1168444	12	cdsI	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00	5.00	4.00	6.00	3.00	1.00	
CNAG_01116_5	1169219	1169219	1	utr3E	6.00	10.00	7.00	11.00	25.00	17.00	0	0	0	2.00	3.00	2.00	1.00	1.00	2.00	2.00	2.00	5.00	3.00	3.00	1.00	12.00	6.00	6.00	14.00	15.00	8.00	
CNAG_01122_1	1148969	1148969	1	cdsE	0	0	0	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	
CNAG_01122_2	1149694	1149694	1	utr3E	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01123_1	1148272	1148273	2	utr3E	3.00	2.00	3.00	21.00	36.00	17.00	13.00	5.00	13.00	9.00	5.00	11.00	0	0	0	8.00	1.00	12.00	2.00	3.00	3.00	1.00	1.00	1.00	7.00	13.00	4.00	
CNAG_01125_1	1140262	1140267	6	utr5E	0	0	0	7.00	16.00	10.00	0	0	0	3.00	3.00	7.00	0	0	0	0	0	0	0	0	0	10.00	13.00	8.00	6.00	14.00	5.00	
CNAG_01125_2	1143345	1143346	2	cdsE	4.00	2.00	4.00	8.00	8.00	4.00	4.00	2.00	3.00	0	0	0	1.00	1.00	1.00	0	0	0	1.00	1.00	3.00	4.00	3.00	6.00	2.00	6.00	3.00	
CNAG_01125_3	1144665	1144675	11	utr3E	2.00	1.00	3.00	35.00	56.00	35.00	23.00	8.00	18.00	10.00	20.00	25.00	16.00	23.00	9.00	15.00	17.00	60.00	17.00	13.00	12.00	26.00	24.00	30.00	23.00	16.00	9.00	
CNAG_01125_4	1144675	1144675	1	utr3E	0	0	0	35.00	56.00	35.00	23.00	8.00	18.00	10.00	20.00	25.00	16.00	23.00	9.00	15.00	17.00	60.00	17.00	13.00	12.00	0	0	0	23.00	16.00	9.00	
CNAG_01125_5	1144872	1144874	3	utr3E	12.00	19.00	24.00	105.00	109.00	84.00	18.00	6.00	6.00	8.00	11.00	13.00	5.00	8.00	5.00	7.00	10.00	17.00	8.00	11.00	8.00	14.00	9.00	11.00	8.00	3.00	4.00	
CNAG_01132_1	1118148	1118148	1	cdsE	1.00	2.00	1.00	4.00	8.00	4.00	5.00	1.00	2.00	0	0	0	0	0	0	0	0	0	2.00	3.00	2.00	0	0	0	4.00	1.00	4.00	
CNAG_01132_2	1118233	1118236	4	cdsE	17.00	21.00	7.00	21.00	30.00	15.00	0	0	0	0	0	0	0	0	0	5.00	3.00	6.00	5.00	3.00	1.00	8.00	8.00	12.00	2.00	6.00	4.00	
CNAG_01132_3	1119216	1119247	32	utr3E	0	0	0	6.00	5.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	2.00	3.00	4.00	0	0	0	
CNAG_01133_1	1117406	1117459	54	utr3E	0	0	0	9.00	9.00	9.00	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	
CNAG_01133_2	1117459	1117459	1	utr3E	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	
CNAG_01136_1	1109488	1109544	57	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.00	44.00	19.00	26.00	21.00	23.00	32.00	74.00	44.00	
CNAG_01137_1	1108096	1108189	94	utr3E	5142.00	5834.00	5601.00	9488.00	14812.00	8494.00	5337.00	1031.00	2818.00	2509.00	2579.00	3585.00	2217.00	2860.00	1347.00	2226.00	1736.00	4897.00	1692.00	2331.00	1631.00	3779.00	2664.00	5418.00	2321.00	3753.00	1874.00	
CNAG_01138_1	1103652	1103670	19	utr3E	54.00	53.00	50.00	223.00	365.00	222.00	161.00	49.00	124.00	109.00	110.00	139.00	39.00	58.00	31.00	78.00	70.00	203.00	49.00	38.00	49.00	10.00	6.00	9.00	70.00	176.00	97.00	
CNAG_01139_1	1100553	1100553	1	utr3I	0	0	0	1.00	5.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01140_1	1098080	1098080	1	cdsE	2.00	1.00	1.00	7.00	8.00	6.00	7.00	1.00	7.00	1.00	5.00	3.00	2.00	1.00	3.00	3.00	3.00	5.00	3.00	2.00	2.00	3.00	1.00	2.00	0	0	0	
CNAG_01140_2	1098553	1098560	8	utr3E	1.00	4.00	1.00	61.00	90.00	78.00	142.00	52.00	89.00	30.00	33.00	54.00	7.00	26.00	7.00	43.00	42.00	125.00	15.00	16.00	11.00	37.00	35.00	48.00	27.00	38.00	17.00	
CNAG_01143_1	1090183	1090183	1	utr3E	2.00	2.00	2.00	8.00	3.00	18.00	0	0	0	2.00	2.00	6.00	0	0	0	3.00	4.00	3.00	0	0	0	0	0	0	5.00	5.00	1.00	
CNAG_01145_1	1084980	1085030	51	cdsE	3.00	3.00	3.00	2.00	5.00	9.00	2.00	1.00	1.00	1.00	1.00	2.00	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_01145_2	1086053	1086057	5	utr3E	0	0	0	18.00	28.00	5.00	24.00	2.00	12.00	15.00	16.00	10.00	2.00	8.00	2.00	12.00	13.00	22.00	4.00	5.00	5.00	0	0	0	4.00	7.00	3.00	
CNAG_01147_1	1080253	1080275	23	utr3E	79.00	71.00	75.00	280.00	439.00	244.00	78.00	26.00	46.00	70.00	82.00	117.00	21.00	43.00	18.00	55.00	45.00	115.00	25.00	33.00	33.00	38.00	35.00	41.00	64.00	83.00	66.00	
CNAG_01150_1	1070907	1071020	114	utr3E	0	0	0	1716.00	2534.00	1487.00	1536.00	411.00	1053.00	781.00	911.00	1226.00	1894.00	2979.00	1175.00	592.00	577.00	1576.00	2853.00	3529.00	2701.00	4811.00	4332.00	5442.00	1612.00	2353.00	1232.00	
CNAG_01152_1	1067127	1067170	44	utr3E	4864.00	5295.00	5056.00	36498.00	54309.00	37112.00	18592.00	4285.00	10431.00	4954.00	6718.00	9567.00	944.00	1370.00	528.00	6411.00	4484.00	13211.00	1240.00	1710.00	1232.00	790.00	551.00	1135.00	3808.00	5166.00	3234.00	
CNAG_01155_1	1060305	1060308	4	cdsE	19.00	28.00	17.00	54.00	58.00	28.00	17.00	5.00	12.00	3.00	10.00	8.00	1.00	3.00	1.00	5.00	7.00	17.00	2.00	3.00	2.00	7.00	2.00	1.00	5.00	5.00	6.00	
CNAG_01155_2	1060391	1060408	18	utr3E	9.00	4.00	10.00	37.00	44.00	26.00	10.00	2.00	3.00	0	0	0	0	0	0	1.00	2.00	4.00	1.00	4.00	2.00	5.00	8.00	4.00	0	0	0	
CNAG_01155_3	1060490	1060491	2	utr3E	46.00	39.00	33.00	194.00	270.00	123.00	90.00	20.00	52.00	43.00	68.00	73.00	12.00	19.00	10.00	45.00	44.00	100.00	19.00	35.00	29.00	39.00	24.00	42.00	28.00	43.00	35.00	
CNAG_01158_1	1051457	1051486	30	utr3E	183.00	187.00	216.00	0	0	0	243.00	66.00	145.00	106.00	188.00	211.00	59.00	85.00	37.00	128.00	106.00	259.00	62.00	81.00	54.00	125.00	83.00	119.00	79.00	144.00	63.00	
CNAG_01161_1	1042965	1042987	23	utr3E	25.00	35.00	26.00	0	0	0	26.00	6.00	21.00	12.00	21.00	15.00	8.00	8.00	3.00	9.00	5.00	14.00	6.00	14.00	5.00	4.00	3.00	7.00	5.00	12.00	8.00	
CNAG_01163_1	1034763	1034766	4	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00	5.00	10.00	0	0	0	
CNAG_01163_2	1037074	1037090	17	utr3E	0	0	0	7.00	7.00	7.00	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	5.00	4.00	7.00	2.00	2.00	4.00	
CNAG_01163_3	1037144	1037151	8	utr3E	20.00	15.00	16.00	26.00	41.00	34.00	22.00	11.00	20.00	8.00	10.00	10.00	6.00	4.00	2.00	13.00	9.00	20.00	7.00	14.00	6.00	56.00	44.00	82.00	12.00	26.00	21.00	
CNAG_01165_1	1029814	1029854	41	utr3E	6.00	8.00	7.00	31.00	41.00	22.00	13.00	2.00	4.00	0	0	0	0	0	0	11.00	5.00	12.00	0	0	0	0	0	0	0	0	0	
CNAG_01165_2	1030020	1030020	1	utr3E	1.00	2.00	1.00	2.00	7.00	6.00	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	1.00	5.00	1.00	
CNAG_01167_1	1023349	1023364	16	cdsE	3.00	2.00	4.00	15.00	22.00	17.00	51.00	15.00	45.00	32.00	20.00	25.00	19.00	23.00	14.00	13.00	14.00	63.00	13.00	10.00	9.00	1.00	1.00	3.00	37.00	67.00	46.00	
CNAG_01167_2	1026169	1026179	11	utr3E	49.00	42.00	40.00	116.00	179.00	110.00	60.00	7.00	33.00	17.00	20.00	43.00	8.00	14.00	11.00	22.00	12.00	31.00	12.00	16.00	11.00	8.00	6.00	10.00	16.00	38.00	37.00	
CNAG_01169_1	1019493	1019506	14	utr3E	9.00	6.00	10.00	28.00	31.00	20.00	2.00	2.00	3.00	21.00	20.00	35.00	5.00	3.00	3.00	11.00	15.00	44.00	12.00	9.00	8.00	30.00	27.00	15.00	28.00	47.00	21.00	
CNAG_01171_1	1015881	1015881	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01171_2	1015883	1015883	1	cdsE	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	0	0	0	
CNAG_01171_3	1016119	1016182	64	utr3E	5.00	7.00	8.00	9.00	11.00	13.00	16.00	6.00	8.00	0	0	0	1.00	4.00	1.00	5.00	2.00	14.00	5.00	3.00	4.00	17.00	14.00	14.00	11.00	20.00	14.00	
CNAG_01173_1	1012776	1012784	9	utr3E	57.00	70.00	93.00	154.00	258.00	95.00	113.00	35.00	66.00	68.00	60.00	76.00	45.00	55.00	16.00	45.00	44.00	101.00	53.00	72.00	46.00	21.00	16.00	26.00	57.00	87.00	45.00	
CNAG_01174_1	1005041	1005045	5	cdsE	7.00	11.00	4.00	0	0	0	5.00	2.00	2.00	0	0	0	1.00	4.00	2.00	4.00	1.00	1.00	0	0	0	11.00	9.00	10.00	7.00	6.00	7.00	
CNAG_01174_2	1008154	1008196	43	utr3E	58.00	96.00	101.00	113.00	125.00	69.00	48.00	23.00	24.00	23.00	31.00	51.00	48.00	71.00	27.00	48.00	36.00	79.00	55.00	72.00	61.00	196.00	167.00	151.00	29.00	35.00	28.00	
CNAG_01174_3	1008334	1008343	10	utr3E	36.00	36.00	24.00	40.00	48.00	34.00	24.00	9.00	17.00	12.00	20.00	22.00	8.00	6.00	5.00	10.00	17.00	33.00	3.00	3.00	2.00	57.00	34.00	56.00	11.00	16.00	12.00	
CNAG_01179_1	993606	993618	13	utr3E	43.00	32.00	37.00	0	0	0	192.00	61.00	112.00	41.00	43.00	63.00	23.00	22.00	4.00	67.00	39.00	122.00	23.00	29.00	19.00	15.00	10.00	26.00	52.00	53.00	52.00	
CNAG_01181_1	989527	989599	73	utr3E	2332.00	2897.00	2587.00	16209.00	24297.00	15617.00	5693.00	1512.00	3683.00	2143.00	2748.00	3704.00	426.00	605.00	267.00	2196.00	1703.00	4576.00	531.00	686.00	520.00	728.00	469.00	978.00	1405.00	2160.00	1141.00	
CNAG_01183_1	984374	984374	1	cdsE	0	0	0	6.00	3.00	11.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01183_2	984385	984385	1	cdsE	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01183_3	985293	985331	39	utr3E	12.00	9.00	9.00	43.00	61.00	37.00	11.00	6.00	6.00	7.00	8.00	5.00	0	0	0	4.00	2.00	5.00	0	0	0	2.00	2.00	2.00	8.00	16.00	8.00	
CNAG_01185_1	979909	979926	18	utr3E	77.00	107.00	108.00	296.00	477.00	290.00	1695.00	392.00	1074.00	903.00	820.00	1290.00	444.00	518.00	257.00	669.00	538.00	1318.00	338.00	395.00	351.00	898.00	888.00	1037.00	374.00	547.00	376.00	
CNAG_01186_1	977220	977221	2	cdsE	3.00	5.00	5.00	7.00	11.00	9.00	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	5.00	4.00	4.00	1.00	2.00	2.00	
CNAG_01186_2	978258	978293	36	utr3E	32.00	30.00	41.00	48.00	64.00	28.00	30.00	7.00	19.00	16.00	20.00	25.00	18.00	17.00	9.00	17.00	16.00	24.00	9.00	34.00	15.00	12.00	14.00	21.00	21.00	25.00	21.00	
CNAG_01186_3	978392	978396	5	utr3E	15.00	16.00	15.00	11.00	20.00	10.00	0	0	0	2.00	2.00	2.00	0	0	0	3.00	4.00	5.00	2.00	3.00	3.00	2.00	1.00	2.00	3.00	6.00	3.00	
CNAG_01189_1	972179	972180	2	utr3E	1.00	5.00	2.00	13.00	14.00	10.00	23.00	3.00	11.00	11.00	8.00	14.00	0	0	0	10.00	11.00	19.00	4.00	10.00	5.00	1.00	1.00	1.00	9.00	6.00	6.00	
