	merge_cluster																
CNAG_01365_2	491018	491118	101	utr5E	136.00	153.00	125.00	39.00	22.00	40.00	42.00	33.00	29.00	21.00	19.00	13.00	
CNAG_01367_1	487632	487705	74	utr5E	49.00	36.00	39.00	38.00	29.00	49.00	32.00	28.00	17.00	33.00	16.00	25.00	
CNAG_01369_1	478553	478647	95	utr3I	58.00	52.00	50.00	6.00	5.00	7.00	8.00	24.00	16.00	11.00	11.00	9.00	
CNAG_01369_2	480172	480273	102	utr5E	20.00	14.00	21.00	8.00	6.00	8.00	14.00	9.00	14.00	22.00	9.00	14.00	
CNAG_01370_1	475850	475937	88	utr3E	0	0	0	6.00	7.00	5.00	13.00	13.00	17.00	34.00	20.00	22.00	
CNAG_01370_2	476244	476264	21	cdsE	0	0	0	0	0	0	6.00	5.00	5.00	9.00	4.00	7.00	
CNAG_01370_3	477973	477999	27	utr5E	6.00	5.00	6.00	6.00	2.00	3.00	0	0	0	0	0	0	
CNAG_01371_1	474485	474574	90	cdsE	0	0	0	1.00	2.00	1.00	0	0	0	10.00	8.00	7.00	
CNAG_01371_2	475250	475308	59	utr5E	34.00	39.00	22.00	26.00	26.00	13.00	20.00	14.00	16.00	38.00	44.00	55.00	
CNAG_01373_1	469291	469359	69	cdsE	68.00	132.00	85.00	33.00	14.00	26.00	43.00	45.00	44.00	1.00	1.00	1.00	
CNAG_01373_2	469888	469977	90	utr5E	636.00	563.00	429.00	384.00	316.00	298.00	445.00	334.00	311.00	217.00	99.00	152.00	
CNAG_01375_1	462855	462918	64	utr5E	137.00	132.00	85.00	98.00	82.00	85.00	123.00	92.00	101.00	45.00	36.00	26.00	
CNAG_01379_1	448024	448236	213	utr5E	1066.00	1496.00	1862.00	912.00	1176.00	777.00	1842.00	1612.00	1091.00	2933.00	1347.00	1891.00	
CNAG_01381_1	444887	444922	36	cdsE	0	0	0	1.00	2.00	2.00	0	0	0	10.00	4.00	10.00	
CNAG_01381_2	445387	445485	99	cdsE	220.00	169.00	173.00	136.00	109.00	94.00	170.00	167.00	133.00	86.00	56.00	64.00	
CNAG_01386_1	431891	431981	91	utr5E	21.00	21.00	20.00	46.00	59.00	44.00	29.00	21.00	18.00	14.00	8.00	8.00	
CNAG_01389_1	424784	424921	138	cdsE	41.00	50.00	37.00	23.00	22.00	22.00	35.00	19.00	28.00	13.00	8.00	24.00	
CNAG_01389_2	426704	426715	12	utr5E	37.00	16.00	13.00	5.00	1.00	2.00	4.00	4.00	3.00	0	0	0	
CNAG_01391_1	422885	422940	56	utr5E	145.00	161.00	125.00	97.00	81.00	90.00	47.00	53.00	51.00	64.00	54.00	57.00	
CNAG_01395_1	412861	412905	45	cdsE	37.00	57.00	44.00	25.00	21.00	28.00	9.00	12.00	16.00	6.00	4.00	2.00	
CNAG_01395_2	414138	414254	117	utr5E	309.00	394.00	300.00	161.00	138.00	154.00	214.00	176.00	175.00	96.00	47.00	74.00	
CNAG_01398_1	406782	406870	89	cdsE	23.00	19.00	30.00	15.00	8.00	16.00	17.00	11.00	16.00	3.00	2.00	5.00	
CNAG_01398_2	409470	409492	23	utr5E	143.00	114.00	114.00	71.00	92.00	92.00	87.00	97.00	78.00	184.00	118.00	136.00	
CNAG_01400_1	403631	403752	122	utr5E	415.00	499.00	411.00	398.00	336.00	394.00	181.00	161.00	172.00	123.00	75.00	70.00	
CNAG_01402_1	400012	400061	50	utr5E	132.00	181.00	157.00	186.00	177.00	157.00	99.00	88.00	94.00	66.00	50.00	65.00	
CNAG_01403_1	397274	397430	157	utr5E	370.00	417.00	317.00	246.00	222.00	200.00	235.00	180.00	126.00	173.00	109.00	135.00	
CNAG_01414_1	371524	371825	302	utr5E	4619.00	5060.00	3918.00	3741.00	2944.00	2547.00	2487.00	2389.00	2305.00	1378.00	650.00	1093.00	
CNAG_01416_1	365517	365582	66	utr5E	94.00	112.00	110.00	102.00	82.00	115.00	84.00	80.00	68.00	59.00	31.00	58.00	
CNAG_01418_1	361055	361198	144	utr3E	4.00	3.00	6.00	23.00	13.00	17.00	10.00	10.00	8.00	74.00	35.00	38.00	
CNAG_01418_2	362047	362139	93	cdsE	0	0	0	0	0	0	0	0	0	39.00	26.00	30.00	
CNAG_01418_3	363388	363451	64	utr5E	517.00	722.00	556.00	406.00	427.00	278.00	256.00	236.00	241.00	204.00	81.00	113.00	
CNAG_01419_1	357451	357593	143	cdsE	0	0	0	4.00	5.00	5.00	21.00	20.00	17.00	39.00	29.00	30.00	
CNAG_01419_2	360142	360200	59	utr5E	323.00	310.00	189.00	185.00	168.00	129.00	113.00	99.00	107.00	102.00	56.00	65.00	
CNAG_01420_1	355249	355249	1	utr3E	0	0	0	0	0	0	0	0	0	3.00	1.00	3.00	
CNAG_01420_2	355329	355392	64	cdsE	0	0	0	0	0	0	0	0	0	7.00	3.00	4.00	
CNAG_01420_3	355444	355444	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	1.00	3.00	2.00	
CNAG_01420_4	356714	356762	49	utr5E	86.00	90.00	75.00	60.00	66.00	70.00	80.00	70.00	43.00	13.00	12.00	8.00	
CNAG_01423_1	343694	343717	24	cdsE	0	0	0	42.00	36.00	42.00	2.00	1.00	1.00	14.00	12.00	11.00	
CNAG_01423_2	344012	344013	2	cdsE	0	0	0	46.00	56.00	24.00	0	0	0	12.00	18.00	2.00	
CNAG_01423_3	344512	344560	49	utr5E	155.00	177.00	136.00	255.00	212.00	163.00	73.00	77.00	47.00	107.00	61.00	81.00	
CNAG_01425_1	336660	336737	78	utr5E	34.00	27.00	29.00	8.00	5.00	9.00	54.00	44.00	32.00	10.00	10.00	13.00	
CNAG_01426_1	333990	334110	121	cdsE	15.00	23.00	17.00	8.00	10.00	10.00	1.00	1.00	1.00	6.00	7.00	8.00	
CNAG_01426_2	334267	334271	5	cdsE	0	0	0	0	0	0	3.00	2.00	2.00	0	0	0	
CNAG_01426_3	335053	335135	83	utr5E	43.00	46.00	47.00	50.00	52.00	36.00	20.00	20.00	20.00	93.00	57.00	83.00	
CNAG_01429_1	331320	331360	41	utr5E	92.00	98.00	66.00	73.00	63.00	55.00	59.00	68.00	37.00	207.00	108.00	140.00	
CNAG_01430_1	327950	328004	55	cdsE	0	0	0	7.00	6.00	5.00	3.00	1.00	1.00	7.00	4.00	5.00	
CNAG_01430_2	329037	329037	1	cdsE	0	0	0	4.00	6.00	3.00	0	0	0	4.00	5.00	1.00	
CNAG_01430_3	329197	329252	56	utr5E	54.00	36.00	33.00	12.00	17.00	12.00	19.00	19.00	21.00	25.00	9.00	16.00	
CNAG_01432_1	323834	323849	16	cdsE	8.00	18.00	17.00	8.00	3.00	4.00	2.00	1.00	2.00	2.00	1.00	1.00	
CNAG_01432_2	324240	324264	25	cdsE	5.00	4.00	5.00	13.00	10.00	11.00	1.00	1.00	1.00	0	0	0	
CNAG_01432_3	325550	325609	60	utr5E	63.00	96.00	115.00	65.00	43.00	46.00	71.00	61.00	76.00	25.00	26.00	20.00	
CNAG_01436_1	314845	314939	95	utr5E	150.00	207.00	179.00	107.00	81.00	77.00	200.00	143.00	125.00	107.00	49.00	91.00	
CNAG_01438_1	309169	309190	22	cdsE	1.00	3.00	1.00	0	0	0	8.00	3.00	6.00	25.00	20.00	16.00	
CNAG_01438_2	311794	311865	72	utr5E	173.00	178.00	122.00	75.00	64.00	76.00	60.00	67.00	62.00	15.00	8.00	20.00	
CNAG_01440_1	304125	304136	12	utr3E	7.00	3.00	5.00	0	0	0	3.00	2.00	2.00	0	0	0	
CNAG_01440_2	304164	304164	1	utr3E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_01440_3	304937	304937	1	cdsE	2.00	5.00	3.00	0	0	0	4.00	1.00	2.00	0	0	0	
CNAG_01440_4	305410	305410	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_01440_5	306260	306260	1	utr5E	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	
CNAG_01440_6	306281	306281	1	utr5E	1.00	8.00	3.00	3.00	2.00	1.00	2.00	2.00	1.00	0	0	0	
CNAG_01442_1	298593	298686	94	cdsE	0	0	0	0	0	0	2.00	1.00	3.00	6.00	5.00	6.00	
CNAG_01442_2	298924	298924	1	cdsE	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01442_3	299096	299096	1	cdsE	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_01442_4	299140	299140	1	cdsE	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01442_5	299180	299180	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_01442_6	299409	299433	25	cdsE	0	0	0	6.00	3.00	4.00	0	0	0	0	0	0	
CNAG_01442_7	299565	299565	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_01442_8	299566	299566	1	cdsE	3.00	2.00	2.00	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_01442_9	299635	299635	1	cdsE	3.00	3.00	1.00	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_01442_10	299756	299756	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01442_11	299759	299759	1	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_01442_12	299772	299786	15	cdsE	0	0	0	6.00	13.00	8.00	0	0	0	1.00	4.00	2.00	
CNAG_01442_13	299989	299989	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_01443_1	298165	298192	28	utr5E	75.00	87.00	61.00	106.00	83.00	97.00	78.00	77.00	70.00	113.00	69.00	76.00	
CNAG_01445_1	292087	292200	114	cdsE	0	0	0	0	0	0	16.00	17.00	15.00	30.00	20.00	20.00	
CNAG_01445_2	292515	292525	11	cdsE	1.00	1.00	1.00	1.00	2.00	2.00	8.00	4.00	4.00	13.00	8.00	15.00	
CNAG_01445_3	295478	295536	59	utr5E	125.00	116.00	92.00	27.00	24.00	23.00	95.00	66.00	60.00	29.00	15.00	20.00	
CNAG_01446_1	290904	291139	236	utr5E	45741.00	70627.00	51850.00	75173.00	67466.00	60730.00	32351.00	36466.00	37151.00	120586.00	56793.00	81979.00	
CNAG_01448_1	286829	286829	1	utr3E	0	0	0	3.00	2.00	2.00	0	0	0	0	0	0	
CNAG_01448_2	286995	287053	59	cdsE	0	0	0	0	0	0	5.00	4.00	6.00	8.00	5.00	5.00	
CNAG_01448_3	287118	287149	32	cdsE	0	0	0	0	0	0	0	0	0	8.00	3.00	3.00	
CNAG_01448_4	287152	287153	2	cdsE	0	0	0	0	0	0	3.00	5.00	2.00	0	0	0	
CNAG_01448_5	289920	289935	16	utr5E	17.00	15.00	9.00	4.00	5.00	4.00	4.00	5.00	3.00	0	0	0	
CNAG_01451_1	281481	281524	44	utr5E	255.00	394.00	305.00	526.00	409.00	496.00	159.00	160.00	156.00	139.00	76.00	88.00	
CNAG_01454_1	275714	275805	92	utr5E	1.00	1.00	1.00	12.00	12.00	17.00	0	0	0	0	0	0	
CNAG_01454_2	276166	276283	118	utr5E	83.00	75.00	82.00	39.00	41.00	39.00	94.00	103.00	95.00	122.00	96.00	126.00	
CNAG_06804_1	216402	216402	1	cdsE	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_06804_2	216494	216494	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	4.00	1.00	
CNAG_06804_3	216535	216577	43	cdsE	0	0	0	2.00	2.00	3.00	0	0	0	0	0	0	
CNAG_06804_4	217714	217714	1	cdsE	0	0	0	1.00	1.00	5.00	0	0	0	0	0	0	
CNAG_06804_5	218984	218984	1	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_06804_6	219265	219272	8	utr5I	1.00	2.00	1.00	1.00	2.00	1.00	2.00	3.00	2.00	3.00	4.00	2.00	
CNAG_06804_7	219650	219650	1	utr5E	0	0	0	5.00	5.00	2.00	0	0	0	11.00	5.00	7.00	
CNAG_06807_1	211902	211978	77	utr5E	45.00	44.00	66.00	152.00	121.00	138.00	82.00	98.00	64.00	370.00	292.00	309.00	
CNAG_06808_1	209776	209776	1	utr5E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_06808_2	209825	209825	1	utr5E	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_06809_1	206272	206272	1	cdsE	1.00	16.00	10.00	6.00	6.00	5.00	2.00	4.00	7.00	4.00	7.00	2.00	
CNAG_06809_2	207364	207445	82	utr5E	10.00	13.00	9.00	5.00	7.00	5.00	21.00	18.00	21.00	14.00	7.00	17.00	
CNAG_06812_1	194871	195029	159	cdsE	0	0	0	5.00	6.00	5.00	4.00	5.00	7.00	23.00	20.00	20.00	
CNAG_06812_2	196002	196046	45	cdsE	0	0	0	9.00	16.00	10.00	0	0	0	0	0	0	
CNAG_06812_3	198365	198396	32	cdsE	7.00	8.00	8.00	1.00	1.00	2.00	9.00	10.00	6.00	4.00	1.00	2.00	
CNAG_06812_4	200639	200706	68	utr5E	33.00	26.00	25.00	15.00	10.00	16.00	22.00	17.00	11.00	37.00	33.00	31.00	
CNAG_06813_1	189755	189808	54	utr3E	10.00	6.00	19.00	10.00	5.00	8.00	16.00	17.00	16.00	5.00	3.00	4.00	
CNAG_06813_2	190158	190243	86	cdsE	27.00	25.00	25.00	0	0	0	14.00	11.00	5.00	19.00	17.00	16.00	
CNAG_06813_3	190527	190592	66	cdsE	12.00	10.00	13.00	0	0	0	25.00	14.00	16.00	13.00	7.00	12.00	
CNAG_06813_4	191612	191612	1	cdsE	1.00	1.00	2.00	1.00	1.00	4.00	3.00	1.00	3.00	0	0	0	
CNAG_06813_5	191804	191821	18	cdsE	25.00	27.00	17.00	6.00	4.00	3.00	6.00	8.00	6.00	0	0	0	
CNAG_06813_6	192146	192233	88	utr5E	26.00	23.00	26.00	2.00	2.00	3.00	33.00	25.00	23.00	6.00	4.00	7.00	
CNAG_06816_1	183367	183367	1	utr5E	0	0	0	0	0	0	1.00	2.00	2.00	0	0	0	
CNAG_06816_2	183479	183533	55	utr5E	6.00	10.00	12.00	0	0	0	0	0	0	2.00	3.00	5.00	
CNAG_06816_3	185070	185070	1	utr5E	0	0	0	0	0	0	0	0	0	3.00	1.00	3.00	
CNAG_06816_4	185151	185151	1	utr5E	0	0	0	0	0	0	1.00	6.00	6.00	2.00	1.00	1.00	
CNAG_06816_5	185158	185158	1	utr5E	0	0	0	6.00	2.00	1.00	0	0	0	0	0	0	
CNAG_06816_6	185429	185481	53	utr5E	0	0	0	7.00	4.00	5.00	11.00	8.00	7.00	8.00	12.00	3.00	
CNAG_06817_1	179543	179565	23	cdsE	3.00	5.00	1.00	14.00	11.00	11.00	1.00	1.00	3.00	0	0	0	
CNAG_06817_2	181176	181319	144	utr5E	5.00	5.00	3.00	33.00	29.00	34.00	915.00	830.00	760.00	153.00	93.00	123.00	
CNAG_06817_3	181510	181559	50	utr5E	2.00	5.00	3.00	0	0	0	2.00	5.00	4.00	1.00	1.00	1.00	
CNAG_06819_1	163532	163709	178	cdsE	17.00	16.00	6.00	46.00	33.00	39.00	43.00	36.00	33.00	146.00	67.00	78.00	
CNAG_06819_2	164466	164524	59	cdsE	2.00	3.00	3.00	16.00	18.00	15.00	3.00	2.00	5.00	0	0	0	
CNAG_06819_3	166620	166645	26	cdsE	19.00	38.00	23.00	2.00	4.00	2.00	9.00	14.00	11.00	17.00	11.00	9.00	
CNAG_06819_4	167508	167511	4	cdsE	0	0	0	21.00	18.00	13.00	0	0	0	3.00	2.00	1.00	
CNAG_06819_5	169526	169669	144	utr5E	78.00	68.00	50.00	56.00	39.00	22.00	55.00	36.00	44.00	29.00	21.00	20.00	
CNAG_06821_1	161138	161260	123	utr5E	84.00	89.00	70.00	27.00	12.00	14.00	28.00	27.00	21.00	31.00	30.00	47.00	
CNAG_06822_1	155855	155885	31	cdsE	0	0	0	0	0	0	10.00	15.00	8.00	2.00	3.00	1.00	
CNAG_06822_2	155961	155970	10	cdsE	7.00	3.00	3.00	2.00	2.00	5.00	2.00	3.00	1.00	10.00	11.00	13.00	
CNAG_06822_3	155970	155970	1	cdsE	7.00	3.00	3.00	0	0	0	2.00	3.00	1.00	0	0	0	
CNAG_06822_4	156072	156130	59	cdsE	16.00	5.00	13.00	1.00	2.00	1.00	29.00	19.00	13.00	9.00	3.00	9.00	
CNAG_06822_5	157992	157992	1	utr5E	0	0	0	6.00	1.00	4.00	0	0	0	0	0	0	
CNAG_06825_1	148568	148590	23	utr3E	3.00	3.00	2.00	0	0	0	2.00	2.00	1.00	5.00	2.00	4.00	
CNAG_06825_2	148689	148816	128	cdsE	2.00	1.00	2.00	4.00	6.00	4.00	3.00	3.00	6.00	8.00	8.00	8.00	
CNAG_06825_3	148817	148817	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_06825_4	148875	148877	3	cdsE	0	0	0	7.00	5.00	5.00	0	0	0	0	0	0	
CNAG_06825_5	150374	150392	19	utr5E	13.00	4.00	6.00	2.00	2.00	2.00	1.00	2.00	1.00	1.00	1.00	1.00	
CNAG_06829_1	137860	138147	288	cdsE	7.00	7.00	11.00	1.00	2.00	2.00	24.00	19.00	19.00	168.00	90.00	111.00	
CNAG_06829_2	139160	139210	51	utr5E	341.00	493.00	300.00	199.00	122.00	148.00	378.00	327.00	345.00	272.00	174.00	239.00	
CNAG_06830_1	134406	134501	96	cdsE	0	0	0	32.00	20.00	19.00	6.00	5.00	6.00	52.00	36.00	36.00	
CNAG_06830_2	136932	137036	105	utr5E	260.00	267.00	186.00	195.00	170.00	139.00	140.00	133.00	122.00	162.00	74.00	98.00	
CNAG_06834_1	125873	126030	158	utr5E	615.00	668.00	449.00	512.00	409.00	445.00	387.00	350.00	337.00	262.00	219.00	183.00	
CNAG_06836_1	115997	116047	51	cdsE	0	0	0	0	0	0	0	0	0	2.00	6.00	2.00	
CNAG_06836_2	116181	116181	1	cdsE	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNAG_06836_3	116979	116979	1	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	
CNAG_06836_4	117731	117731	1	utr5E	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	
CNAG_06836_5	117738	117738	1	utr5E	5.00	6.00	4.00	0	0	0	0	0	0	0	0	0	
CNAG_06836_6	118162	118162	1	utr5E	0	0	0	0	0	0	6.00	9.00	3.00	0	0	0	
CNAG_06839_1	108309	108428	120	cdsE	15.00	14.00	14.00	37.00	15.00	30.00	34.00	31.00	25.00	17.00	9.00	17.00	
CNAG_06839_2	108550	108582	33	cdsE	0	0	0	2.00	1.00	4.00	12.00	19.00	12.00	26.00	9.00	16.00	
CNAG_06839_3	109525	109652	128	utr5E	389.00	288.00	251.00	145.00	138.00	140.00	257.00	141.00	141.00	131.00	45.00	98.00	
CNAG_06840_1	106544	106725	182	utr5E	4501.00	6805.00	5064.00	5059.00	3997.00	5467.00	2165.00	2195.00	2146.00	1620.00	1066.00	1403.00	
CNAG_06846_1	84981	85205	225	cdsE	0	0	0	1.00	2.00	2.00	1.00	1.00	1.00	28.00	20.00	23.00	
CNAG_06846_2	85730	85802	73	utr5E	106.00	186.00	156.00	78.00	54.00	72.00	100.00	107.00	92.00	168.00	105.00	144.00	
CNAG_06847_1	81640	81799	160	utr5E	5388.00	8897.00	9590.00	6992.00	4528.00	5349.00	1759.00	1762.00	1896.00	1672.00	691.00	1112.00	
CNAG_06854_1	69304	69310	7	utr5E	0	0	0	0	0	0	0	0	0	14.00	10.00	8.00	
CNAG_06861_1	46343	46429	87	cdsE	0	0	0	7.00	5.00	5.00	4.00	3.00	4.00	68.00	25.00	42.00	
CNAG_06861_2	46891	47075	185	cdsE	0	0	0	5.00	6.00	8.00	11.00	10.00	9.00	7.00	9.00	9.00	
CNAG_06861_3	47189	47189	1	cdsE	0	0	0	1.00	2.00	2.00	0	0	0	0	0	0	
CNAG_06861_4	47255	47296	42	cdsE	3.00	4.00	3.00	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_06861_5	47855	47855	1	cdsE	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_06861_6	49054	49054	1	cdsE	1.00	3.00	1.00	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_06861_7	49786	49797	12	utr5E	7.00	10.00	5.00	4.00	3.00	1.00	15.00	10.00	9.00	0	0	0	
CNAG_06865_1	37540	37730	191	utr5E	591.00	573.00	583.00	289.00	311.00	280.00	598.00	474.00	316.00	635.00	439.00	509.00	
CNAG_06868_1	30823	31148	326	cdsE	0	0	0	43.00	36.00	39.00	4.00	4.00	6.00	116.00	101.00	103.00	
CNAG_06868_2	32005	32143	139	utr5E	132.00	132.00	74.00	162.00	127.00	135.00	84.00	98.00	103.00	155.00	173.00	174.00	
CNAG_06870_1	25808	25808	1	cdsE	0	0	0	0	0	0	2.00	3.00	1.00	0	0	0	
CNAG_06870_2	26259	26307	49	utr5E	0	0	0	0	0	0	6.00	14.00	8.00	1.00	1.00	1.00	
CNAG_06874_1	12540	12561	22	cdsE	0	0	0	4.00	7.00	5.00	0	0	0	0	0	0	
CNAG_06874_2	12829	12876	48	utr5E	23.00	25.00	14.00	14.00	13.00	13.00	29.00	27.00	33.00	9.00	10.00	8.00	
CNAG_06876_1	7393	7393	1	cdsE	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNAG_06876_2	8086	8086	1	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_06876_3	8665	8715	51	utr5E	8.00	8.00	6.00	9.00	5.00	6.00	6.00	7.00	6.00	0	0	0	
CNAG_06876_4	8810	8810	1	utr5E	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_06947_1	770082	770089	8	cdsE	0	0	0	0	0	0	0	0	0	11.00	11.00	12.00	
CNAG_06947_2	770555	770558	4	cdsE	0	0	0	3.00	2.00	3.00	0	0	0	0	0	0	
CNAG_06947_3	770655	770655	1	cdsE	0	0	0	1.00	3.00	2.00	0	0	0	0	0	0	
CNAG_06947_4	771054	771054	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_06947_5	771140	771140	1	cdsE	1.00	7.00	6.00	1.00	3.00	4.00	3.00	4.00	2.00	3.00	3.00	1.00	
CNAG_06947_6	772247	772309	63	utr5E	8.00	15.00	13.00	7.00	6.00	3.00	6.00	5.00	2.00	23.00	12.00	11.00	
CNAG_07004_1	247120	247197	78	cdsE	21.00	34.00	24.00	9.00	9.00	12.00	7.00	10.00	14.00	40.00	34.00	32.00	
CNAG_07004_2	247855	247942	88	utr5E	424.00	582.00	452.00	370.00	315.00	387.00	395.00	276.00	245.00	164.00	106.00	185.00	
CNAG_07015_1	255448	255604	157	utr5E	353.00	334.00	376.00	201.00	291.00	191.00	245.00	149.00	213.00	162.00	91.00	120.00	
CNAG_07400_1	77296	77598	303	utr5E	2333.00	3000.00	2677.00	2877.00	2894.00	2284.00	1178.00	1194.00	1238.00	2064.00	1159.00	1598.00	
CNAG_07405_1	172319	172638	320	cdsE	7.00	6.00	6.00	10.00	14.00	12.00	32.00	25.00	27.00	123.00	84.00	86.00	
CNAG_07405_2	174860	174899	40	cdsE	11.00	12.00	12.00	11.00	22.00	9.00	17.00	10.00	10.00	5.00	3.00	2.00	
CNAG_07405_3	174976	175049	74	utr5E	44.00	32.00	26.00	43.00	77.00	49.00	63.00	28.00	24.00	61.00	33.00	49.00	
CNAG_07406_1	222559	222687	129	utr5E	18.00	29.00	24.00	44.00	30.00	36.00	95.00	74.00	81.00	43.00	30.00	33.00	
CNAG_07408_1	231371	231409	39	cdsE	0	0	0	3.00	6.00	2.00	1.00	1.00	1.00	0	0	0	
CNAG_07408_2	233123	233155	33	utr5E	25.00	35.00	37.00	16.00	11.00	19.00	22.00	22.00	18.00	15.00	9.00	15.00	
CNAG_07409_1	242362	242362	1	cdsE	5.00	6.00	3.00	3.00	3.00	4.00	2.00	1.00	4.00	3.00	1.00	2.00	
CNAG_07409_2	242696	242726	31	utr5E	124.00	96.00	94.00	110.00	133.00	99.00	58.00	50.00	42.00	16.00	13.00	12.00	
CNAG_07410_1	251118	251122	5	utr5E	0	0	0	14.00	12.00	22.00	0	0	0	0	0	0	
CNAG_07410_2	251354	251459	106	utr5E	109.00	136.00	84.00	65.00	88.00	58.00	66.00	80.00	63.00	25.00	27.00	23.00	
CNAG_07412_1	276377	276382	6	cdsE	0	0	0	9.00	5.00	7.00	0	0	0	7.00	2.00	8.00	
CNAG_07412_2	276990	276990	1	cdsE	10.00	17.00	13.00	8.00	10.00	6.00	10.00	20.00	18.00	7.00	21.00	4.00	
CNAG_07412_3	279302	279302	1	cdsE	3.00	9.00	5.00	17.00	23.00	16.00	5.00	8.00	7.00	23.00	19.00	6.00	
CNAG_07412_4	279786	279853	68	cdsE	7.00	6.00	6.00	8.00	4.00	3.00	4.00	3.00	2.00	2.00	2.00	2.00	
CNAG_07415_1	317277	317278	2	cdsE	0	0	0	0	0	0	0	0	0	2.00	3.00	5.00	
CNAG_07415_2	320971	321016	46	utr5E	131.00	146.00	135.00	38.00	33.00	32.00	62.00	48.00	45.00	4.00	3.00	8.00	
CNAG_07418_1	383878	383945	68	utr5E	268.00	391.00	303.00	192.00	161.00	174.00	165.00	158.00	165.00	71.00	55.00	55.00	
CNAG_07420_1	419456	419527	72	utr5E	43.00	58.00	43.00	16.00	19.00	23.00	51.00	32.00	33.00	71.00	44.00	71.00	
CNAG_07421_1	442937	442983	47	utr5E	0	0	0	10.00	16.00	17.00	1.00	1.00	1.00	24.00	36.00	26.00	
CNAG_07423_1	522556	522846	291	cdsE	20.00	23.00	22.00	25.00	23.00	17.00	44.00	32.00	36.00	141.00	114.00	103.00	
CNAG_07423_2	523059	523125	67	utr5E	12.00	16.00	16.00	0	0	0	24.00	11.00	10.00	1.00	1.00	1.00	
CNAG_07426_1	618359	618442	84	utr5E	275.00	345.00	244.00	208.00	164.00	207.00	206.00	179.00	129.00	116.00	66.00	95.00	
CNAG_07428_1	708166	708318	153	utr5E	1120.00	1655.00	1691.00	1846.00	1586.00	1374.00	4016.00	4001.00	3694.00	2558.00	1375.00	1882.00	
CNAG_07429_1	740784	740912	129	cdsE	1.00	1.00	2.00	15.00	8.00	7.00	8.00	7.00	6.00	19.00	16.00	14.00	
CNAG_07429_2	741129	741199	71	cdsE	1.00	1.00	1.00	10.00	8.00	18.00	2.00	3.00	2.00	11.00	12.00	11.00	
CNAG_07429_3	741301	741301	1	cdsE	1.00	7.00	2.00	0	0	0	1.00	2.00	4.00	0	0	0	
CNAG_07429_4	742571	742651	81	utr5E	13.00	11.00	20.00	6.00	6.00	9.00	10.00	8.00	8.00	36.00	22.00	21.00	
CNAG_07429_5	743031	743112	82	utr5E	0	0	0	40.00	33.00	29.00	139.00	149.00	149.00	85.00	41.00	58.00	
CNAG_07430_1	764540	764584	45	cdsE	0	0	0	0	0	0	2.00	4.00	1.00	9.00	13.00	5.00	
CNAG_07430_2	765448	765508	61	cdsE	50.00	63.00	65.00	3.00	4.00	3.00	10.00	7.00	14.00	1.00	3.00	2.00	
CNAG_07430_3	765611	765651	41	cdsE	6.00	9.00	9.00	0	0	0	7.00	10.00	13.00	4.00	2.00	2.00	
CNAG_07430_4	766704	766801	98	cdsE	0	0	0	14.00	9.00	9.00	14.00	11.00	8.00	59.00	35.00	41.00	
CNAG_07430_5	767979	768053	75	cdsE	25.00	43.00	19.00	11.00	11.00	11.00	8.00	3.00	3.00	11.00	5.00	4.00	
CNAG_07432_1	883780	883780	1	utr5E	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	
