	merge_cluster																						
CNE03400_1	968265	968273	9	utr3E	42.00	28.00	19.00	55.00	15.00	10.00	9.00	6.00	8.00	18.00	19.00	25.00	30.00	40.00	29.00	10.00	10.00	11.00	
CNE03410_1	969232	969232	1	utr3E	22.00	13.00	14.00	17.00	6.00	5.00	2.00	2.00	3.00	4.00	7.00	4.00	6.00	11.00	13.00	15.00	20.00	6.00	
CNE03410_2	969295	969297	3	utr3E	77.00	63.00	43.00	73.00	48.00	30.00	10.00	8.00	14.00	25.00	14.00	25.00	67.00	71.00	53.00	74.00	58.00	65.00	
CNE03430_1	972434	972434	1	utr3E	6.00	1.00	3.00	0	0	0	0	0	0	1.00	3.00	3.00	3.00	1.00	1.00	1.00	3.00	2.00	
CNE03430_2	972603	972612	10	utr3E	46.00	33.00	29.00	64.00	48.00	15.00	2.00	2.00	3.00	21.00	9.00	12.00	26.00	30.00	19.00	19.00	8.00	13.00	
CNE03440_1	976323	976330	8	utr3E	93.00	60.00	48.00	172.00	111.00	89.00	29.00	11.00	25.00	19.00	19.00	15.00	11.00	22.00	17.00	15.00	8.00	14.00	
CNE03460_1	980561	980561	1	utr3E	10.00	7.00	6.00	2.00	2.00	1.00	0	0	0	2.00	1.00	4.00	0	0	0	0	0	0	
CNE03460_2	980793	980798	6	utr3E	1.00	1.00	1.00	6.00	2.00	2.00	11.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNE03470_1	985447	985451	5	utr3E	23.00	15.00	6.00	12.00	4.00	2.00	7.00	2.00	5.00	0	0	0	3.00	3.00	4.00	10.00	6.00	12.00	
CNE03490_1	990331	990337	7	utr5E	1.00	3.00	1.00	0	0	0	7.00	4.00	4.00	2.00	1.00	2.00	1.00	1.00	2.00	0	0	0	
CNE03490_2	991785	991808	24	utr3E	15.00	9.00	3.00	0	0	0	0	0	0	0	0	0	15.00	10.00	16.00	8.00	8.00	10.00	
CNE03490_3	991892	991945	54	utr3E	175.00	167.00	134.00	40.00	21.00	24.00	30.00	10.00	16.00	34.00	38.00	47.00	44.00	54.00	38.00	37.00	26.00	24.00	
CNE03500_1	993370	993380	11	utr3E	94.00	44.00	44.00	52.00	35.00	24.00	24.00	9.00	10.00	48.00	49.00	60.00	111.00	112.00	111.00	53.00	50.00	50.00	
CNE03520_1	994526	994633	108	utr5I	31.00	19.00	16.00	37.00	32.00	17.00	53.00	25.00	25.00	15.00	17.00	29.00	14.00	30.00	8.00	0	0	0	
CNE03520_2	994695	994696	2	utr5I	31.00	18.00	12.00	69.00	76.00	44.00	45.00	21.00	46.00	27.00	27.00	42.00	34.00	29.00	24.00	19.00	4.00	8.00	
CNE03520_3	994696	994696	1	utr5I	0	0	0	0	0	0	0	0	0	27.00	27.00	42.00	0	0	0	19.00	4.00	8.00	
CNE03520_4	996888	996898	11	utr3E	33.00	17.00	19.00	30.00	17.00	13.00	2.00	1.00	2.00	21.00	20.00	14.00	160.00	194.00	108.00	23.00	16.00	11.00	
CNE03525_1	997240	997240	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNE03525_2	997467	997472	6	utr5E	0	0	0	10.00	6.00	4.00	0	0	0	0	0	0	5.00	2.00	5.00	1.00	1.00	1.00	
CNE03540_1	1006557	1006602	46	utr3E	165.00	104.00	71.00	1009.00	546.00	346.00	4.00	2.00	4.00	481.00	468.00	614.00	672.00	872.00	703.00	34.00	19.00	22.00	
CNE03540_2	1006661	1006661	1	utr3E	0	0	0	0	0	0	4.00	3.00	6.00	1.00	1.00	4.00	0	0	0	0	0	0	
CNE03550_1	1008908	1008918	11	utr3E	216.00	182.00	123.00	207.00	155.00	94.00	59.00	40.00	65.00	136.00	135.00	184.00	239.00	282.00	209.00	237.00	133.00	184.00	
CNE03560_1	1011162	1011170	9	utr3E	109.00	67.00	51.00	84.00	47.00	36.00	31.00	16.00	29.00	23.00	19.00	25.00	45.00	63.00	44.00	25.00	32.00	30.00	
CNE03570_1	1015052	1015080	29	utr3E	104.00	76.00	55.00	90.00	56.00	24.00	10.00	4.00	4.00	111.00	103.00	134.00	136.00	134.00	138.00	100.00	81.00	107.00	
CNE03630_1	1032391	1032399	9	utr3E	47.00	31.00	16.00	23.00	8.00	8.00	4.00	1.00	4.00	3.00	5.00	9.00	9.00	21.00	11.00	24.00	25.00	10.00	
CNE03630_2	1032512	1032525	14	utr3E	247.00	138.00	87.00	62.00	46.00	29.00	45.00	30.00	38.00	5.00	11.00	6.00	7.00	3.00	3.00	17.00	6.00	21.00	
CNE03650_1	1039826	1039831	6	utr3E	58.00	23.00	27.00	41.00	28.00	18.00	25.00	8.00	9.00	41.00	35.00	48.00	44.00	62.00	67.00	33.00	21.00	34.00	
CNE03650_2	1039911	1039963	53	utr3E	25.00	18.00	14.00	25.00	10.00	9.00	4.00	4.00	7.00	23.00	18.00	24.00	33.00	30.00	17.00	14.00	10.00	9.00	
CNE03660_1	1040555	1040564	10	cdsI	0	0	0	2.00	3.00	1.00	0	0	0	5.00	7.00	5.00	1.00	2.00	3.00	0	0	0	
CNE03660_2	1041383	1041383	1	cdsI	0	0	0	2.00	2.00	4.00	2.00	1.00	2.00	0	0	0	2.00	2.00	1.00	0	0	0	
CNE03660_3	1043010	1043011	2	cdsE	3.00	2.00	5.00	8.00	10.00	4.00	9.00	1.00	3.00	9.00	3.00	8.00	22.00	15.00	15.00	14.00	7.00	4.00	
CNE03660_4	1043011	1043011	1	cdsE	3.00	2.00	5.00	0	0	0	9.00	1.00	3.00	9.00	3.00	8.00	0	0	0	14.00	7.00	4.00	
CNE03660_5	1043155	1043155	1	utr3E	11.00	9.00	2.00	20.00	24.00	15.00	1.00	2.00	3.00	5.00	3.00	5.00	16.00	12.00	18.00	18.00	8.00	10.00	
CNE03680_1	1045917	1045917	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNE03680_2	1047939	1047941	3	utr3E	25.00	6.00	13.00	27.00	17.00	15.00	5.00	4.00	3.00	22.00	22.00	47.00	65.00	94.00	113.00	1.00	1.00	2.00	
CNE03700_1	1048342	1048342	1	utr5E	0	0	0	0	0	0	5.00	2.00	6.00	0	0	0	0	0	0	0	0	0	
CNE03700_2	1053624	1053648	25	utr3E	0	0	0	2.00	2.00	2.00	0	0	0	1.00	2.00	1.00	5.00	7.00	4.00	0	0	0	
CNE03700_3	1053747	1053752	6	utr3E	23.00	13.00	13.00	28.00	21.00	12.00	5.00	3.00	6.00	32.00	24.00	38.00	22.00	30.00	26.00	4.00	9.00	2.00	
CNE03720_1	1063377	1063476	100	utr3E	1402.00	939.00	500.00	495.00	328.00	239.00	138.00	79.00	140.00	619.00	606.00	761.00	789.00	760.00	656.00	996.00	750.00	771.00	
CNE03740_1	1071532	1071561	30	utr3E	1856.00	1798.00	1295.00	1146.00	665.00	518.00	279.00	141.00	185.00	766.00	710.00	1109.00	1330.00	1417.00	1148.00	731.00	491.00	515.00	
CNE03760_1	1074401	1074413	13	utr3E	324.00	129.00	112.00	682.00	410.00	347.00	61.00	43.00	62.00	63.00	51.00	69.00	113.00	140.00	97.00	124.00	81.00	82.00	
CNE03790_1	1083845	1083845	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	4.00	1.00	3.00	0	0	0	
CNE03790_2	1083846	1083846	1	cdsI	4.00	1.00	4.00	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	
CNE03790_3	1085628	1085630	3	cdsI	0	0	0	3.00	5.00	2.00	0	0	0	2.00	3.00	1.00	8.00	11.00	11.00	0	0	0	
CNE03810_1	1088441	1088441	1	utr5E	0	0	0	0	0	0	7.00	1.00	9.00	0	0	0	0	0	0	0	0	0	
CNE03810_2	1090085	1090093	9	utr3E	10.00	7.00	5.00	24.00	15.00	19.00	5.00	4.00	7.00	78.00	80.00	67.00	47.00	53.00	43.00	1.00	1.00	1.00	
CNE03830_1	1096678	1096682	5	utr3E	2.00	2.00	2.00	0	0	0	12.00	3.00	15.00	0	0	0	0	0	0	1.00	2.00	2.00	
CNE03830_2	1096810	1096887	78	utr3E	224.00	173.00	129.00	71.00	82.00	55.00	13.00	12.00	13.00	163.00	156.00	203.00	299.00	308.00	258.00	191.00	147.00	125.00	
CNE03830_3	1096965	1096976	12	utr3E	90.00	58.00	43.00	35.00	30.00	19.00	34.00	17.00	18.00	59.00	53.00	63.00	35.00	52.00	41.00	54.00	40.00	30.00	
CNE03870_1	1105952	1106001	50	utr3E	317.00	142.00	141.00	160.00	101.00	75.00	165.00	101.00	169.00	42.00	43.00	91.00	89.00	108.00	83.00	54.00	43.00	44.00	
CNE03890_1	1108484	1108484	1	cdsE	4.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE03890_2	1109207	1109210	4	utr3E	20.00	20.00	10.00	13.00	16.00	6.00	3.00	6.00	5.00	99.00	77.00	154.00	47.00	43.00	36.00	10.00	3.00	5.00	
CNE03900_1	1111292	1111295	4	utr3E	13.00	10.00	6.00	229.00	151.00	134.00	0	0	0	0	0	0	75.00	73.00	52.00	0	0	0	
CNE03920_1	1113164	1113193	30	utr3E	38373.00	22036.00	16264.00	14088.00	10866.00	7755.00	8350.00	4414.00	6682.00	5783.00	5278.00	6810.00	7169.00	7377.00	6279.00	16010.00	10110.00	9844.00	
CNE03940_1	1115070	1115075	6	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	4.00	4.00	4.00	6.00	4.00	3.00	
CNE03950_1	1117361	1117361	1	utr5E	0	0	0	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNE03950_2	1118556	1118578	23	cdsE	0	0	0	9.00	4.00	7.00	0	0	0	9.00	12.00	7.00	8.00	7.00	7.00	6.00	5.00	7.00	
CNE03950_3	1118645	1118658	14	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	5.00	11.00	10.00	2.00	3.00	2.00	
CNE03950_4	1119767	1119777	11	utr3E	50.00	25.00	20.00	31.00	17.00	17.00	3.00	3.00	5.00	13.00	11.00	15.00	30.00	31.00	28.00	29.00	33.00	14.00	
CNE03990_1	1133150	1133187	38	utr3E	79.00	34.00	24.00	55.00	41.00	24.00	11.00	8.00	6.00	33.00	31.00	20.00	69.00	68.00	49.00	32.00	24.00	38.00	
CNE04000_1	1134177	1134177	1	utr3E	0	0	0	0	0	0	0	0	0	2.00	4.00	1.00	0	0	0	0	0	0	
CNE04000_2	1134293	1134298	6	utr3E	228.00	176.00	93.00	69.00	51.00	43.00	117.00	87.00	124.00	17.00	20.00	29.00	48.00	46.00	30.00	51.00	47.00	54.00	
CNE04010_1	1135923	1135938	16	utr3E	40.00	15.00	12.00	16.00	13.00	9.00	2.00	5.00	4.00	15.00	23.00	21.00	26.00	41.00	28.00	23.00	14.00	24.00	
CNE04030_1	1139541	1139580	40	utr3E	233.00	187.00	146.00	212.00	110.00	83.00	75.00	36.00	54.00	221.00	188.00	247.00	197.00	213.00	177.00	90.00	61.00	45.00	
CNE04030_2	1139641	1139654	14	utr3E	698.00	358.00	220.00	264.00	145.00	107.00	24.00	27.00	18.00	387.00	317.00	482.00	421.00	483.00	379.00	217.00	160.00	152.00	
CNE04050_1	1142835	1142835	1	cdsI	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNE04050_2	1143073	1143103	31	utr3E	49.00	55.00	24.00	21.00	23.00	11.00	6.00	7.00	6.00	53.00	53.00	64.00	41.00	47.00	30.00	25.00	26.00	21.00	
CNE04100_1	1155595	1155626	32	utr3E	319.00	192.00	141.00	178.00	136.00	96.00	141.00	82.00	119.00	75.00	91.00	87.00	177.00	171.00	161.00	101.00	87.00	79.00	
CNE04110_1	1156480	1156493	14	utr3E	628.00	354.00	225.00	274.00	202.00	150.00	160.00	138.00	155.00	64.00	58.00	86.00	86.00	99.00	70.00	206.00	132.00	122.00	
CNE04140_1	1164126	1164152	27	utr3E	13.00	13.00	9.00	5.00	5.00	4.00	9.00	5.00	4.00	3.00	4.00	2.00	9.00	8.00	8.00	5.00	1.00	6.00	
CNE04160_1	1168768	1168768	1	utr3E	6.00	4.00	2.00	0	0	0	5.00	3.00	2.00	7.00	4.00	6.00	7.00	6.00	10.00	1.00	3.00	4.00	
CNE04160_2	1168870	1168881	12	utr3E	60.00	38.00	34.00	17.00	14.00	7.00	4.00	10.00	9.00	31.00	32.00	32.00	50.00	60.00	59.00	33.00	22.00	23.00	
CNE04170_1	1170814	1170842	29	utr3E	69.00	50.00	9.00	49.00	39.00	27.00	32.00	17.00	28.00	10.00	7.00	22.00	86.00	80.00	66.00	17.00	18.00	18.00	
CNE04190_1	1172848	1172854	7	utr5E	17.00	11.00	4.00	0	0	0	251.00	122.00	127.00	50.00	43.00	87.00	39.00	31.00	24.00	0	0	0	
CNE04190_2	1172964	1172964	1	utr5E	3.00	1.00	1.00	0	0	0	1.00	1.00	3.00	1.00	2.00	7.00	0	0	0	0	0	0	
CNE04190_3	1174426	1174429	4	utr3E	0	0	0	20.00	14.00	3.00	0	0	0	1.00	2.00	3.00	16.00	17.00	17.00	0	0	0	
CNE04190_4	1174508	1174569	62	utr3E	3.00	2.00	4.00	11.00	18.00	6.00	0	0	0	24.00	26.00	38.00	40.00	43.00	36.00	1.00	2.00	2.00	
CNE04220_1	1178102	1178120	19	utr5E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	5.00	6.00	6.00	0	0	0	
CNE04220_2	1178659	1178659	1	cdsE	5.00	2.00	2.00	2.00	3.00	1.00	0	0	0	5.00	5.00	6.00	4.00	1.00	3.00	11.00	8.00	8.00	
CNE04220_3	1179212	1179218	7	cdsE	78.00	29.00	27.00	13.00	12.00	10.00	13.00	8.00	14.00	2.00	4.00	1.00	5.00	8.00	1.00	15.00	19.00	16.00	
CNE04220_4	1179423	1179486	64	utr3E	114.00	73.00	69.00	29.00	35.00	18.00	30.00	13.00	16.00	10.00	10.00	22.00	9.00	13.00	12.00	37.00	19.00	17.00	
CNE04230_1	1180957	1180968	12	cdsE	15.00	10.00	9.00	11.00	7.00	7.00	14.00	3.00	3.00	7.00	2.00	4.00	0	0	0	6.00	1.00	4.00	
CNE04230_2	1182311	1182354	44	utr3E	44.00	18.00	16.00	15.00	18.00	15.00	12.00	6.00	5.00	25.00	23.00	36.00	22.00	21.00	16.00	22.00	11.00	16.00	
CNE04230_3	1182544	1182554	11	utr3E	270.00	205.00	127.00	159.00	94.00	75.00	30.00	16.00	22.00	181.00	170.00	234.00	160.00	154.00	108.00	171.00	114.00	89.00	
CNE04240_1	1184106	1184123	18	utr3E	396.00	260.00	184.00	335.00	247.00	205.00	164.00	72.00	103.00	278.00	264.00	391.00	382.00	500.00	369.00	270.00	230.00	211.00	
CNE04260_1	1185340	1185344	5	utr5E	0	0	0	0	0	0	0	0	0	3.00	6.00	6.00	0	0	0	2.00	1.00	1.00	
CNE04260_2	1185686	1185686	1	cdsI	3.00	4.00	1.00	5.00	2.00	2.00	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNE04260_3	1187151	1187178	28	cdsE	28.00	17.00	13.00	20.00	16.00	11.00	9.00	3.00	4.00	3.00	6.00	11.00	20.00	20.00	15.00	17.00	12.00	16.00	
CNE04260_4	1187641	1187647	7	utr3E	10.00	4.00	3.00	6.00	5.00	3.00	0	0	0	2.00	2.00	3.00	1.00	1.00	2.00	8.00	7.00	4.00	
CNE04280_1	1195710	1195727	18	utr3E	875.00	512.00	326.00	471.00	267.00	199.00	135.00	82.00	58.00	388.00	323.00	466.00	520.00	547.00	414.00	312.00	203.00	207.00	
CNE04290_1	1198360	1198390	31	utr3E	92.00	46.00	40.00	51.00	30.00	38.00	52.00	54.00	53.00	39.00	20.00	27.00	69.00	60.00	71.00	39.00	16.00	22.00	
CNE04300_1	1199283	1199283	1	cdsE	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNE04300_2	1199875	1199875	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	1.00	6.00	4.00	0	0	0	
CNE04300_3	1201358	1201358	1	utr3E	0	0	0	3.00	3.00	1.00	0	0	0	1.00	1.00	1.00	7.00	5.00	1.00	2.00	1.00	1.00	
CNE04300_4	1201491	1201491	1	utr3E	24.00	19.00	14.00	15.00	20.00	8.00	7.00	3.00	3.00	8.00	7.00	20.00	42.00	37.00	31.00	4.00	7.00	3.00	
CNE04315_1	1203062	1203062	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	2.00	0	0	0	0	0	0	
CNE04315_2	1203214	1203214	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	
CNE04340_1	1214342	1214386	45	utr3E	80.00	48.00	23.00	37.00	14.00	13.00	2.00	1.00	1.00	52.00	38.00	59.00	102.00	93.00	66.00	20.00	10.00	18.00	
CNE04370_1	1229216	1229288	73	utr3E	345.00	212.00	140.00	212.00	156.00	79.00	65.00	44.00	77.00	191.00	194.00	255.00	197.00	175.00	142.00	278.00	162.00	159.00	
CNE04380_1	1230758	1230791	34	utr3E	172.00	92.00	50.00	89.00	59.00	54.00	30.00	14.00	28.00	35.00	43.00	62.00	93.00	101.00	116.00	89.00	71.00	61.00	
CNE04420_1	1239075	1239080	6	utr3E	25.00	23.00	10.00	0	0	0	5.00	2.00	8.00	21.00	24.00	15.00	24.00	28.00	22.00	3.00	3.00	4.00	
CNE04500_1	1262164	1262218	55	utr3E	74.00	47.00	37.00	22.00	24.00	11.00	5.00	4.00	3.00	33.00	32.00	44.00	41.00	49.00	45.00	24.00	26.00	25.00	
CNE04550_1	1277094	1277136	43	utr3E	67.00	36.00	29.00	41.00	39.00	18.00	6.00	3.00	2.00	31.00	26.00	31.00	44.00	54.00	64.00	57.00	28.00	29.00	
CNE04595_1	1287787	1287789	3	utr3E	20.00	21.00	7.00	22.00	39.00	14.00	0	0	0	26.00	8.00	19.00	16.00	24.00	16.00	35.00	40.00	31.00	
CNE04600_1	1290276	1290325	50	utr3E	1306.00	936.00	617.00	1160.00	764.00	628.00	217.00	100.00	204.00	715.00	684.00	872.00	842.00	957.00	862.00	1006.00	740.00	695.00	
CNE04620_1	1293603	1293650	48	utr3E	123.00	82.00	57.00	32.00	29.00	19.00	69.00	39.00	57.00	37.00	34.00	48.00	70.00	60.00	44.00	72.00	45.00	54.00	
CNE04640_1	1298454	1298535	82	utr3E	47.00	67.00	35.00	61.00	34.00	22.00	0	0	0	112.00	123.00	204.00	144.00	195.00	159.00	103.00	52.00	49.00	
CNE04640_2	1298587	1298587	1	utr3E	1.00	3.00	1.00	0	0	0	1.00	2.00	1.00	5.00	1.00	3.00	0	0	0	0	0	0	
CNE04660_1	1305563	1305574	12	cdsE	40.00	24.00	25.00	0	0	0	0	0	0	207.00	189.00	304.00	376.00	369.00	306.00	25.00	5.00	6.00	
CNE04660_2	1305761	1305765	5	cdsE	11.00	11.00	7.00	0	0	0	4.00	1.00	2.00	80.00	70.00	106.00	176.00	145.00	130.00	8.00	3.00	5.00	
CNE04660_3	1306303	1306342	40	utr3E	832.00	362.00	333.00	0	0	0	15.00	15.00	18.00	447.00	365.00	652.00	801.00	994.00	797.00	40.00	27.00	25.00	
CNE04670_1	1307544	1307554	11	cdsE	4.00	3.00	5.00	0	0	0	8.00	2.00	5.00	29.00	18.00	35.00	20.00	29.00	42.00	5.00	5.00	4.00	
CNE04670_2	1307769	1307774	6	utr3E	41.00	26.00	14.00	0	0	0	7.00	2.00	7.00	22.00	30.00	40.00	22.00	20.00	20.00	2.00	1.00	2.00	
CNE04670_3	1307888	1307899	12	utr3E	12.00	15.00	5.00	0	0	0	0	0	0	26.00	22.00	24.00	23.00	26.00	40.00	4.00	2.00	1.00	
CNE04670_4	1307952	1307970	19	utr3E	33.00	21.00	9.00	1.00	4.00	2.00	3.00	1.00	1.00	20.00	20.00	35.00	43.00	52.00	26.00	6.00	5.00	4.00	
CNE04690_1	1311179	1311229	51	utr3E	73.00	40.00	33.00	124.00	95.00	65.00	17.00	17.00	29.00	24.00	23.00	31.00	54.00	47.00	46.00	42.00	43.00	34.00	
CNE04700_1	1315475	1315479	5	utr3E	11.00	6.00	6.00	2.00	2.00	2.00	0	0	0	0	0	0	7.00	8.00	5.00	1.00	2.00	6.00	
CNE04700_2	1315617	1315624	8	utr3E	82.00	39.00	33.00	132.00	93.00	71.00	16.00	9.00	32.00	6.00	4.00	5.00	16.00	13.00	12.00	19.00	14.00	12.00	
CNE04710_1	1316294	1316294	1	cdsE	6.00	6.00	2.00	0	0	0	27.00	19.00	15.00	3.00	4.00	7.00	4.00	10.00	6.00	7.00	2.00	5.00	
CNE04710_2	1321426	1321426	1	cdsE	5.00	2.00	1.00	0	0	0	4.00	1.00	1.00	1.00	3.00	2.00	0	0	0	0	0	0	
CNE04710_3	1322489	1322502	14	utr3E	276.00	165.00	109.00	192.00	137.00	85.00	26.00	9.00	17.00	141.00	142.00	165.00	210.00	221.00	197.00	153.00	104.00	95.00	
CNE04720_1	1322882	1322884	3	utr5E	14.00	8.00	9.00	5.00	5.00	2.00	47.00	28.00	23.00	14.00	17.00	22.00	15.00	14.00	18.00	5.00	5.00	4.00	
CNE04720_2	1326435	1326435	1	cdsE	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	5.00	1.00	
CNE04720_3	1327158	1327158	1	utr3E	1.00	2.00	4.00	0	0	0	0	0	0	0	0	0	6.00	9.00	4.00	2.00	1.00	3.00	
CNE04720_4	1327269	1327269	1	utr3E	17.00	11.00	11.00	8.00	6.00	6.00	3.00	2.00	4.00	20.00	16.00	29.00	24.00	35.00	19.00	10.00	8.00	5.00	
CNE04740_1	1331433	1331477	45	utr5E	6.00	3.00	4.00	0	0	0	76.00	37.00	42.00	8.00	9.00	17.00	18.00	17.00	11.00	3.00	2.00	4.00	
CNE04740_2	1331935	1331949	15	utr5I	1.00	2.00	2.00	8.00	8.00	4.00	2.00	1.00	3.00	1.00	1.00	2.00	8.00	9.00	13.00	9.00	9.00	9.00	
CNE04740_3	1333030	1333036	7	utr3E	69.00	44.00	19.00	63.00	42.00	40.00	29.00	16.00	32.00	55.00	41.00	56.00	175.00	186.00	172.00	42.00	44.00	43.00	
CNE04780_1	1340568	1340602	35	utr3E	686.00	457.00	301.00	237.00	155.00	107.00	191.00	108.00	163.00	392.00	300.00	461.00	320.00	383.00	296.00	578.00	434.00	380.00	
CNE04790_1	1340852	1340904	53	utr5I	0	0	0	0	0	0	1.00	1.00	1.00	6.00	8.00	5.00	1.00	2.00	5.00	1.00	1.00	1.00	
CNE04790_2	1341304	1341304	1	cdsI	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	20.00	37.00	28.00	0	0	0	
CNE04790_3	1342309	1342309	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNE04790_4	1342528	1342530	3	utr3E	3.00	3.00	4.00	4.00	4.00	6.00	0	0	0	7.00	8.00	9.00	24.00	29.00	35.00	6.00	6.00	4.00	
CNE04800_1	1342818	1342818	1	utr5E	0	0	0	0	0	0	37.00	13.00	16.00	3.00	3.00	3.00	0	0	0	0	0	0	
CNE04800_2	1344356	1344402	47	utr3E	188.00	121.00	78.00	130.00	106.00	76.00	42.00	33.00	48.00	16.00	27.00	13.00	78.00	81.00	57.00	123.00	81.00	62.00	
CNE04810_1	1346316	1346340	25	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	4.00	2.00	6.00	0	0	0	
CNE04810_2	1346417	1346417	1	cdsE	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04810_3	1347241	1347245	5	utr3E	6.00	6.00	4.00	19.00	14.00	17.00	0	0	0	4.00	10.00	16.00	25.00	37.00	24.00	7.00	1.00	6.00	
CNE04840_1	1354028	1354035	8	cdsE	0	0	0	14.00	15.00	9.00	6.00	4.00	3.00	10.00	10.00	13.00	12.00	28.00	12.00	19.00	16.00	14.00	
CNE04840_2	1354396	1354460	65	utr3E	0	0	0	19.00	16.00	9.00	0	0	0	0	0	0	9.00	4.00	9.00	12.00	12.00	12.00	
CNE04840_3	1357041	1357114	74	utr3E	20.00	8.00	4.00	28.00	18.00	14.00	475.00	241.00	319.00	25.00	31.00	40.00	45.00	44.00	51.00	14.00	8.00	11.00	
CNE04880_1	1362446	1362446	1	utr3E	1.00	1.00	1.00	0	0	0	5.00	5.00	4.00	1.00	1.00	2.00	0	0	0	0	0	0	
CNE04880_2	1362515	1362522	8	utr3E	40.00	38.00	19.00	24.00	10.00	7.00	26.00	16.00	15.00	85.00	55.00	90.00	62.00	61.00	51.00	9.00	9.00	7.00	
CNE04890_1	1365998	1366021	24	utr3E	954.00	664.00	446.00	258.00	139.00	85.00	165.00	96.00	154.00	272.00	191.00	307.00	347.00	343.00	256.00	439.00	330.00	314.00	
CNE04910_1	1370251	1370251	1	utr3E	0	0	0	6.00	1.00	2.00	0	0	0	4.00	2.00	7.00	0	0	0	0	0	0	
CNE04920_1	1373688	1373734	47	utr3E	292.00	178.00	124.00	206.00	137.00	121.00	71.00	46.00	68.00	74.00	50.00	80.00	124.00	111.00	101.00	132.00	72.00	68.00	
CNE04920_2	1373798	1373803	6	utr3E	351.00	243.00	142.00	151.00	160.00	89.00	91.00	46.00	65.00	166.00	198.00	238.00	241.00	227.00	177.00	208.00	134.00	134.00	
CNE04940_1	1381314	1381352	39	utr3E	2252.00	1636.00	1092.00	86.00	81.00	40.00	724.00	399.00	476.00	1799.00	1613.00	2604.00	892.00	1341.00	1012.00	379.00	290.00	359.00	
CNE04950_1	1381677	1381677	1	utr5E	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04950_2	1382685	1382685	1	cdsI	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	1.00	1.00	1.00	
CNE04950_3	1383086	1383086	1	cdsE	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNE04950_4	1383092	1383208	117	cdsE	6.00	5.00	3.00	7.00	6.00	6.00	0	0	0	1.00	1.00	3.00	18.00	13.00	11.00	14.00	19.00	13.00	
CNE04950_5	1383348	1383348	1	utr3E	2.00	4.00	1.00	5.00	6.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNE04950_6	1384519	1384531	13	utr3E	0	0	0	4.00	3.00	4.00	0	0	0	3.00	3.00	2.00	11.00	10.00	8.00	9.00	9.00	16.00	
CNE04970_1	1388155	1388179	25	utr3E	335.00	279.00	170.00	75.00	55.00	28.00	45.00	39.00	38.00	121.00	93.00	143.00	200.00	163.00	168.00	205.00	111.00	124.00	
CNE04970_2	1388283	1388293	11	utr3E	56.00	34.00	29.00	55.00	35.00	20.00	18.00	10.00	13.00	32.00	24.00	27.00	64.00	42.00	47.00	41.00	30.00	26.00	
CNE04970_3	1388362	1388366	5	utr3E	237.00	157.00	118.00	80.00	66.00	35.00	53.00	23.00	47.00	118.00	112.00	129.00	218.00	198.00	181.00	193.00	103.00	94.00	
CNE04990_1	1391801	1391806	6	utr3E	14.00	13.00	15.00	19.00	17.00	14.00	19.00	6.00	15.00	21.00	22.00	21.00	29.00	48.00	29.00	39.00	31.00	23.00	
CNE04990_2	1391973	1391974	2	utr3E	18.00	15.00	8.00	21.00	11.00	6.00	0	0	0	0	0	0	0	0	0	5.00	4.00	1.00	
CNE04990_3	1392048	1392083	36	utr3E	47.00	22.00	22.00	87.00	86.00	55.00	6.00	3.00	5.00	38.00	32.00	36.00	55.00	56.00	52.00	57.00	33.00	22.00	
