	merge_cluster																
CNAG_05860_2	1056268	1056297	30	utr5E	6.00	8.00	6.00	8.00	3.00	7.00	4.00	4.00	2.00	0	0	0	
CNAG_05860_3	1057449	1057529	81	cdsE	1.00	1.00	1.00	6.00	10.00	8.00	1.00	1.00	1.00	0	0	0	
CNAG_05863_1	1066894	1066938	45	utr5E	176.00	230.00	233.00	53.00	70.00	52.00	71.00	72.00	56.00	124.00	62.00	80.00	
CNAG_05866_1	1075171	1075212	42	utr5E	5.00	8.00	7.00	11.00	7.00	13.00	16.00	21.00	13.00	37.00	32.00	28.00	
CNAG_05866_2	1076443	1076460	18	cdsE	2.00	6.00	2.00	5.00	8.00	7.00	6.00	10.00	6.00	7.00	12.00	4.00	
CNAG_05866_3	1076460	1076460	1	cdsE	2.00	6.00	2.00	5.00	8.00	7.00	0	0	0	7.00	12.00	4.00	
CNAG_05867_1	1080110	1080110	1	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_05870_1	1086007	1086054	48	utr5E	8.00	8.00	6.00	15.00	18.00	9.00	58.00	37.00	36.00	14.00	17.00	20.00	
CNAG_05870_2	1086112	1086115	4	utr5E	0	0	0	0	0	0	1.00	1.00	2.00	6.00	3.00	3.00	
CNAG_05874_1	1093063	1093205	143	utr5E	1624.00	1751.00	1065.00	782.00	698.00	673.00	1560.00	1260.00	1277.00	388.00	373.00	384.00	
CNAG_05876_1	1096850	1096879	30	utr5E	41.00	84.00	64.00	39.00	28.00	25.00	28.00	32.00	27.00	23.00	9.00	13.00	
CNAG_05878_1	1099292	1099384	93	utr5E	585.00	725.00	580.00	580.00	472.00	505.00	311.00	317.00	299.00	228.00	99.00	191.00	
CNAG_05878_2	1100636	1100791	156	cdsE	0	0	0	8.00	10.00	16.00	8.00	12.00	12.00	38.00	31.00	38.00	
CNAG_05881_1	1102804	1102920	117	utr5E	133.00	145.00	137.00	89.00	57.00	73.00	119.00	95.00	75.00	59.00	52.00	44.00	
CNAG_05881_2	1104435	1104523	89	cdsE	22.00	19.00	23.00	6.00	3.00	6.00	2.00	7.00	5.00	4.00	1.00	1.00	
CNAG_05882_1	1105544	1105574	31	utr5E	90.00	72.00	65.00	72.00	40.00	39.00	45.00	63.00	43.00	36.00	26.00	34.00	
CNAG_05882_2	1106055	1106078	24	cdsE	0	0	0	8.00	10.00	8.00	0	0	0	0	0	0	
CNAG_05882_3	1106804	1106807	4	cdsE	10.00	22.00	13.00	6.00	17.00	11.00	4.00	2.00	2.00	4.00	5.00	5.00	
CNAG_05882_4	1108071	1108141	71	cdsE	6.00	5.00	5.00	0	0	0	5.00	7.00	7.00	10.00	4.00	6.00	
CNAG_05887_1	1119995	1120090	96	utr5E	278.00	304.00	263.00	294.00	263.00	169.00	230.00	246.00	220.00	948.00	431.00	629.00	
CNAG_05887_2	1120804	1120820	17	cdsE	50.00	85.00	77.00	9.00	16.00	12.00	19.00	12.00	18.00	10.00	10.00	7.00	
CNAG_05889_1	1123076	1123112	37	utr5E	61.00	71.00	77.00	62.00	31.00	46.00	66.00	93.00	92.00	56.00	40.00	49.00	
CNAG_05889_2	1124768	1124892	125	cdsE	4.00	4.00	7.00	15.00	12.00	15.00	3.00	1.00	2.00	0	0	0	
CNAG_05889_3	1124951	1125016	66	cdsE	1.00	1.00	1.00	49.00	54.00	41.00	3.00	1.00	2.00	0	0	0	
CNAG_05889_4	1125172	1125335	164	cdsE	0	0	0	1.00	2.00	6.00	5.00	8.00	6.00	33.00	19.00	21.00	
CNAG_05893_1	1131050	1131250	201	utr5E	1505.00	1053.00	774.00	739.00	625.00	581.00	907.00	651.00	592.00	795.00	412.00	571.00	
CNAG_05894_1	1132799	1132867	69	utr5E	62.00	48.00	38.00	18.00	24.00	15.00	58.00	41.00	52.00	35.00	23.00	30.00	
CNAG_05894_2	1144992	1144999	8	cdsE	10.00	11.00	11.00	0	0	0	9.00	2.00	3.00	0	0	0	
CNAG_05894_3	1145366	1145559	194	cdsE	0	0	0	13.00	10.00	18.00	3.00	2.00	1.00	38.00	27.00	25.00	
CNAG_05897_1	1156508	1156538	31	utr5E	10.00	10.00	9.00	0	0	0	12.00	11.00	4.00	3.00	5.00	6.00	
CNAG_05897_2	1156641	1156641	1	cdsE	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	
CNAG_05897_3	1156738	1156743	6	cdsE	0	0	0	0	0	0	0	0	0	9.00	4.00	4.00	
CNAG_05897_4	1156808	1156810	3	cdsE	3.00	4.00	4.00	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_05897_5	1157034	1157060	27	cdsE	0	0	0	0	0	0	0	0	0	10.00	20.00	21.00	
CNAG_05897_6	1157074	1157074	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_05897_7	1157162	1157167	6	cdsE	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	
CNAG_05901_1	1163289	1163315	27	utr5E	13.00	16.00	17.00	4.00	5.00	5.00	19.00	13.00	15.00	8.00	9.00	14.00	
CNAG_05904_1	1171831	1171922	92	utr5E	5519.00	9012.00	8748.00	7381.00	4879.00	5506.00	1667.00	1693.00	1850.00	1132.00	402.00	625.00	
CNAG_05906_1	1175763	1175777	15	utr5E	3.00	1.00	3.00	3.00	4.00	3.00	4.00	2.00	2.00	9.00	9.00	7.00	
CNAG_05908_1	1185577	1185645	69	utr3E	82.00	78.00	71.00	78.00	96.00	54.00	78.00	96.00	59.00	404.00	230.00	267.00	
CNAG_05911_1	1194013	1194125	113	utr5E	62.00	61.00	76.00	7.00	14.00	15.00	47.00	36.00	24.00	5.00	3.00	2.00	
CNAG_05911_2	1194140	1194214	75	utr5E	17.00	19.00	17.00	5.00	3.00	6.00	24.00	19.00	19.00	4.00	4.00	9.00	
CNAG_05911_3	1195070	1195070	1	cdsE	0	0	0	0	0	0	0	0	0	9.00	3.00	1.00	
CNAG_05911_4	1195501	1195631	131	cdsE	0	0	0	0	0	0	21.00	10.00	15.00	35.00	12.00	14.00	
CNAG_05914_1	1203752	1203762	11	utr5E	55.00	98.00	77.00	31.00	25.00	22.00	5.00	7.00	9.00	3.00	5.00	6.00	
CNAG_05914_2	1206015	1206015	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_05916_1	1209074	1209180	107	utr5E	245.00	287.00	264.00	233.00	203.00	125.00	200.00	214.00	187.00	418.00	286.00	330.00	
CNAG_05916_2	1209456	1209670	215	cdsE	61.00	64.00	27.00	113.00	162.00	91.00	275.00	295.00	306.00	154.00	102.00	104.00	
CNAG_05918_1	1211426	1211706	281	utr5E	3708.00	4976.00	3361.00	3801.00	3042.00	3298.00	1399.00	1449.00	1275.00	1153.00	667.00	920.00	
CNAG_05919_1	1214343	1214368	26	utr5E	21.00	17.00	16.00	5.00	3.00	3.00	13.00	6.00	2.00	2.00	1.00	2.00	
CNAG_05919_2	1214639	1214689	51	cdsE	3.00	5.00	5.00	0	0	0	6.00	5.00	3.00	7.00	3.00	2.00	
CNAG_05919_3	1214997	1214997	1	cdsE	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	
CNAG_05919_4	1215100	1215100	1	cdsE	0	0	0	2.00	1.00	3.00	0	0	0	0	0	0	
CNAG_05919_5	1215113	1215145	33	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	3.00	
CNAG_05919_6	1216544	1216568	25	cdsE	0	0	0	3.00	4.00	7.00	0	0	0	0	0	0	
CNAG_05919_7	1216630	1216630	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	
CNAG_05919_8	1217355	1217355	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	
CNAG_05926_1	1233415	1233537	123	utr5E	1452.00	2376.00	2161.00	1320.00	922.00	1119.00	972.00	1033.00	1153.00	1101.00	646.00	838.00	
CNAG_05927_1	1235061	1235278	218	utr5E	166.00	156.00	127.00	152.00	145.00	112.00	78.00	74.00	55.00	229.00	227.00	227.00	
CNAG_05927_2	1235760	1235769	10	cdsE	2.00	30.00	31.00	3.00	1.00	2.00	9.00	14.00	10.00	4.00	2.00	1.00	
CNAG_05928_1	1236848	1237004	157	utr5E	408.00	326.00	284.00	130.00	180.00	97.00	316.00	281.00	205.00	182.00	107.00	128.00	
CNAG_05931_1	1245485	1245578	94	utr5E	286.00	377.00	225.00	169.00	143.00	147.00	152.00	161.00	184.00	86.00	34.00	63.00	
CNAG_05931_2	1247404	1247588	185	cdsE	1.00	2.00	2.00	0	0	0	3.00	3.00	3.00	50.00	26.00	30.00	
CNAG_05932_1	1248388	1248517	130	utr5E	557.00	775.00	735.00	740.00	531.00	662.00	136.00	151.00	135.00	262.00	204.00	251.00	
CNAG_05932_2	1249806	1249852	47	cdsE	0	0	0	32.00	29.00	21.00	10.00	6.00	6.00	71.00	28.00	46.00	
CNAG_05934_1	1253510	1253559	50	utr5E	92.00	114.00	120.00	71.00	58.00	47.00	110.00	94.00	89.00	140.00	102.00	115.00	
CNAG_05934_2	1254404	1254411	8	cdsE	0	0	0	7.00	8.00	8.00	0	0	0	0	0	0	
CNAG_05934_3	1254674	1254718	45	cdsE	12.00	28.00	23.00	0	0	0	11.00	8.00	7.00	25.00	20.00	23.00	
CNAG_05935_1	1255222	1255436	215	utr5E	1162.00	1167.00	852.00	867.00	691.00	710.00	458.00	355.00	292.00	343.00	163.00	274.00	
CNAG_05938_1	1264097	1264137	41	utr5E	1.00	2.00	3.00	19.00	17.00	10.00	12.00	9.00	10.00	34.00	24.00	26.00	
CNAG_05938_2	1264530	1264532	3	utr5E	0	0	0	0	0	0	8.00	12.00	12.00	8.00	7.00	5.00	
CNAG_05938_3	1264645	1264653	9	utr5E	0	0	0	1.00	1.00	1.00	15.00	19.00	22.00	12.00	4.00	3.00	
CNAG_05940_1	1272573	1272755	183	utr5E	644.00	565.00	313.00	424.00	439.00	305.00	256.00	237.00	195.00	161.00	92.00	107.00	
CNAG_05940_2	1274038	1274281	244	cdsE	8.00	8.00	6.00	81.00	105.00	92.00	0	0	0	0	0	0	
CNAG_05940_3	1275216	1275309	94	cdsE	0	0	0	40.00	33.00	28.00	9.00	9.00	14.00	63.00	40.00	49.00	
CNAG_05941_1	1276155	1276155	1	utr5E	0	0	0	0	0	0	1.00	2.00	2.00	0	0	0	
CNAG_05941_2	1276660	1276660	1	cdsI	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_05941_3	1277318	1277338	21	cdsE	0	0	0	2.00	3.00	4.00	0	0	0	0	0	0	
CNAG_05941_4	1277340	1277340	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_05963_1	1344949	1344963	15	utr5E	8.00	6.00	6.00	16.00	23.00	14.00	11.00	9.00	19.00	26.00	32.00	21.00	
CNAG_05963_2	1345419	1345445	27	utr5E	17.00	10.00	10.00	5.00	3.00	2.00	10.00	3.00	7.00	8.00	2.00	1.00	
CNAG_05963_3	1345545	1345572	28	cdsE	11.00	19.00	18.00	2.00	1.00	2.00	0	0	0	1.00	3.00	1.00	
CNAG_05963_4	1346473	1346510	38	cdsE	11.00	12.00	11.00	0	0	0	0	0	0	0	0	0	
CNAG_05963_5	1346565	1346646	82	cdsE	32.00	39.00	22.00	0	0	0	0	0	0	0	0	0	
CNAG_05963_6	1346719	1346778	60	cdsE	11.00	26.00	19.00	8.00	6.00	6.00	0	0	0	0	0	0	
CNAG_05963_7	1347148	1347199	52	cdsE	0	0	0	29.00	36.00	18.00	1.00	1.00	1.00	26.00	16.00	13.00	
CNAG_05963_8	1347452	1347617	166	cdsE	0	0	0	20.00	15.00	18.00	9.00	10.00	13.00	30.00	24.00	21.00	
CNAG_05963_9	1347697	1347767	71	cdsE	0	0	0	0	0	0	17.00	22.00	16.00	25.00	18.00	31.00	
CNAG_05965_1	1349706	1349796	91	utr5E	22.00	21.00	20.00	3.00	6.00	4.00	16.00	16.00	10.00	6.00	7.00	13.00	
CNAG_05965_2	1350496	1350574	79	cdsE	4.00	12.00	9.00	1.00	1.00	2.00	5.00	11.00	9.00	7.00	1.00	3.00	
CNAG_05965_3	1351057	1351067	11	cdsE	50.00	50.00	40.00	6.00	3.00	3.00	24.00	25.00	28.00	20.00	19.00	13.00	
CNAG_05965_4	1351158	1351288	131	cdsE	3.00	1.00	1.00	71.00	74.00	47.00	0	0	0	112.00	60.00	78.00	
CNAG_05968_1	1355015	1355091	77	utr5E	25.00	24.00	43.00	1.00	2.00	3.00	3.00	3.00	4.00	3.00	3.00	2.00	
CNAG_05968_2	1355602	1355602	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_05970_1	1357757	1357757	1	utr5E	19.00	43.00	30.00	4.00	7.00	4.00	30.00	19.00	20.00	0	0	0	
CNAG_05970_2	1361132	1361324	193	utr3E	34.00	45.00	33.00	135.00	126.00	101.00	239.00	227.00	185.00	572.00	416.00	451.00	
CNAG_05970_3	1361603	1361638	36	utr3E	0	0	0	10.00	14.00	7.00	6.00	15.00	11.00	100.00	58.00	69.00	
CNAG_05972_1	1362941	1362978	38	utr5E	5.00	9.00	5.00	5.00	3.00	4.00	15.00	4.00	21.00	0	0	0	
CNAG_05973_1	1364943	1364967	25	utr5E	16.00	15.00	10.00	8.00	7.00	13.00	20.00	23.00	23.00	11.00	7.00	8.00	
CNAG_05973_2	1364967	1364967	1	utr5E	16.00	15.00	10.00	0	0	0	0	0	0	11.00	7.00	8.00	
CNAG_05973_3	1366873	1366975	103	cdsE	0	0	0	2.00	3.00	2.00	5.00	5.00	4.00	55.00	21.00	27.00	
CNAG_05975_1	1371029	1371163	135	utr5E	314.00	320.00	258.00	335.00	327.00	265.00	225.00	197.00	178.00	204.00	127.00	200.00	
CNAG_05975_2	1374282	1374389	108	cdsE	1.00	5.00	2.00	6.00	2.00	3.00	2.00	3.00	2.00	42.00	32.00	21.00	
CNAG_05977_1	1377173	1377380	208	utr5E	249.00	240.00	166.00	116.00	128.00	105.00	120.00	114.00	110.00	116.00	123.00	117.00	
CNAG_05977_2	1378252	1378252	1	cdsE	22.00	97.00	50.00	15.00	32.00	16.00	35.00	32.00	31.00	16.00	30.00	10.00	
CNAG_05977_3	1379439	1379550	112	cdsE	0	0	0	39.00	40.00	32.00	1.00	2.00	1.00	11.00	10.00	10.00	
CNAG_05979_1	1388764	1388918	155	utr5E	55.00	60.00	53.00	26.00	23.00	20.00	47.00	47.00	36.00	25.00	14.00	21.00	
CNAG_05979_2	1389759	1389760	2	cdsE	0	0	0	0	0	0	1.00	1.00	2.00	4.00	2.00	3.00	
CNAG_05979_3	1390200	1390203	4	utr3E	0	0	0	0	0	0	0	0	0	5.00	3.00	2.00	
CNAG_05981_1	1393582	1393636	55	utr3E	9.00	18.00	15.00	0	0	0	3.00	3.00	3.00	14.00	12.00	8.00	
CNAG_05981_2	1393640	1393640	1	utr3E	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNAG_05981_3	1393713	1393713	1	utr3E	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_05982_1	1394850	1394850	1	utr5E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_05982_2	1395726	1395726	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_06526_1	12757	12855	99	utr5E	88.00	113.00	99.00	104.00	70.00	93.00	81.00	100.00	68.00	171.00	106.00	159.00	
CNAG_06531_1	25598	25619	22	utr5E	31.00	24.00	20.00	4.00	4.00	7.00	20.00	18.00	22.00	10.00	8.00	3.00	
CNAG_06531_2	25730	25730	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_06531_3	26599	26599	1	cdsE	0	0	0	1.00	3.00	2.00	0	0	0	0	0	0	
CNAG_06531_4	26685	26685	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_06531_5	26700	26700	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	
CNAG_06531_6	26767	26774	8	cdsE	3.00	7.00	5.00	0	0	0	0	0	0	0	0	0	
CNAG_06531_7	29343	29364	22	cdsE	0	0	0	0	0	0	0	0	0	3.00	3.00	2.00	
CNAG_06531_8	29428	29428	1	cdsE	0	0	0	0	0	0	2.00	1.00	2.00	6.00	2.00	4.00	
CNAG_06533_1	33249	33313	65	utr5E	300.00	284.00	175.00	276.00	206.00	224.00	153.00	143.00	164.00	181.00	132.00	143.00	
CNAG_06533_2	35086	35107	22	cdsE	0	0	0	32.00	57.00	41.00	0	0	0	9.00	6.00	1.00	
CNAG_06533_3	35260	35402	143	cdsE	1.00	1.00	2.00	79.00	79.00	79.00	1.00	1.00	1.00	12.00	7.00	4.00	
CNAG_06534_1	38564	38600	37	utr5E	62.00	39.00	32.00	13.00	5.00	6.00	22.00	18.00	16.00	8.00	5.00	7.00	
CNAG_06534_2	38679	38769	91	utr5E	24.00	20.00	29.00	0	0	0	3.00	1.00	3.00	0	0	0	
CNAG_06534_3	39400	39424	25	cdsE	6.00	35.00	24.00	1.00	7.00	3.00	7.00	14.00	7.00	0	0	0	
CNAG_06534_4	40896	40916	21	cdsE	0	0	0	65.00	77.00	67.00	0	0	0	4.00	9.00	2.00	
CNAG_06534_5	42267	42267	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	
CNAG_06535_1	43557	43732	176	utr5E	173.00	207.00	190.00	129.00	121.00	114.00	61.00	63.00	48.00	64.00	54.00	57.00	
CNAG_06535_2	44337	44358	22	cdsE	0	0	0	10.00	13.00	16.00	0	0	0	2.00	2.00	1.00	
CNAG_06536_1	45554	45592	39	cdsE	5.00	9.00	13.00	2.00	2.00	2.00	5.00	4.00	6.00	28.00	12.00	21.00	
CNAG_06536_2	47174	47184	11	cdsE	21.00	57.00	51.00	33.00	28.00	18.00	35.00	26.00	33.00	25.00	13.00	26.00	
CNAG_06548_1	78606	78647	42	utr5E	39.00	21.00	16.00	6.00	11.00	5.00	23.00	17.00	17.00	8.00	12.00	7.00	
CNAG_06548_2	79118	79125	8	cdsE	0	0	0	2.00	7.00	2.00	0	0	0	0	0	0	
CNAG_06548_3	79623	79623	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	6.00	
CNAG_06548_4	80173	80222	50	cdsE	0	0	0	4.00	7.00	6.00	0	0	0	1.00	2.00	1.00	
CNAG_06548_5	81654	81674	21	cdsE	7.00	6.00	6.00	1.00	1.00	2.00	0	0	0	0	0	0	
CNAG_06550_1	83974	83988	15	utr5E	19.00	15.00	19.00	11.00	5.00	8.00	5.00	1.00	2.00	12.00	19.00	17.00	
CNAG_06550_2	86833	86922	90	cdsE	6.00	9.00	8.00	35.00	30.00	39.00	2.00	2.00	2.00	0	0	0	
CNAG_06550_3	88581	88695	115	cdsE	86.00	66.00	45.00	36.00	39.00	32.00	1.00	1.00	1.00	3.00	2.00	1.00	
CNAG_06550_4	89180	89326	147	cdsE	75.00	57.00	48.00	20.00	14.00	19.00	4.00	4.00	3.00	0	0	0	
CNAG_06550_5	89842	90142	301	cdsE	190.00	190.00	141.00	208.00	164.00	167.00	101.00	88.00	71.00	58.00	40.00	45.00	
CNAG_06550_6	90508	90528	21	cdsE	27.00	31.00	23.00	19.00	14.00	14.00	9.00	4.00	4.00	26.00	16.00	24.00	
CNAG_06553_1	98311	98613	303	utr5E	345.00	302.00	178.00	288.00	277.00	203.00	144.00	156.00	113.00	73.00	44.00	69.00	
CNAG_06553_2	99876	99881	6	cdsE	45.00	33.00	16.00	14.00	12.00	6.00	10.00	22.00	22.00	12.00	10.00	7.00	
CNAG_06555_1	103692	103858	167	utr5E	208.00	223.00	166.00	51.00	62.00	46.00	82.00	78.00	54.00	29.00	22.00	34.00	
CNAG_06558_1	110692	110744	53	utr5E	58.00	70.00	57.00	41.00	27.00	32.00	42.00	30.00	33.00	20.00	9.00	17.00	
CNAG_06558_2	113009	113009	1	cdsE	0	0	0	6.00	8.00	5.00	0	0	0	0	0	0	
CNAG_06558_3	113091	113113	23	cdsE	5.00	6.00	11.00	0	0	0	9.00	6.00	7.00	4.00	2.00	4.00	
CNAG_06560_1	115213	115315	103	utr5E	86.00	84.00	61.00	44.00	29.00	26.00	34.00	37.00	25.00	10.00	6.00	10.00	
CNAG_06560_2	115406	115429	24	utr5E	0	0	0	13.00	16.00	16.00	0	0	0	1.00	4.00	1.00	
CNAG_06560_3	116971	116981	11	cdsE	0	0	0	0	0	0	4.00	5.00	3.00	0	0	0	
CNAG_06560_4	117062	117081	20	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	2.00	2.00	2.00	
CNAG_06561_1	118913	118926	14	utr5E	1.00	1.00	2.00	0	0	0	6.00	7.00	5.00	3.00	2.00	3.00	
CNAG_06562_1	123313	123313	1	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_06564_1	125376	125432	57	utr5E	19.00	28.00	41.00	206.00	163.00	134.00	61.00	81.00	55.00	277.00	143.00	222.00	
CNAG_06564_2	125765	125813	49	utr5E	58.00	75.00	50.00	30.00	25.00	31.00	23.00	15.00	24.00	15.00	11.00	13.00	
CNAG_06566_1	133478	133596	119	utr5E	195.00	242.00	166.00	206.00	132.00	168.00	73.00	77.00	66.00	119.00	70.00	87.00	
CNAG_06566_2	135058	135094	37	cdsE	0	0	0	32.00	24.00	39.00	0	0	0	0	0	0	
CNAG_06570_1	149253	149335	83	utr5E	89.00	118.00	135.00	121.00	99.00	79.00	178.00	144.00	159.00	158.00	103.00	104.00	
CNAG_06570_2	150286	150424	139	cdsE	3.00	5.00	2.00	10.00	12.00	8.00	6.00	4.00	4.00	31.00	12.00	14.00	
CNAG_06573_1	158278	158349	72	utr5E	19.00	17.00	20.00	10.00	8.00	10.00	22.00	26.00	23.00	13.00	9.00	9.00	
CNAG_06573_2	159053	159107	55	cdsE	16.00	17.00	12.00	0	0	0	4.00	3.00	5.00	2.00	1.00	3.00	
CNAG_06573_3	159467	159467	1	cdsE	0	0	0	3.00	6.00	3.00	0	0	0	3.00	5.00	1.00	
CNAG_06573_4	160982	160985	4	cdsE	0	0	0	0	0	0	3.00	1.00	1.00	7.00	5.00	5.00	
CNAG_06573_5	161129	161169	41	cdsE	2.00	3.00	1.00	7.00	3.00	3.00	12.00	8.00	5.00	25.00	17.00	9.00	
CNAG_06573_6	161711	161799	89	cdsE	22.00	46.00	38.00	2.00	2.00	2.00	10.00	7.00	10.00	0	0	0	
CNAG_06573_7	162572	162657	86	cdsE	0	0	0	0	0	0	0	0	0	6.00	5.00	5.00	
CNAG_06577_1	172336	172573	238	utr5E	1615.00	1491.00	904.00	1330.00	1174.00	841.00	1085.00	949.00	915.00	551.00	359.00	478.00	
CNAG_06577_2	173537	173766	230	cdsE	9.00	19.00	9.00	49.00	51.00	35.00	2.00	3.00	2.00	62.00	68.00	53.00	
CNAG_06578_1	175322	175896	575	utr5E	4948.00	3525.00	2572.00	2678.00	2355.00	2069.00	3869.00	2852.00	2052.00	2370.00	1318.00	1681.00	
CNAG_06583_1	188214	188214	1	utr5E	6.00	4.00	1.00	6.00	1.00	5.00	2.00	1.00	2.00	0	0	0	
CNAG_06583_2	189028	189076	49	cdsE	12.00	40.00	23.00	10.00	13.00	10.00	9.00	10.00	8.00	2.00	11.00	3.00	
CNAG_06585_1	193807	193919	113	utr5E	327.00	228.00	145.00	125.00	150.00	103.00	121.00	94.00	61.00	115.00	74.00	107.00	
CNAG_06585_2	195260	195485	226	cdsE	152.00	89.00	62.00	23.00	20.00	16.00	17.00	10.00	8.00	3.00	5.00	2.00	
CNAG_06585_3	198363	198432	70	cdsE	169.00	166.00	114.00	43.00	47.00	34.00	43.00	38.00	28.00	168.00	91.00	111.00	
CNAG_06585_4	200080	200493	414	cdsE	147.00	226.00	178.00	234.00	174.00	198.00	108.00	102.00	137.00	100.00	81.00	67.00	
CNAG_06585_5	200568	200624	57	cdsE	0	0	0	22.00	7.00	18.00	19.00	24.00	21.00	84.00	35.00	54.00	
CNAG_06588_1	203496	203612	117	utr5E	114.00	131.00	118.00	28.00	32.00	35.00	108.00	135.00	118.00	44.00	47.00	47.00	
CNAG_06588_2	204637	204688	52	cdsE	13.00	8.00	11.00	90.00	47.00	49.00	18.00	17.00	11.00	93.00	52.00	74.00	
CNAG_06590_1	207499	207530	32	utr5E	28.00	22.00	16.00	7.00	3.00	5.00	9.00	5.00	4.00	1.00	1.00	1.00	
CNAG_06590_2	209390	209417	28	utr3E	0	0	0	1.00	2.00	2.00	0	0	0	17.00	21.00	12.00	
CNAG_06591_1	210883	210928	46	utr5E	123.00	83.00	92.00	51.00	22.00	22.00	58.00	48.00	65.00	26.00	19.00	21.00	
CNAG_06591_2	211967	211988	22	cdsE	0	0	0	5.00	9.00	9.00	0	0	0	0	0	0	
CNAG_06591_3	212224	212226	3	cdsE	67.00	139.00	97.00	10.00	31.00	12.00	48.00	63.00	58.00	7.00	9.00	6.00	
CNAG_06591_4	212872	212923	52	cdsE	0	0	0	5.00	8.00	3.00	2.00	2.00	3.00	19.00	15.00	12.00	
CNAG_06591_5	213971	213994	24	cdsE	43.00	30.00	33.00	3.00	3.00	4.00	8.00	11.00	7.00	1.00	1.00	1.00	
CNAG_06591_6	215442	215499	58	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	10.00	9.00	7.00	
CNAG_06591_7	215925	215958	34	cdsE	0	0	0	0	0	0	3.00	2.00	3.00	14.00	7.00	9.00	
CNAG_06592_1	217053	217121	69	utr5E	73.00	113.00	75.00	67.00	49.00	37.00	73.00	57.00	77.00	56.00	30.00	39.00	
CNAG_06592_2	218468	218492	25	utr3E	1.00	1.00	1.00	1.00	1.00	1.00	9.00	11.00	9.00	0	0	0	
CNAG_06593_1	219233	219233	1	utr5E	0	0	0	0	0	0	1.00	2.00	3.00	0	0	0	
CNAG_06593_2	219675	219705	31	utr5E	5.00	4.00	2.00	10.00	10.00	9.00	1.00	2.00	1.00	1.00	4.00	3.00	
CNAG_06593_3	219751	219751	1	utr5E	4.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_06593_4	222565	222565	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	1.00	1.00	1.00	
CNAG_06593_5	223255	223255	1	utr3E	0	0	0	0	0	0	1.00	2.00	2.00	1.00	1.00	1.00	
CNAG_06595_1	225748	225825	78	cdsE	27.00	40.00	37.00	33.00	35.00	24.00	16.00	20.00	12.00	60.00	43.00	51.00	
CNAG_06596_1	227428	227428	1	utr5E	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_06596_2	227550	227550	1	utr5E	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_06596_3	227982	227982	1	cdsE	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_06596_4	228093	228194	102	cdsE	0	0	0	4.00	4.00	3.00	0	0	0	8.00	5.00	4.00	
CNAG_06596_5	228366	228367	2	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	
CNAG_06597_1	228719	228859	141	utr5E	2500.00	2312.00	2102.00	1946.00	2228.00	1415.00	1832.00	1398.00	1162.00	3963.00	1525.00	2411.00	
CNAG_06598_1	231827	231827	1	utr5E	1.00	4.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_06600_1	234741	234858	118	utr5E	169.00	197.00	124.00	136.00	107.00	135.00	83.00	82.00	99.00	65.00	30.00	57.00	
CNAG_06601_1	238320	238354	35	utr5E	6.00	6.00	4.00	6.00	8.00	4.00	8.00	13.00	13.00	28.00	35.00	34.00	
CNAG_06601_2	240210	240210	1	cdsE	0	0	0	2.00	1.00	3.00	0	0	0	0	0	0	
