name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	WT_Fluco30_a	WT_Fluco30_b	WT_Fluco30_c	WT_Gal30_a	WT_Gal30_b	WT_Gal30_c	WT_SDS30_a	WT_SDS30_b	WT_SDS30_c	WT_RPMI30_a	WT_RPMI30_b	WT_RPMI30_c	WT_RPMImacro30_a	WT_RPMImacro30_b	WT_RPMImacro30_c
CNAG_00634_1	1638525	1638438	88	-	utr3E	11	25	21	17	4	10	4	5	3	2	4	2	8	8	8	3	2	1	8	5	13	3	3	5	3	5	7
CNAG_00634_2	1640108	1640060	49	-	cdsE	8	15	7	3	1	3	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00634_3	1641099	1641099	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00635_1	1641542	1641510	33	-	utr3E	20	41	13	2	2	1	0	0	0	0	0	0	3	3	4	0	0	0	1	4	3	0	0	0	1	3	2
CNAG_00636_1	1647029	1647025	5	-	utr3E	11	14	10	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	4	2	5	0	0	0	0	0	0
CNAG_00636_2	1647238	1647238	1	-	utr3E	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00638_1	1652369	1652315	55	-	utr3E	100	154	74	39	6	19	13	17	13	39	40	38	44	47	45	13	9	11	43	23	61	107	96	102	65	123	60
CNAG_00638_2	1652458	1652445	14	-	utr3E	28	32	14	11	3	9	3	7	2	18	9	12	11	13	12	8	7	4	7	4	21	12	9	11	4	8	6
CNAG_00638_3	1652699	1652697	3	-	cdsE	2	1	1	0	0	0	0	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00638_4	1653452	1653448	5	-	cdsE	4	5	5	0	0	0	0	0	0	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00641_1	1658226	1658184	43	-	utr3E	420	695	421	328	86	235	108	121	83	229	261	180	169	168	330	101	172	61	140	156	389	29	16	67	148	315	141
CNAG_00644_1	1678876	1678838	39	-	utr3E	8	15	10	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00644_2	1679088	1679085	4	-	cdsE	8	14	9	9	4	8	2	5	2	24	24	24	2	1	4	1	1	3	0	0	0	0	0	0	7	7	7
CNAG_00648_1	1686450	1686399	52	-	utr3E	61	89	81	28	8	8	12	16	13	47	61	56	21	22	28	4	11	10	23	27	46	101	50	53	41	46	28
CNAG_00648_2	1686600	1686600	1	-	cdsE	6	6	1	0	0	0	0	0	0	7	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00649_1	1688029	1688012	18	-	utr3E	0	0	0	283	79	179	51	54	51	66	62	64	120	134	217	31	41	23	97	79	246	14	21	30	76	105	63
CNAG_00651_1	1694284	1694281	4	-	utr3E	10	7	6	0	0	0	0	0	0	6	6	4	0	0	0	2	3	1	0	0	0	3	4	3	14	14	11
CNAG_00652_1	1698176	1698134	43	-	utr3E	19	25	23	0	0	0	0	0	0	16	12	13	3	3	3	2	3	1	2	3	3	1	2	6	6	7	7
CNAG_00652_2	1699821	1699821	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_00655_1	1706473	1706442	32	-	utr3E	7744	13512	10391	3476	1192	1982	298	396	250	414	479	521	1912	2850	3998	249	346	161	2309	1704	4693	181	108	279	698	1043	539
CNAG_00658_1	1710398	1710347	52	-	utr3E	48	79	50	48	19	46	23	20	26	36	50	38	31	31	60	24	29	11	22	28	59	15	10	15	57	92	54
CNAG_00660_1	1713164	1713128	37	-	utr3E	8	12	9	24	8	25	7	7	11	10	9	8	13	18	18	8	10	7	13	12	30	2	2	5	29	31	28
CNAG_00660_2	1714953	1714953	1	-	cdsE	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00662_1	1718783	1718753	31	-	utr3E	0	0	0	5	1	4	5	1	2	11	11	10	5	8	9	4	4	1	7	5	12	0	0	0	7	6	8
CNAG_00662_2	1720395	1720395	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00662_3	1720409	1720409	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00666_1	1729363	1729349	15	-	utr3E	0	0	0	20	7	13	3	6	5	24	24	34	12	13	20	8	15	2	13	15	27	3	6	3	4	8	5
CNAG_00666_2	1729481	1729424	58	-	utr3E	24	27	24	5	2	5	2	7	7	34	22	25	5	3	6	5	9	3	3	2	8	1	1	1	2	6	2
CNAG_00667_1	1734687	1734680	8	-	utr3E	114	209	134	56	13	26	20	12	12	91	67	67	21	15	39	10	15	10	20	20	39	2	2	5	22	28	21
CNAG_00667_2	1734769	1734758	12	-	utr3E	7	10	13	0	0	0	0	0	0	3	2	2	2	1	2	2	1	2	1	2	3	1	1	1	1	1	1
CNAG_00667_3	1736711	1736708	4	-	cdsE	9	14	9	3	1	2	0	0	0	3	5	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00668_1	1737388	1737375	14	-	utr3E	416	611	348	191	58	144	202	232	186	548	651	549	128	154	257	173	275	138	123	94	283	759	585	598	189	193	142
CNAG_00669_1	1740421	1740397	25	-	utr3E	25	37	37	21	6	12	5	3	3	9	5	12	10	6	17	0	0	0	8	6	14	3	3	2	12	9	6
CNAG_00671_1	1743579	1743579	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3
CNAG_00671_2	1743869	1743824	46	-	utr3E	30	22	21	5	3	5	1	4	2	3	3	9	3	2	4	1	4	2	5	1	7	0	0	0	2	6	1
CNAG_00671_3	1743924	1743924	1	-	utr3E	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00671_4	1744098	1744098	1	-	cdsI	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00671_5	1746316	1746316	1	-	cdsE	0	0	0	4	4	3	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	2	7	2
CNAG_00671_6	1746371	1746368	4	-	cdsE	6	4	6	0	0	0	0	0	0	4	6	3	0	0	0	1	1	1	1	1	3	0	0	0	0	0	0
CNAG_00674_1	1750139	1750133	7	-	utr3E	30	70	52	17	5	11	15	26	15	20	14	10	17	17	27	14	39	20	11	8	30	9	8	48	99	98	50
CNAG_00674_2	1750913	1750913	1	-	cdsE	2	2	3	0	0	0	2	1	1	6	7	3	0	0	0	0	0	0	1	1	7	1	2	4	5	4	5
CNAG_00675_1	1753786	1753786	1	-	utr3E	3	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	1	3	3
CNAG_00675_2	1754328	1754283	46	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	10
CNAG_00675_3	1756168	1756165	4	-	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00680_1	1765700	1765678	23	-	utr3E	174	282	251	164	45	110	25	32	19	61	56	72	41	57	79	11	14	9	30	29	81	1	1	3	93	193	183
CNAG_00684_1	1782542	1782499	44	-	utr3E	704	1269	873	489	93	279	78	99	66	534	583	427	194	247	314	72	112	42	172	109	353	77	54	91	113	222	125
CNAG_00686_1	1786510	1786484	27	-	utr3E	0	0	0	558	128	265	257	350	240	1563	1703	1464	415	545	638	213	326	164	329	227	755	1182	944	1089	344	580	346
CNAG_00688_1	1792844	1792831	14	-	utr3E	0	0	0	19	5	6	9	6	6	29	13	20	4	8	6	2	9	6	7	8	20	0	0	0	34	39	18
CNAG_00688_2	1793250	1793250	1	-	cdsI	4	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_00691_1	1797752	1797691	62	-	utr3E	130	164	97	82	23	54	32	43	36	134	126	107	34	43	56	29	32	17	25	17	54	147	144	67	71	127	79
CNAG_00695_1	1809636	1809635	2	-	utr3E	13	13	8	11	7	15	2	2	5	10	8	7	6	7	6	0	0	0	2	2	3	0	0	0	3	7	7
CNAG_00697_1	1817653	1817625	29	-	utr3E	77	97	54	18	7	8	11	15	14	14	23	19	15	20	34	15	18	5	18	14	26	7	6	9	27	25	37
CNAG_00697_2	1817995	1817993	3	-	utr3E	28	30	25	19	7	10	1	1	2	1	2	5	15	10	16	0	0	0	4	6	18	0	0	0	6	12	15
CNAG_00697_3	1818099	1818096	4	-	utr3E	123	159	81	252	49	144	18	32	28	19	23	24	128	123	166	9	4	5	73	56	221	15	9	19	83	126	91
CNAG_00699_1	1822512	1822512	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00699_2	1822665	1822610	56	-	utr3E	4	3	1	3	3	4	0	0	0	1	2	1	1	2	1	0	0	0	0	0	0	0	0	0	22	35	20
CNAG_00699_3	1827824	1827824	1	-	utr5E	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00701_1	1832186	1832171	16	-	utr3E	645	992	737	198	62	149	73	115	60	161	178	152	99	106	167	60	87	38	138	105	291	16	9	25	55	68	61
CNAG_00703_1	1839766	1839713	54	-	utr3E	7389	11273	8878	3971	965	2320	266	310	226	1113	1149	1069	1203	1397	2150	182	273	96	1298	896	2992	302	180	381	1016	1507	871
CNAG_00704_1	1841165	1841122	44	-	utr3E	0	0	0	21	6	8	15	19	19	12	13	18	7	22	21	14	19	10	14	14	30	3	5	4	12	10	2
CNAG_00704_2	1844727	1844724	4	-	cdsE	5	7	5	7	2	9	3	3	4	2	2	4	1	1	2	2	7	1	1	2	2	1	1	1	1	1	1
CNAG_00705_1	1846306	1846296	11	-	utr3E	37	74	60	90	13	34	24	26	17	21	13	18	44	50	70	15	32	24	28	34	117	4	1	5	20	42	24
CNAG_00705_2	1847283	1847283	1	-	cdsE	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00705_3	1847789	1847789	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00707_1	1850003	1849957	47	-	utr3E	69	121	67	48	6	32	6	6	4	21	17	15	19	26	33	2	6	5	16	13	36	77	49	88	38	72	41
CNAG_00709_1	1853610	1853526	85	-	utr3E	9	13	23	22	8	12	2	3	1	3	4	3	16	10	7	1	2	2	12	8	15	0	0	0	11	21	14
CNAG_00712_1	1860577	1860570	8	-	utr3E	39	47	33	23	6	17	7	11	7	16	16	17	7	13	21	2	2	2	2	3	17	13	10	13	15	12	8
CNAG_00712_2	1860894	1860882	13	-	cdsE	0	0	0	0	0	0	0	0	0	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00712_3	1860950	1860949	2	-	cdsE	16	23	9	24	10	12	7	21	6	12	13	10	8	15	7	6	13	5	12	9	20	11	18	24	3	14	11
CNAG_00715_1	1865877	1865835	43	-	utr3E	48	57	45	28	6	8	9	21	14	18	24	27	11	14	15	5	6	6	4	3	11	1	3	1	5	5	11
CNAG_00715_2	1866009	1865969	41	-	utr3E	487	763	623	210	56	121	36	62	21	158	186	182	81	92	133	25	53	20	102	65	189	10	6	12	48	74	30
CNAG_00718_1	1870770	1870763	8	-	utr3E	29	34	12	5	3	3	1	2	2	1	3	2	4	6	3	3	5	2	2	4	6	0	0	0	1	1	1
CNAG_00719_1	1874117	1874104	14	-	utr3E	975	1522	868	739	201	474	147	216	152	254	303	345	233	250	394	149	195	77	285	234	584	202	122	248	222	231	206
CNAG_00722_1	1881432	1881418	15	-	utr3E	373	650	449	328	83	182	51	54	42	93	98	110	124	133	186	29	54	28	121	104	195	11	5	27	54	71	34
CNAG_00726_1	1891369	1891369	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	4	3
CNAG_00726_2	1891627	1891626	2	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	4
CNAG_00727_1	1893058	1892986	73	-	utr3E	111	154	55	81	16	40	155	145	130	112	103	82	97	98	138	140	175	89	77	64	144	25	38	11	87	168	72
CNAG_00727_2	1894120	1894112	9	-	cdsE	17	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00728_1	1895616	1895616	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	4	3	1
CNAG_00728_2	1895824	1895824	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00732_1	1908949	1908942	8	-	utr3E	27	39	20	1	1	1	3	6	2	2	7	5	1	1	1	5	11	6	1	2	6	16	8	10	5	13	4
CNAG_00732_2	1909124	1909114	11	-	utr3E	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1
CNAG_00732_3	1909253	1909214	40	-	utr3E	5	7	5	0	0	0	0	0	0	4	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00732_4	1910395	1910395	1	-	cdsE	3	4	1	0	0	0	0	0	0	9	1	2	0	0	0	0	0	0	0	0	0	5	1	2	1	1	1
CNAG_00735_1	1919632	1919619	14	-	utr3E	79	122	79	0	0	0	4	4	7	69	79	68	11	21	22	12	30	7	3	5	5	15	28	16	12	22	16
CNAG_00736_1	1922146	1922138	9	-	utr3E	142	214	159	88	17	38	30	39	20	157	152	142	28	29	52	22	36	12	18	28	58	4	7	4	43	76	39
CNAG_00737_1	1925949	1925916	34	-	utr3E	59	82	48	21	5	9	8	8	9	18	17	15	7	13	17	10	13	13	18	10	40	0	0	0	2	8	3
CNAG_00737_2	1926042	1926042	1	-	utr3E	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00740_1	1934608	1934608	1	-	utr3E	15	22	10	4	4	5	3	5	4	3	2	7	7	5	5	6	7	5	3	8	12	2	7	7	2	3	1
CNAG_00740_2	1934735	1934735	1	-	utr3E	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00740_3	1937062	1937062	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	1
CNAG_00740_4	1937186	1937186	1	-	cdsE	1	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00743_1	1946016	1946016	1	-	utr3E	14	37	27	21	9	12	10	1	3	0	0	0	12	14	15	5	5	3	10	12	23	3	2	4	4	3	4
CNAG_00744_1	1948257	1948249	9	-	utr3E	95	156	100	102	41	60	47	45	47	49	71	66	52	47	66	27	51	26	25	30	117	42	22	48	70	89	66
CNAG_00748_1	1962424	1962424	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_00748_2	1962530	1962524	7	-	utr3E	24	36	29	23	7	13	2	6	2	22	23	25	1	4	10	2	7	4	7	7	5	0	0	0	7	17	6
CNAG_00748_3	1962530	1962530	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	4	10	2	7	4	7	7	5	0	0	0	0	0	0
CNAG_00753_1	1973751	1973751	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00753_2	1974533	1974533	1	-	utr3E	1	4	1	3	2	6	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00753_3	1974536	1974536	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_00753_4	1974647	1974647	1	-	cdsE	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00753_5	1975042	1974985	58	-	cdsE	1	9	1	7	3	8	0	0	0	6	3	2	0	0	0	2	3	1	0	0	0	0	0	0	2	3	1
CNAG_00753_6	1975903	1975902	2	-	cdsE	18	33	14	24	6	3	7	5	2	14	15	12	6	7	17	5	14	3	7	6	15	7	1	4	12	21	12
CNAG_00753_7	1976886	1976886	1	-	cdsE	2	2	3	0	0	0	0	0	0	4	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00754_1	1977528	1977460	69	-	utr3E	0	0	0	236	78	161	45	70	33	157	151	154	90	104	187	39	63	21	111	76	255	77	60	104	46	104	46
CNAG_00756_1	1982835	1982753	83	-	utr3E	0	0	0	88	25	52	12	17	14	93	126	83	51	53	61	25	39	7	56	36	99	10	7	10	18	24	15
CNAG_00759_1	1995427	1995427	1	-	utr3E	0	0	0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	1
CNAG_00761_1	2000309	2000299	11	-	utr3E	0	0	0	94	19	41	19	13	17	0	0	0	31	35	57	16	29	10	28	19	62	7	8	12	35	42	28
CNAG_00765_1	2008285	2008280	6	-	utr3E	9	16	6	1	1	1	1	1	2	11	11	10	0	0	0	0	0	0	1	2	3	2	1	4	0	0	0
CNAG_00765_2	2009688	2009688	1	-	utr5E	0	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00766_1	2011452	2011409	44	-	utr3E	3	7	2	0	0	0	1	1	1	1	3	3	1	1	1	0	0	0	0	0	0	0	0	0	15	18	12
CNAG_00766_2	2011701	2011701	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00766_3	2011797	2011797	1	-	utr3E	25	27	12	6	1	3	9	5	7	18	22	25	11	9	7	5	8	1	6	6	10	7	7	5	2	6	3
CNAG_00766_4	2013292	2013288	5	-	cdsE	0	0	0	0	0	0	3	2	3	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00766_5	2013362	2013336	27	-	cdsE	1	3	3	0	0	0	1	2	1	1	2	5	0	0	0	2	2	2	0	0	0	1	1	3	1	2	1
CNAG_00768_1	2016069	2016065	5	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00768_2	2016069	2016069	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00768_3	2016193	2016193	1	-	utr3E	2	13	5	4	1	4	2	4	3	4	8	5	3	4	6	2	2	1	3	5	6	2	5	5	5	10	1
CNAG_00770_1	2021181	2021179	3	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4
CNAG_00770_2	2021304	2021276	29	-	utr3E	24	27	23	18	8	11	10	12	9	5	2	1	6	5	16	4	3	5	9	13	23	2	1	2	18	9	15
CNAG_00771_1	2026574	2026528	47	-	utr3E	0	0	0	632	157	312	39	72	47	164	217	215	199	308	377	21	36	16	259	183	486	150	75	132	340	396	216
CNAG_00774_1	2031142	2031131	12	-	utr3E	0	0	0	71	23	47	18	19	18	6	13	15	28	35	60	13	20	10	26	29	58	3	2	4	16	24	12
CNAG_00778_1	2047713	2047690	24	-	utr3E	61	81	55	25	13	32	15	31	12	42	45	42	23	16	36	25	32	13	20	22	49	6	3	11	20	21	18
CNAG_00780_1	2053163	2053114	50	-	utr3E	0	0	0	40	20	32	12	27	20	59	63	42	20	34	21	17	29	11	15	17	47	11	4	18	18	38	30
CNAG_00782_1	2056680	2056666	15	-	utr3E	15	25	18	12	6	6	5	4	4	6	11	14	2	5	4	8	8	6	4	2	5	0	0	0	7	8	3
CNAG_00782_2	2058917	2058917	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	1	2
CNAG_00783_1	2060142	2060140	3	-	utr3E	54	74	71	19	9	12	10	5	8	13	9	24	15	12	8	5	8	9	11	9	22	4	3	4	8	12	7
CNAG_00783_2	2060833	2060833	1	-	cdsI	0	0	0	0	0	0	0	0	0	4	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00783_3	2061177	2061159	19	-	cdsE	14	18	7	0	0	0	0	0	0	3	7	6	4	1	2	0	0	0	2	3	3	0	0	0	1	1	1
CNAG_00784_1	2062187	2062157	31	-	utr3E	57	93	51	45	6	35	10	6	11	39	47	35	11	11	26	5	10	6	13	14	18	9	8	9	13	18	22
CNAG_00784_2	2063202	2063193	10	-	cdsE	2	3	2	0	0	0	2	3	1	7	9	7	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00786_1	2065691	2065689	3	-	utr3E	0	0	0	25	9	20	13	20	13	18	21	31	9	16	31	6	15	5	15	22	42	0	0	0	3	4	2
CNAG_00786_2	2065797	2065769	29	-	utr3E	39	52	48	24	6	16	2	3	2	21	31	32	12	13	14	0	0	0	8	8	23	0	0	0	3	2	1
CNAG_00788_1	2072708	2072700	9	-	utr3E	222	346	222	127	50	93	19	17	20	20	30	18	55	83	103	11	18	5	64	61	167	4	2	15	29	45	36
CNAG_00788_2	2072776	2072766	11	-	utr3E	24	17	20	12	4	9	0	0	0	2	4	2	2	3	1	0	0	0	1	1	2	0	0	0	4	1	1
CNAG_00789_1	2076483	2076475	9	-	utr3E	117	181	138	841	155	511	192	219	188	42	63	45	275	240	362	113	121	51	162	125	361	59	52	49	303	451	501
CNAG_00791_1	2080952	2080939	14	-	utr3E	14	24	10	35	11	22	46	40	30	5	3	3	25	25	37	33	70	33	37	25	119	74	62	145	169	224	134
CNAG_00791_2	2081079	2081040	40	-	utr3E	14	16	9	0	0	0	5	10	3	10	9	10	1	3	4	5	4	3	5	2	8	13	11	13	12	19	19
CNAG_00791_3	2081234	2081234	1	-	utr3E	0	0	0	3	1	4	0	0	0	1	1	1	0	0	0	0	0	0	4	3	6	0	0	0	0	0	0
CNAG_00791_4	2084065	2084058	8	-	utr5E	8	10	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	3	4	4	5
CNAG_00792_1	2087592	2087591	2	-	utr3E	11	13	5	0	0	0	0	0	0	2	1	1	7	5	2	1	4	1	1	1	1	3	2	3	2	1	1
CNAG_00792_2	2087739	2087739	1	-	utr3E	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0
CNAG_00792_3	2090858	2090853	6	-	cdsE	22	7	9	4	1	7	3	7	2	14	20	7	2	3	2	0	0	0	0	0	0	4	5	7	6	15	1
CNAG_00792_4	2090858	2090858	1	-	cdsE	0	0	0	4	1	7	3	7	2	14	20	7	2	3	2	0	0	0	0	0	0	0	0	0	6	15	1
CNAG_00794_1	2096310	2096288	23	-	utr3E	77	142	75	63	9	31	10	21	13	23	29	32	27	21	46	10	18	9	12	6	48	8	7	15	46	53	39
CNAG_00796_1	2101230	2101230	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00796_2	2101350	2101291	60	-	utr3E	13	25	13	47	14	17	25	36	33	9	9	6	20	22	41	22	29	14	19	26	72	365	249	167	61	71	47
CNAG_00796_3	2106146	2106146	1	-	cdsE	3	8	1	0	0	0	1	3	1	0	0	0	2	2	2	1	3	2	0	0	0	16	19	3	3	8	2
CNAG_00797_1	2107979	2107951	29	-	utr3E	0	0	0	207	66	159	69	64	68	43	43	57	181	181	249	82	112	59	144	122	279	63	38	268	542	594	410
CNAG_00798_1	2111321	2111321	1	-	utr3E	4	1	4	1	2	5	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3
CNAG_00798_2	2111526	2111526	1	-	utr3E	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00798_3	2113590	2113556	35	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	9	0	0	0
CNAG_00800_1	2118272	2118272	1	-	utr3E	5	7	2	0	0	0	0	0	0	5	7	4	0	0	0	0	0	0	3	3	4	3	1	1	1	5	3
CNAG_00800_2	2118395	2118395	1	-	utr3E	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	3	3	8	1	2	1	2	5	3
CNAG_00803_1	2123268	2123218	51	-	utr3E	56	99	43	12	3	6	10	17	16	37	30	27	13	11	18	10	15	5	11	8	23	15	15	24	18	30	17
CNAG_00803_2	2124363	2124363	1	-	cdsE	7	2	8	0	0	0	5	4	1	5	7	4	1	1	2	2	1	2	0	0	0	6	8	5	4	11	3
CNAG_00805_1	2128830	2128819	12	-	utr3E	91	141	119	71	27	52	50	60	49	45	72	55	49	54	107	74	94	45	59	54	122	11	12	13	49	67	26
CNAG_00808_1	2138510	2138424	87	-	utr3E	265	466	370	226	73	134	43	43	25	36	31	49	120	96	187	20	32	19	92	66	237	9	11	20	97	143	70
CNAG_00810_1	2142533	2142418	116	-	utr3E	0	0	0	12	4	8	1	1	2	2	1	1	1	1	1	0	0	0	3	1	1	0	0	0	0	0	0
CNAG_00811_1	2144952	2144902	51	-	utr3E	312	504	386	193	52	134	56	64	50	154	163	140	78	109	130	31	55	19	68	50	177	2	3	6	72	138	48
CNAG_00812_1	2146735	2146726	10	-	utr3E	127	177	140	71	16	39	8	13	3	48	56	59	14	34	34	10	13	8	26	22	45	0	0	0	19	24	15
CNAG_00812_2	2146806	2146800	7	-	utr3E	58	100	61	25	9	17	3	6	2	17	27	32	9	10	13	4	2	2	8	8	17	0	0	0	4	13	10
CNAG_00814_1	2152382	2152347	36	-	utr3E	3	7	3	22	7	22	6	9	8	0	0	0	2	3	8	8	16	5	8	4	21	0	0	0	5	15	11
CNAG_00814_2	2152980	2152973	8	-	utr3E	4	5	5	23	10	13	0	0	0	1	3	1	5	3	5	0	0	0	1	2	5	0	0	0	0	0	0
CNAG_00814_3	2159601	2159601	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00814_4	2159726	2159726	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00816_1	2163586	2163557	30	-	utr3E	261	378	238	361	84	159	169	167	170	132	159	152	239	233	338	126	189	92	131	114	328	590	521	639	258	342	263
CNAG_00818_1	2167880	2167836	45	-	utr3E	83	110	100	81	11	47	54	52	56	108	122	103	76	60	95	65	80	28	57	42	132	148	86	158	91	174	105
