name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	upf1_Expo30_a	upf1_Expo30_b	upf1_Expo30_c	pab2_Expo30_a	pab2_Expo30_b	pab2_Expo30_c
CNC02620_1	750087	750032	56	-	utr3E	3525	3528	2436	491	407	267	256	241	304	208	244	213	197	120	129	1058	836	1215
CNC02620_2	750259	750257	3	-	cdsI	3	6	4	3	4	2	13	17	10	49	45	45	0	0	0	0	0	0
CNC02640_1	756457	756414	44	-	utr3E	38	26	16	29	18	7	39	28	38	26	34	17	23	37	46	11	15	13
CNC02640_2	756541	756536	6	-	cdsE	5	1	2	8	2	2	3	6	3	5	5	4	22	22	18	3	1	2
CNC02640_3	758776	758761	16	-	cdsE	0	0	0	0	0	0	0	0	0	7	2	1	0	0	0	2	4	3
CNC02660_1	762483	762474	10	-	utr3I	16	12	7	29	24	15	6	10	6	26	22	25	21	19	26	7	5	8
CNC02660_2	762852	762846	7	-	utr3E	0	0	0	0	0	0	4	3	7	5	6	3	2	1	4	0	0	0
CNC02660_3	765342	765332	11	-	utr5E	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNC02660_4	765422	765418	5	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	4
CNC02660_5	765542	765524	19	-	cdsI	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
CNC02685_1	772920	772909	12	-	utr3E	24	10	8	109	43	32	0	0	0	21	21	24	4	10	5	1	1	4
CNC02690_1	773836	773831	6	-	utr3E	58	57	42	48	26	20	37	19	41	47	36	36	62	30	34	12	7	8
CNC02700_1	777992	777940	53	-	utr3E	232	153	96	65	57	37	55	44	44	122	123	111	86	79	87	12	11	14
CNC02720_1	781508	781505	4	-	utr3E	110	81	48	66	52	25	6	3	17	19	27	19	26	14	14	18	11	13
CNC02720_2	781508	781508	1	-	utr3E	0	0	0	0	0	0	6	3	17	0	0	0	0	0	0	18	11	13
CNC02740_1	785357	785347	11	-	utr3E	10	3	9	7	4	3	2	6	5	17	5	15	3	4	3	0	0	0
CNC02740_2	787605	787605	1	-	cdsE	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNC02760_1	794131	794127	5	-	utr3E	158	145	107	135	96	65	40	44	44	79	92	75	41	17	27	174	111	148
CNC02780_1	797485	797444	42	-	utr3E	204	92	91	257	167	134	65	87	96	69	61	54	63	37	36	15	15	30
CNC02780_2	799057	799057	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1
CNC02800_1	911840	911836	5	-	utr3E	39	38	12	52	29	13	11	10	20	11	15	6	30	26	27	14	10	13
CNC02810_1	914052	914051	2	-	utr3E	11	3	5	0	0	0	0	0	0	11	11	12	6	3	1	0	0	0
CNC02810_2	914282	914214	69	-	utr3E	8	5	5	7	9	4	5	5	6	19	15	14	11	8	12	0	0	0
CNC02810_3	914773	914761	13	-	cdsE	0	0	0	1	1	2	0	0	0	3	5	7	2	3	5	0	0	0
CNC02810_4	915606	915606	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1
CNC02810_5	915609	915609	1	-	utr5E	0	0	0	0	0	0	4	1	2	1	3	2	0	0	0	0	0	0
CNC02810_6	915632	915632	1	-	utr5E	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0
CNC02820_1	916107	916097	11	-	utr3E	82	35	39	172	103	92	32	30	52	36	49	39	95	82	75	9	10	10
CNC02820_2	916368	916355	14	-	utr3E	57	34	21	74	46	36	16	11	11	11	17	8	17	20	18	11	12	11
CNC02860_1	928114	928106	9	-	utr3E	23	18	15	34	17	18	55	40	61	64	59	48	16	13	19	0	0	0
CNC02880_1	934426	934421	6	-	utr3E	105	84	46	30	18	12	17	21	24	33	15	11	46	33	38	12	10	20
CNC02880_2	934426	934426	1	-	utr3E	0	0	0	0	0	0	17	21	24	0	0	0	0	0	0	0	0	0
CNC02900_1	938762	938758	5	-	utr3E	378	209	129	113	87	78	45	44	56	73	72	49	83	63	55	94	57	68
CNC02900_2	938890	938855	36	-	utr3E	3485	2200	1433	1512	1155	705	1042	924	1252	1551	1682	1234	1175	617	618	525	294	358
CNC02920_1	941346	941345	2	-	utr3E	7	1	1	7	7	10	0	0	0	0	0	0	0	0	0	7	3	4
CNC02920_2	941504	941498	7	-	utr3E	36	22	18	44	32	15	32	19	23	38	33	21	19	13	19	15	8	14
CNC02920_3	941731	941728	4	-	cdsI	0	0	0	0	0	0	4	5	1	10	21	12	0	0	0	0	0	0
CNC02920_4	942852	942851	2	-	utr5E	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	6	5	9
CNC02920_5	943246	943246	1	-	utr5E	1	2	1	0	0	0	0	0	0	1	8	4	1	2	1	11	3	4
CNC02970_1	955729	955673	57	-	utr3E	121	72	55	83	46	34	41	41	48	71	86	46	104	59	63	16	12	14
CNC02990_1	959328	959316	13	-	utr3E	36	22	15	56	38	14	9	4	8	7	5	4	24	15	18	16	22	46
CNC03010_1	961870	961824	47	-	utr3E	665	248	223	565	456	317	66	56	71	72	70	44	146	112	101	75	54	74
CNC03040_1	966765	966765	1	-	utr3E	6	8	5	26	13	10	23	16	22	12	9	13	9	9	6	3	2	1
CNC03040_2	966863	966860	4	-	utr3E	2	4	2	6	2	3	1	2	4	1	4	2	4	2	3	0	0	0
CNC03040_3	966936	966931	6	-	utr3E	7	7	4	8	12	4	6	1	2	13	11	8	0	0	0	0	0	0
CNC03040_4	967247	967207	41	-	cdsE	5	11	2	6	5	4	4	5	8	7	3	7	7	2	3	0	0	0
CNC03040_5	967247	967247	1	-	cdsE	5	11	2	6	5	4	4	5	8	7	3	7	0	0	0	0	0	0
CNC03050_1	971288	971234	55	-	utr3E	216	111	51	88	71	60	68	55	107	116	103	66	80	61	65	26	21	32
CNC03070_1	975225	975217	9	-	utr3E	155	99	77	33	34	22	29	19	24	41	43	33	66	50	61	16	5	18
CNC03110_1	984031	984010	22	-	utr3E	1626	630	522	459	270	218	782	647	1027	642	695	545	587	539	442	306	188	271
CNC03110_2	985974	985974	1	-	utr5E	0	0	0	4	1	1	4	1	1	5	6	5	0	0	0	16	14	17
CNC03125_1	993858	993831	28	-	utr3E	29	15	20	22	16	14	3	11	8	13	11	13	5	2	1	6	8	9
CNC03125_2	994899	994899	1	-	utr5E	15	2	4	14	10	8	0	0	0	7	10	4	0	0	0	0	0	0
CNC03130_1	995315	995264	52	-	utr3E	5	4	2	8	9	2	3	1	1	17	8	7	0	0	0	0	0	0
CNC03130_2	995384	995373	12	-	utr3E	24	12	8	12	4	8	1	1	3	7	9	10	3	5	4	14	13	8
CNC03130_3	995384	995384	1	-	utr3E	0	0	0	12	4	8	1	1	3	0	0	0	0	0	0	0	0	0
CNC03140_1	998354	998352	3	-	utr3E	2	1	1	31	14	14	1	6	5	17	37	12	0	0	0	0	0	0
CNC03140_2	1001469	1001469	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNC03140_3	1001527	1001527	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	4
CNC03160_1	1003670	1003665	6	-	utr3E	24	9	10	12	15	5	10	19	26	26	25	19	11	10	5	10	7	7
CNC03160_2	1003766	1003766	1	-	cdsI	0	0	0	0	0	0	0	0	0	1	3	4	0	0	0	0	0	0
CNC03170_1	1006106	1006092	15	-	utr3E	57	57	41	62	53	38	22	39	37	49	56	32	69	49	40	23	13	19
CNC03190_1	1010287	1010217	71	-	utr3E	9	8	10	25	19	17	11	6	9	21	33	23	9	8	4	0	0	0
CNC03210_1	1012768	1012768	1	-	utr3E	0	0	0	4	4	2	1	2	1	2	4	1	0	0	0	0	0	0
CNC03210_2	1013191	1013177	15	-	utr3I	3	1	3	9	3	2	0	0	0	8	14	9	0	0	0	0	0	0
CNC03210_3	1013555	1013489	67	-	utr3E	102	40	38	31	19	13	27	27	47	29	35	28	36	24	22	6	11	13
CNC03210_4	1014019	1013996	24	-	cdsE	3	1	2	0	0	0	2	4	6	9	17	10	6	8	7	9	8	9
CNC03210_5	1014075	1014070	6	-	cdsE	4	1	3	0	0	0	12	8	20	11	17	21	8	9	10	0	0	0
CNC03220_1	1015045	1015011	35	-	utr3E	182	96	75	183	121	95	106	101	108	158	157	151	133	93	94	57	22	36
CNC03240_1	1021568	1021504	65	-	utr3E	361	165	110	168	91	78	125	101	157	170	178	150	150	162	155	47	25	39
CNC03250_1	1025563	1025551	13	-	utr3E	521	250	163	200	83	121	262	251	392	385	447	333	261	276	204	115	81	84
CNC03270_1	1031264	1031214	51	-	utr3E	249	171	93	72	45	32	86	66	112	82	82	52	175	133	119	44	30	33
CNC03290_1	1037541	1037499	43	-	utr3E	29	12	13	38	26	12	8	7	14	31	23	22	15	11	7	12	3	3
CNC03290_2	1038593	1038590	4	-	cdsE	0	0	0	0	0	0	3	2	3	3	3	2	0	0	0	0	0	0
CNC03300_1	1040545	1040538	8	-	utr3E	210	127	91	98	54	49	71	63	102	114	118	86	61	45	47	64	50	72
CNC03300_2	1040643	1040638	6	-	utr3E	72	48	32	46	36	22	51	51	65	53	64	45	46	27	34	4	5	8
CNC03320_1	1050160	1050049	112	-	utr3E	34	30	17	37	26	16	40	45	63	27	27	26	26	10	12	0	0	0
CNC03320_2	1053261	1053187	75	-	utr5E	0	0	0	0	0	0	29	26	27	19	31	27	1	2	1	3	7	9
CNC03330_1	1054396	1054328	69	-	utr3E	558	299	205	229	125	108	317	229	360	319	359	282	294	239	240	86	28	59
CNC03340_1	1059669	1059666	4	-	utr3E	32	22	6	33	20	20	13	14	12	16	9	12	24	14	21	0	0	0
CNC03340_2	1059836	1059835	2	-	utr3E	8	5	2	2	3	2	5	7	6	9	3	5	10	4	5	0	0	0
CNC03360_1	1068274	1068274	1	-	utr3E	30	15	3	13	9	8	12	9	15	10	9	12	13	4	7	0	0	0
CNC03360_2	1068356	1068333	24	-	utr3E	54	32	19	14	10	6	40	27	36	26	38	36	22	22	33	9	7	16
CNC03380_1	1071534	1071511	24	-	utr3E	528	336	264	495	415	256	707	639	803	640	695	562	345	221	237	43	10	21
CNC03380_2	1071685	1071670	16	-	utr3E	44	42	17	54	51	29	16	17	23	39	43	24	28	20	16	6	7	6
CNC03380_3	1074946	1074924	23	-	utr5E	4	2	1	0	0	0	1	3	9	2	3	2	4	2	1	43	16	18
CNC03410_1	1079577	1079529	49	-	utr3E	148	80	51	25	18	18	37	25	21	30	43	33	47	25	26	13	10	10
CNC03430_1	1082002	1081994	9	-	utr3E	1	1	2	0	0	0	0	0	0	8	8	7	0	0	0	0	0	0
CNC03430_2	1082081	1082067	15	-	utr3E	136	47	45	67	53	42	23	30	40	62	72	69	63	48	64	41	16	42
CNC03435_1	1084498	1084496	3	-	utr3E	0	0	0	23	11	10	0	0	0	2	2	2	0	0	0	0	0	0
CNC03435_2	1085475	1085388	88	-	utr5E	0	0	0	0	0	0	5	5	7	9	5	11	0	0	0	0	0	0
CNC03440_1	1085606	1085581	26	-	utr3E	141	85	50	87	68	42	43	40	70	98	68	66	63	38	48	26	12	18
CNC03440_2	1086505	1086499	7	-	cdsE	2	1	7	1	3	1	0	0	0	33	39	32	0	0	0	0	0	0
CNC03440_3	1089658	1089649	10	-	utr5E	220	81	56	157	81	54	100	104	194	104	132	125	39	45	27	800	401	617
CNC03460_1	1091968	1091934	35	-	utr3E	331	122	98	189	129	89	255	228	378	184	190	175	105	123	106	21	11	13
CNC03460_2	1094386	1094254	133	-	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	23	30
CNC03480_1	1098702	1098693	10	-	utr3E	691	429	256	426	322	263	137	107	128	136	110	78	481	323	312	94	45	58
CNC03480_2	1098773	1098754	20	-	utr3E	158	50	43	91	56	54	27	25	31	30	33	28	92	64	58	35	20	40
CNC03480_3	1099877	1099870	8	-	cdsE	337	208	166	234	190	133	64	51	70	79	65	64	221	152	120	36	17	21
CNC03500_1	1106526	1106514	13	-	utr3E	103	39	21	30	19	12	47	40	44	66	63	43	44	23	33	12	6	9
CNC03500_2	1106594	1106582	13	-	utr3E	319	169	79	96	63	36	112	132	143	111	108	106	152	124	155	78	48	74
CNC03530_1	1117934	1117916	19	-	utr3E	2261	975	638	798	457	352	598	527	724	979	1027	828	765	719	648	413	217	353
CNC03545_1	1121057	1121010	48	-	utr3E	21	7	7	5	4	2	14	15	13	9	17	8	7	5	7	4	8	7
CNC03545_2	1121658	1121657	2	-	cdsE	0	0	0	0	0	0	0	0	0	6	5	3	0	0	0	0	0	0
CNC03545_3	1122515	1122515	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNC03560_1	1126688	1126677	12	-	utr3E	17	21	14	31	16	24	5	8	11	10	13	14	11	4	6	8	3	1
CNC03560_2	1126950	1126863	88	-	utr3E	68	63	46	37	26	28	34	26	51	50	41	41	38	39	42	16	18	14
CNC03580_1	1133742	1133728	15	-	utr3E	72	32	41	92	56	49	23	26	33	98	96	66	27	12	11	51	39	52
CNC03605_1	1142267	1142267	1	-	utr3E	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNC03605_2	1143699	1143691	9	-	utr5E	18	7	5	8	3	3	28	29	42	13	8	11	7	5	7	21	14	16
CNC03630_1	1146983	1146831	153	-	utr3E	18	14	9	27	25	14	5	4	4	12	15	17	15	11	16	5	6	3
CNC03630_2	1147195	1147189	7	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	6	3	7	0	0	0
CNC03630_3	1148674	1148668	7	-	utr5E	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	107	87	69
CNC03660_1	1156148	1156136	13	-	utr3E	25	22	19	84	29	22	1	1	1	20	17	15	8	4	9	1	1	1
CNC03690_1	1165567	1165557	11	-	utr3E	71	32	28	91	56	56	27	33	34	76	74	76	43	24	14	6	5	6
CNC03700_1	1167431	1167379	53	-	utr3E	6996	4148	2728	3058	2195	1740	4943	4733	6706	3227	3517	3024	2814	2175	1916	2313	1434	2281
CNC03710_1	1169881	1169873	9	-	utr3E	4	6	6	17	8	3	6	7	11	3	8	5	13	2	5	0	0	0
CNC03710_2	1171303	1171236	68	-	cdsE	12	14	4	16	12	5	1	3	6	15	13	12	15	24	17	2	2	4
CNC03710_3	1171477	1171477	1	-	cdsE	8	1	6	3	3	1	8	5	7	7	9	6	8	13	3	3	1	3
CNC03710_4	1171574	1171556	19	-	cdsE	31	17	9	30	23	14	13	16	11	17	16	18	12	15	17	2	1	4
CNC03750_1	1179893	1179833	61	-	utr3E	186	134	100	34	24	11	171	122	193	205	212	145	91	54	53	22	11	22
CNC03790_1	1185962	1185943	20	-	utr3E	117	61	36	89	49	30	62	35	64	81	92	72	40	36	42	20	12	30
CNC03800_1	1188259	1188231	29	-	utr3E	7	6	3	19	10	9	2	7	6	7	9	8	6	7	7	2	2	2
CNC03830_1	1193993	1193909	85	-	utr3E	1589	797	563	622	377	337	307	265	325	514	570	429	723	485	467	533	339	576
CNC03860_1	1198803	1198801	3	-	utr3E	44	26	18	32	23	14	59	57	101	89	105	78	20	18	17	4	6	6
CNC03860_2	1198966	1198966	1	-	cdsE	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0
CNC03860_3	1201536	1201536	1	-	cdsE	3	2	1	0	0	0	3	2	3	0	0	0	0	0	0	2	1	2
CNC03870_1	1202781	1202777	5	-	utr3E	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	9	2	13
CNC03870_2	1202897	1202897	1	-	cdsE	0	0	0	0	0	0	0	0	0	6	5	9	0	0	0	0	0	0
CNC03900_1	1209135	1209123	13	-	utr3E	74	57	44	29	28	14	15	14	13	23	23	18	20	21	20	9	7	4
CNC03900_2	1209228	1209225	4	-	cdsE	33	30	14	27	27	16	0	0	0	0	0	0	0	0	0	12	9	5
CNC03900_3	1210164	1210164	1	-	cdsE	5	2	1	0	0	0	0	0	0	2	6	1	2	1	1	0	0	0
CNC03925_1	1216786	1216762	25	-	utr3E	94	59	41	97	58	47	86	56	110	101	108	76	68	54	56	13	5	9
CNC03925_2	1218124	1218113	12	-	cdsE	2	3	5	1	2	2	6	3	3	4	1	1	0	0	0	10	6	9
CNC03930_1	1218842	1218794	49	-	utr3E	49	33	17	36	19	10	30	33	48	45	53	43	16	18	16	0	0	0
CNC03940_1	1222565	1222550	16	-	utr3E	15	6	11	14	11	8	10	16	12	8	18	14	18	10	9	0	0	0
CNC03940_2	1222565	1222565	1	-	utr3E	15	6	11	14	11	8	10	16	12	0	0	0	18	10	9	0	0	0
CNC03940_3	1222777	1222707	71	-	utr3E	75	31	19	87	64	51	19	17	28	18	14	15	28	12	15	18	8	10
CNC03940_4	1223018	1223014	5	-	cdsE	6	5	6	18	28	10	11	13	7	11	15	9	13	3	10	4	5	3
CNC03940_5	1223335	1223334	2	-	cdsE	7	4	5	15	13	6	10	9	8	9	8	10	14	10	11	5	2	3
CNC03940_6	1226442	1226441	2	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	4
CNC03970_1	1236305	1236284	22	-	utr3E	62	30	28	20	14	8	0	0	0	13	15	11	19	20	14	9	2	8
CNC03970_2	1236525	1236492	34	-	utr3E	63	49	31	14	15	7	22	24	27	29	37	30	39	34	49	15	4	10
CNC04000_1	1242121	1242099	23	-	utr3E	127	63	46	74	65	44	17	16	30	32	25	21	46	31	24	121	83	104
CNC04030_1	1247139	1247133	7	-	utr3E	66	48	40	40	34	19	53	54	52	87	81	65	70	35	34	5	2	6
CNC04040_1	1249819	1249819	1	-	utr3E	12	7	4	4	7	2	3	3	5	4	5	8	3	3	1	3	1	1
CNC04040_2	1249962	1249882	81	-	utr3E	47	19	10	14	6	6	38	30	34	42	42	32	23	29	34	11	12	8
CNC04060_1	1253793	1253700	94	-	utr3E	146	70	61	68	27	34	92	75	123	59	87	81	234	142	136	16	6	12
CNC04080_1	1258000	1257987	14	-	utr3E	2	1	2	21	14	8	0	0	0	0	0	0	1	2	1	0	0	0
CNC04080_2	1258848	1258848	1	-	cdsI	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
CNC04080_3	1259290	1259290	1	-	cdsE	0	0	0	1	1	2	5	6	12	0	0	0	0	0	0	0	0	0
CNC04080_4	1259489	1259489	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
CNC04080_5	1259527	1259526	2	-	utr5E	0	0	0	8	4	2	6	5	6	8	6	11	10	2	4	0	0	0
CNC04080_6	1259527	1259527	1	-	utr5E	0	0	0	8	4	2	6	5	6	0	0	0	10	2	4	0	0	0
CNC04100_1	1259837	1259837	1	-	utr3E	2	2	2	11	7	4	1	2	1	2	6	7	0	0	0	0	0	0
CNC04100_2	1260994	1260983	12	-	utr3E	193	92	66	15	12	17	38	39	49	106	118	94	98	121	79	36	13	28
CNC04130_1	1266229	1266171	59	-	utr3E	2032	1738	1123	950	459	302	712	625	867	1535	1774	1449	1253	1132	1172	289	163	246
CNC04150_1	1269321	1269321	1	-	utr3E	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	0	0	0
CNC04150_2	1269322	1269322	1	-	utr3E	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNC04150_3	1269388	1269388	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6
CNC04150_4	1271360	1271354	7	-	cdsI	2	2	2	0	0	0	0	0	0	16	14	13	0	0	0	0	0	0
CNC04150_5	1271674	1271674	1	-	utr5E	0	0	0	2	1	1	3	3	7	6	7	4	0	0	0	19	5	5
CNC04180_1	1275222	1275208	15	-	utr3E	1241	791	470	148	88	66	130	124	194	74	90	68	70	64	52	546	366	523
CNC04190_1	1277894	1277878	17	-	utr3E	8	2	3	1	2	3	15	22	19	4	7	7	0	0	0	0	0	0
CNC04190_2	1278054	1278054	1	-	utr3E	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0
CNC04190_3	1278145	1278145	1	-	cdsE	0	0	0	0	0	0	4	7	6	0	0	0	0	0	0	0	0	0
CNC04190_4	1279565	1279564	2	-	cdsE	8	3	1	1	2	2	11	5	8	5	3	8	0	0	0	0	0	0
CNC04210_1	1282419	1282419	1	-	utr3E	3	6	2	7	1	1	0	0	0	6	1	2	0	0	0	0	0	0
CNC04210_2	1282987	1282960	28	-	cdsE	0	0	0	6	7	3	16	21	30	3	1	1	0	0	0	0	0	0
CNC04210_3	1283113	1283110	4	-	cdsI	1	1	2	4	4	2	5	2	2	0	0	0	0	0	0	0	0	0
CNC04210_4	1283420	1283420	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	0	0	0
CNC04210_5	1283898	1283897	2	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	19
CNC04210_6	1283992	1283953	40	-	utr5E	3	2	1	0	0	0	7	8	8	8	9	2	2	1	1	50	16	25
CNC04220_1	1285795	1285791	5	-	utr3E	18	16	10	12	11	12	10	8	6	4	1	4	10	4	11	0	0	0
CNC04220_2	1285795	1285795	1	-	utr3E	18	16	10	0	0	0	10	8	6	4	1	4	0	0	0	0	0	0
CNC04240_1	1290360	1290315	46	-	utr3E	49	27	24	29	12	17	7	8	15	11	12	10	28	17	27	6	7	10
CNC04280_1	1298042	1297894	149	-	utr3E	1115	626	375	667	443	310	208	204	258	243	177	145	629	396	446	146	96	142
CNC04290_1	1302197	1302136	62	-	utr3E	24599	14960	10715	10027	8488	6423	3912	3561	4810	5806	6053	4945	11016	7182	6657	6123	2443	3758
CNC04300_1	1304256	1304233	24	-	utr3E	949	506	320	220	193	119	191	159	244	251	240	190	318	180	224	145	81	120
CNC04310_1	1306715	1306708	8	-	utr3E	1782	1918	1211	180	119	89	308	289	342	437	502	436	427	358	356	308	167	261
CNC04330_1	1312991	1312897	95	-	utr3E	231	146	111	107	88	51	50	52	78	128	111	115	101	69	67	40	41	29
CNC04350_1	1318328	1318298	31	-	cdsI	4	3	3	4	4	2	0	0	0	0	0	0	0	0	0	4	2	3
CNC04380_1	1325380	1325371	10	-	utr3E	27	4	9	54	27	36	4	11	11	20	11	17	10	4	6	14	10	15
CNC04390_1	1326880	1326870	11	-	utr3E	33	29	24	70	49	43	42	28	53	66	51	49	60	39	40	10	15	4
CNC04390_2	1329299	1329295	5	-	cdsE	2	2	4	0	0	0	9	7	7	13	7	14	0	0	0	19	8	5
CNC04390_3	1329556	1329556	1	-	cdsE	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	3	5	1
CNC04400_1	1331655	1331645	11	-	utr3E	29	25	18	54	33	18	14	11	20	37	14	26	15	3	12	8	6	6
CNC04400_2	1335731	1335726	6	-	cdsI	40	17	19	27	11	20	13	13	4	15	19	9	17	18	8	2	1	1
CNC04415_1	1338536	1338493	44	-	utr3E	152	77	79	206	154	107	75	70	92	233	206	155	114	90	89	32	15	19
CNC04415_2	1339784	1339767	18	-	cdsI	1	1	1	0	0	0	13	15	12	0	0	0	0	0	0	53	21	34
CNC04430_1	1341822	1341815	8	-	utr3E	19	19	11	32	7	7	5	8	9	5	8	7	9	12	6	25	14	34
CNC04430_2	1342012	1342011	2	-	cdsE	0	0	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0
CNC04440_1	1344133	1344112	22	-	utr3E	663	433	247	249	148	125	176	156	209	233	285	220	203	183	145	171	91	165
CNC04460_1	1352784	1352775	10	-	utr3E	330	257	167	364	209	179	143	148	231	253	274	228	226	170	143	32	15	28
CNC04470_1	1355983	1355935	49	-	utr3E	369	239	193	404	263	201	192	168	242	204	185	168	261	178	165	81	26	81
CNC04480_1	1357990	1357988	3	-	utr3E	21	10	11	52	31	21	11	14	19	25	26	27	10	9	4	32	26	20
CNC04480_2	1360701	1360685	17	-	utr5E	2	6	2	0	0	0	7	9	6	2	6	3	0	0	0	16	15	10
CNC04510_1	1368491	1368488	4	-	utr3E	23	4	6	15	10	7	9	10	9	5	7	7	11	11	8	5	2	1
CNC04510_2	1368586	1368553	34	-	utr3I	8	9	8	42	35	20	18	9	26	12	10	15	19	17	11	3	2	5
CNC04530_1	1374651	1374598	54	-	utr3E	419	227	172	137	79	51	196	178	299	196	186	146	187	177	159	91	41	60
CNC04560_1	1380160	1380128	33	-	utr3E	21	23	15	173	98	76	347	334	365	60	95	56	19	17	21	15	7	14
CNC04560_2	1382045	1382045	1	-	utr5E	0	0	0	0	0	0	6	6	6	3	3	5	0	0	0	8	7	2
CNC04580_1	1385350	1385331	20	-	utr3E	724	301	254	174	122	91	109	130	156	161	183	110	260	211	212	240	146	217
CNC04590_1	1387228	1387180	49	-	utr3E	720	539	384	244	113	92	560	480	684	383	437	350	165	94	90	55	34	33
CNC04590_2	1387292	1387284	9	-	utr3E	27	19	8	29	10	11	24	16	27	27	30	16	12	14	16	0	0	0
CNC04600_1	1389053	1389040	14	-	utr3E	488	485	332	269	184	124	156	134	189	358	408	309	366	240	302	159	93	116
CNC04620_1	1394305	1394270	36	-	utr3E	83	40	20	44	23	22	93	70	107	150	153	135	23	23	24	3	4	5
CNC04630_1	1395672	1395599	74	-	utr3E	1	1	1	74	45	40	7	4	9	4	7	2	15	7	9	0	0	0
CNC04630_2	1395914	1395869	46	-	utr3I	114	45	35	370	215	194	11	18	24	15	16	3	53	47	33	35	30	28
CNC04645_1	1399983	1399965	19	-	utr3E	86	51	36	85	66	45	111	125	176	56	60	34	47	32	33	70	39	65
CNC04700_1	1418776	1418767	10	-	utr3E	160	178	117	231	179	108	37	29	26	38	34	33	88	49	64	72	51	61
CNC04740_1	1433283	1433258	26	-	utr3E	94	74	59	16	18	10	31	36	40	63	49	39	50	37	48	0	0	0
CNC04740_2	1433377	1433373	5	-	utr3E	6	41	16	2	1	1	2	2	3	4	9	8	13	12	15	5	1	1
CNC04750_1	1436822	1436809	14	-	utr3E	313	210	145	238	180	146	42	29	49	118	121	85	101	84	81	83	32	48
CNC04750_2	1436911	1436898	14	-	utr3E	738	396	237	279	251	150	154	142	168	204	203	177	295	168	156	119	82	93
CNC04800_1	1447804	1447801	4	-	utr3E	17	13	10	9	7	6	6	6	10	9	10	10	8	11	5	1	1	1
CNC04800_2	1449098	1449098	1	-	utr5E	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0
CNC04800_3	1449099	1449099	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4
CNC04803_1	1451562	1451500	63	-	utr3E	0	0	0	0	0	0	250	221	364	92	112	72	1	2	1	1	2	4
CNC04803_2	1452712	1452712	1	-	utr5E	5	4	2	3	5	4	12	6	3	0	0	0	2	1	1	17	9	15
CNC04805_1	1453564	1453555	10	-	utr3E	0	0	0	47	17	15	0	0	0	3	3	6	0	0	0	0	0	0
CNC04805_2	1454907	1454865	43	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	33	28
CNC04805_3	1454995	1454959	37	-	utr5E	0	0	0	2	3	1	24	16	29	11	12	5	0	0	0	10	5	5
CNC04810_1	1456295	1456217	79	-	utr3E	17	15	8	34	25	10	20	18	16	14	18	21	6	5	8	1	1	3
CNC04830_1	1462253	1462191	63	-	utr3E	23	26	16	1	3	3	15	5	13	16	21	16	33	16	26	3	4	6
CNC04830_2	1464357	1464339	19	-	utr5E	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	6	2	2
