name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c
CNAG_02930_2	419276	419201	76	-	cdsE	25	46	36	1	3	6	10	10	13	6	8	5
CNAG_02930_3	420365	420363	3	-	cdsE	0	0	0	3	2	4	0	0	0	0	0	0
CNAG_02930_4	420407	420384	24	-	cdsE	6	7	5	0	0	0	0	0	0	0	0	0
CNAG_02930_5	423166	423166	1	-	cdsE	0	0	0	2	1	2	0	0	0	0	0	0
CNAG_02930_6	424487	424434	54	-	utr5E	11	17	18	1	1	1	2	5	6	0	0	0
CNAG_02932_1	417431	417407	25	-	utr5E	2	2	6	1	3	1	4	5	5	3	1	2
CNAG_02933_1	414424	414416	9	-	cdsE	20	18	16	0	0	0	9	9	8	11	2	5
CNAG_02933_2	415496	415386	111	-	utr5E	76	124	136	96	82	88	144	131	136	127	76	118
CNAG_02934_1	410698	410588	111	-	cdsE	0	0	0	0	0	0	0	0	0	34	24	27
CNAG_02934_2	410924	410795	130	-	cdsE	0	0	0	1	3	3	7	9	12	52	37	24
CNAG_02934_3	413274	413220	55	-	utr5E	17	9	7	65	75	56	151	91	68	89	59	60
CNAG_02935_1	408799	408799	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	2
CNAG_02935_2	409502	409498	5	-	cdsE	0	0	0	5	4	7	0	0	0	1	2	2
CNAG_02935_3	409631	409631	1	-	cdsE	0	0	0	0	0	0	0	0	0	2	2	1
CNAG_02935_4	409968	409875	94	-	utr5E	30	29	30	17	15	15	17	13	8	6	9	8
CNAG_02938_1	396972	396832	141	-	utr5E	1410	1607	1040	1053	753	830	940	941	777	1052	574	751
CNAG_02941_1	387365	387256	110	-	cdsE	236	309	249	149	129	116	99	95	106	150	107	80
CNAG_02941_2	387671	387554	118	-	cdsE	183	221	113	62	82	76	67	43	29	193	126	106
CNAG_02941_3	387884	387730	155	-	utr5E	778	653	406	848	879	510	471	424	328	1030	702	823
CNAG_02942_1	385734	385394	341	-	utr5E	402	454	305	522	585	461	217	194	209	268	137	193
CNAG_02943_1	383268	382569	700	-	utr5E	13365	11474	7220	11857	10199	8629	6067	5216	5478	4730	2873	3596
CNAG_02944_1	377893	377870	24	-	utr3E	0	0	0	0	0	0	0	0	0	7	6	11
CNAG_02944_2	378659	378659	1	-	cdsE	1	3	1	4	1	4	3	2	1	3	1	1
CNAG_02944_3	379929	379929	1	-	utr5E	6	2	5	0	0	0	0	0	0	1	1	1
CNAG_02944_4	380451	380377	75	-	utr5E	21	29	21	19	14	15	92	85	84	8	11	11
CNAG_02950_1	363255	363144	112	-	cdsE	0	0	0	2	2	2	3	4	6	80	62	66
CNAG_02950_2	363387	363317	71	-	cdsE	0	0	0	9	14	13	3	5	6	10	8	1
CNAG_02950_3	364076	364076	1	-	cdsI	3	24	19	1	3	1	8	13	11	1	4	1
CNAG_02950_4	365783	365783	1	-	cdsE	14	16	15	6	19	16	8	5	5	12	17	6
CNAG_02950_5	365901	365857	45	-	utr5E	75	74	37	59	43	48	38	45	39	47	44	39
CNAG_02952_1	360509	360445	65	-	utr5E	485	822	916	544	453	477	550	537	458	475	271	335
CNAG_02955_1	354500	354203	298	-	utr5E	343	327	228	216	196	236	171	155	131	120	62	75
CNAG_02959_1	336982	336982	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	1
CNAG_02959_2	339533	339508	26	-	utr5E	1	1	1	0	0	0	2	2	6	0	0	0
CNAG_02959_3	339533	339533	1	-	utr5E	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_02963_1	327936	327936	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_02963_2	328077	328050	28	-	cdsE	0	0	0	0	0	0	3	3	3	0	0	0
CNAG_02963_3	328120	328120	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	2
CNAG_02963_4	328200	328200	1	-	cdsE	0	0	0	2	3	3	1	1	1	0	0	0
CNAG_02963_5	328911	328892	20	-	cdsE	0	0	0	13	26	17	0	0	0	3	3	1
CNAG_02963_6	329964	329949	16	-	utr5E	30	44	50	7	6	4	24	20	15	4	1	4
CNAG_02966_1	323340	323276	65	-	utr5E	64	100	55	43	20	27	202	240	292	39	21	32
CNAG_02966_2	323477	323454	24	-	utr5E	13	24	19	14	11	7	25	16	13	1	3	4
CNAG_02967_1	320886	320689	198	-	utr5E	1019	1106	739	992	809	635	848	869	804	3004	1383	2400
CNAG_02969_1	316120	316120	1	-	cdsE	1	1	2	0	0	0	0	0	0	1	1	2
CNAG_02969_2	316339	316339	1	-	cdsE	0	0	0	0	0	0	0	0	0	4	2	1
CNAG_02969_3	316868	316730	139	-	cdsI	27	36	28	0	0	0	0	0	0	0	0	0
CNAG_02969_4	317056	316924	133	-	cdsE	24	37	24	11	13	18	1	1	1	1	1	2
CNAG_02969_5	318089	318031	59	-	utr5E	35	26	17	32	25	28	4	10	6	8	3	3
CNAG_02972_1	307537	307537	1	-	cdsE	1	3	2	0	0	0	0	0	0	0	0	0
CNAG_02975_1	301398	301334	65	-	utr3E	66	105	69	38	36	27	34	37	38	5	2	3
CNAG_02975_2	301582	301575	8	-	cdsE	0	0	0	0	0	0	1	1	1	13	3	5
CNAG_02975_3	303299	303265	35	-	utr5E	72	94	72	44	59	41	60	49	61	28	20	20
CNAG_02977_1	296248	296246	3	-	cdsE	0	0	0	5	4	7	0	0	0	0	0	0
CNAG_02977_2	299466	299394	73	-	utr5E	75	79	72	32	30	29	56	54	61	37	25	29
CNAG_02978_1	293514	293448	67	-	utr5E	342	329	209	203	160	145	115	98	77	87	58	62
CNAG_02980_1	289839	289828	12	-	cdsE	0	0	0	15	20	20	2	2	3	11	5	9
CNAG_02980_2	289896	289896	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_02980_3	289915	289915	1	-	cdsE	1	2	1	0	0	0	0	0	0	0	0	0
CNAG_02980_4	289971	289971	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_02980_5	290033	290033	1	-	cdsE	0	0	0	0	0	0	1	1	4	4	1	1
CNAG_02980_6	290049	290043	7	-	cdsE	2	2	2	0	0	0	0	0	0	0	0	0
CNAG_02980_7	290272	290272	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	3
CNAG_02980_8	290874	290874	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_02980_9	291033	291033	1	-	cdsI	2	3	1	0	0	0	0	0	0	0	0	0
CNAG_02980_10	291255	291255	1	-	cdsE	0	0	0	0	0	0	1	1	4	0	0	0
CNAG_02980_11	291322	291322	1	-	cdsE	0	0	0	6	19	9	0	0	0	0	0	0
CNAG_02982_1	281268	281245	24	-	cdsE	0	0	0	2	3	2	0	0	0	13	10	16
CNAG_02982_2	281562	281476	87	-	cdsE	0	0	0	2	1	1	0	0	0	23	10	14
CNAG_02982_3	283703	283703	1	-	cdsE	0	0	0	3	4	6	0	0	0	0	0	0
CNAG_02982_4	283760	283760	1	-	cdsE	8	17	16	3	4	4	7	10	12	0	0	0
CNAG_02982_5	284198	284165	34	-	utr5E	55	28	32	16	11	11	26	21	14	29	22	37
CNAG_02985_1	276064	275960	105	-	utr5E	632	943	904	1040	857	678	499	445	479	680	316	483
CNAG_02986_1	274082	273718	365	-	utr5E	15559	16698	7000	17829	16418	12357	5979	6353	6164	17391	9013	13828
CNAG_02994_1	257041	256905	137	-	utr5E	649	801	557	751	636	575	281	276	283	481	298	384
CNAG_02996_1	250730	250533	198	-	cdsE	92	116	100	86	79	76	48	48	57	32	25	24
CNAG_02996_2	250925	250791	135	-	cdsE	32	52	34	86	94	56	48	44	49	91	48	68
CNAG_02996_3	251862	251703	160	-	cdsE	344	345	211	559	516	344	674	610	694	887	624	825
CNAG_02997_1	245831	245831	1	-	cdsE	0	0	0	0	0	0	0	0	0	5	2	1
CNAG_02997_2	246164	246164	1	-	cdsE	0	0	0	2	2	2	0	0	0	0	0	0
CNAG_02997_3	250020	249949	72	-	utr5E	64	58	62	10	10	12	34	34	24	14	6	3
CNAG_02999_1	239501	239329	173	-	cdsE	0	0	0	3	2	2	2	1	2	16	9	8
CNAG_02999_2	242582	242547	36	-	utr5E	68	104	87	34	34	23	24	27	34	20	18	16
CNAG_03001_1	235213	235124	90	-	cdsE	0	0	0	0	0	0	1	1	1	25	12	14
CNAG_03001_2	237416	237374	43	-	utr5E	76	99	82	42	48	43	66	66	52	49	44	39
CNAG_03004_1	231281	231207	75	-	utr5E	663	878	836	982	859	690	945	808	959	866	425	573
CNAG_03006_1	226882	226882	1	-	cdsI	0	0	0	2	2	2	0	0	0	0	0	0
CNAG_03006_2	228303	228291	13	-	utr5E	13	12	11	5	3	2	5	2	4	1	2	2
CNAG_03007_1	225976	225725	252	-	utr5E	2895	5538	4917	4715	3307	3811	5259	5511	4917	9070	4378	6404
CNAG_03009_1	222819	222774	46	-	utr5E	3	4	3	0	0	0	1	2	5	2	2	3
CNAG_03012_1	215463	215168	296	-	utr5E	16382	25200	18103	22496	16991	16175	53162	54171	52124	41619	24329	30823
CNAG_03014_1	206295	206254	42	-	utr5E	16	15	15	8	12	11	15	16	16	47	36	42
CNAG_03015_1	204307	204231	77	-	utr5E	356	635	593	556	372	514	122	153	147	183	99	133
CNAG_03017_1	199955	199846	110	-	cdsE	5	4	2	1	2	1	1	1	1	37	14	12
CNAG_03017_2	201372	201341	32	-	utr5E	104	82	80	31	38	20	38	55	35	66	50	50
CNAG_03018_1	195209	195209	1	-	cdsE	5	28	16	5	11	5	9	15	12	0	0	0
CNAG_03018_2	198030	198003	28	-	utr5E	37	62	44	19	19	27	23	31	25	7	4	14
CNAG_03021_1	186217	186192	26	-	cdsE	0	0	0	0	0	0	0	0	0	7	2	2
CNAG_03021_2	187881	187881	1	-	utr5E	0	0	0	0	0	0	0	0	0	3	2	2
CNAG_03021_3	187990	187967	24	-	utr5E	3	3	3	0	0	0	17	16	14	17	13	12
CNAG_03023_1	180565	180526	40	-	cdsE	0	0	0	0	0	0	0	0	0	15	11	14
CNAG_03023_2	182305	182285	21	-	cdsE	2	3	3	2	7	2	0	0	0	0	0	0
CNAG_03023_3	182493	182353	141	-	cdsE	56	68	55	13	9	9	12	12	12	8	7	6
CNAG_03023_4	184092	184026	67	-	utr5E	72	68	58	14	13	12	32	32	40	5	4	3
CNAG_03026_1	167454	167288	167	-	utr5E	515	649	389	456	401	296	413	466	434	263	141	183
CNAG_03028_1	163104	163005	100	-	utr5E	160	203	158	110	107	107	198	150	131	113	58	104
CNAG_03032_1	158134	158022	113	-	utr5E	404	686	739	593	490	391	428	445	391	370	198	322
CNAG_03034_1	153808	153805	4	-	cdsE	0	0	0	0	0	0	0	0	0	10	4	13
CNAG_03034_2	153970	153970	1	-	cdsE	0	0	0	2	1	1	0	0	0	0	0	0
CNAG_03034_3	154650	154585	66	-	utr5E	35	20	18	7	10	11	25	13	15	35	26	30
CNAG_03036_1	147838	147838	1	-	cdsE	0	0	0	2	1	2	0	0	0	0	0	0
CNAG_03036_2	147976	147976	1	-	cdsE	1	2	4	0	0	0	0	0	0	0	0	0
CNAG_03036_3	149246	149193	54	-	utr5E	2	1	3	4	2	4	3	8	7	0	0	0
CNAG_03038_1	142904	142863	42	-	utr5E	123	173	196	168	111	98	165	183	159	172	165	104
CNAG_03040_1	139169	138992	178	-	utr5E	685	734	406	895	703	682	446	454	468	391	302	346
CNAG_03044_1	132111	132111	1	-	cdsE	0	0	0	2	1	3	0	0	0	0	0	0
CNAG_03044_2	132760	132735	26	-	utr5E	15	32	21	22	18	15	7	10	9	0	0	0
CNAG_03049_1	121579	121471	109	-	utr5E	3892	6123	5324	4179	3058	3662	2452	2326	2616	1717	1110	1273
CNAG_03051_1	116660	116505	156	-	utr5E	30	52	58	25	16	12	54	65	66	72	41	70
CNAG_03053_1	109126	108901	226	-	utr5E	7966	11082	8762	9181	6805	8563	1973	2012	1825	2504	1404	1910
CNAG_03055_1	106106	106017	90	-	utr5E	248	412	453	409	327	315	519	536	527	366	164	252
CNAG_03056_1	103373	103373	1	-	cdsE	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_03056_2	103700	103700	1	-	cdsE	0	0	0	0	0	0	0	0	0	2	1	1
CNAG_03056_3	103965	103965	1	-	utr5E	0	0	0	5	1	3	0	0	0	0	0	0
CNAG_03056_4	104150	104098	53	-	utr5E	0	0	0	0	0	0	0	0	0	6	5	7
CNAG_03057_1	99873	99873	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_03057_2	100052	100011	42	-	cdsE	1	1	2	0	0	0	10	7	8	0	0	0
CNAG_03057_3	100234	100234	1	-	cdsE	1	3	4	0	0	0	0	0	0	0	0	0
CNAG_03057_4	101870	101828	43	-	cdsE	0	0	0	0	0	0	2	3	3	0	0	0
CNAG_03057_5	102642	102642	1	-	utr5E	0	0	0	0	0	0	0	0	0	1	3	1
CNAG_03057_6	102648	102646	3	-	utr5E	14	10	7	0	0	0	3	4	3	0	0	0
CNAG_03059_1	96977	96879	99	-	cdsE	0	0	0	44	48	41	7	4	3	50	21	25
CNAG_03059_2	98347	98256	92	-	utr5E	101	146	74	160	136	90	44	50	57	22	23	22
CNAG_03060_1	91320	91147	174	-	cdsE	0	0	0	40	31	35	1	1	1	57	54	39
CNAG_03060_2	93379	93203	177	-	utr5E	36	32	33	32	28	24	41	27	21	49	30	37
CNAG_03061_1	88186	88186	1	-	cdsE	0	0	0	2	1	2	0	0	0	0	0	0
CNAG_03061_2	89684	89617	68	-	utr5E	39	38	58	10	10	11	38	23	23	12	13	6
CNAG_03063_1	75916	75870	47	-	cdsE	0	0	0	4	5	4	5	8	2	15	15	6
CNAG_03063_2	76791	76752	40	-	cdsE	3	3	4	8	5	14	0	0	0	0	0	0
CNAG_03063_3	77196	77114	83	-	cdsE	17	15	16	0	0	0	3	3	6	0	0	0
CNAG_03063_4	78335	78328	8	-	cdsE	13	14	12	8	6	4	1	1	1	0	0	0
CNAG_03063_5	79070	79006	65	-	cdsE	6	3	3	5	3	7	6	4	6	23	12	13
CNAG_03063_6	79162	79154	9	-	cdsE	15	18	14	7	5	4	1	1	1	0	0	0
CNAG_03063_7	82370	82338	33	-	utr5E	84	52	25	12	24	10	28	23	12	3	4	5
CNAG_03065_1	74449	74358	92	-	utr5E	369	572	516	441	355	426	314	289	221	264	141	197
CNAG_03067_1	68185	68108	78	-	cdsE	0	0	0	3	2	2	2	2	2	15	4	8
CNAG_03067_2	69913	69861	53	-	utr5E	55	33	27	37	26	20	36	47	24	58	37	44
CNAG_03069_1	65646	65530	117	-	cdsE	3	9	5	9	3	12	10	12	8	58	57	58
CNAG_03069_2	66571	66489	83	-	utr5E	155	226	162	196	149	161	131	172	139	212	131	165
CNAG_03070_1	64825	64756	70	-	utr5E	116	151	140	76	57	61	57	61	40	25	24	35
CNAG_03071_1	61909	61909	1	-	cdsE	0	0	0	2	1	2	0	0	0	1	1	1
CNAG_03071_2	62173	62134	40	-	cdsE	1	1	1	1	1	2	2	3	2	2	2	1
CNAG_03071_3	63026	62977	50	-	utr5E	21	27	29	12	7	9	17	17	13	22	16	17
CNAG_03072_1	60352	60243	110	-	utr5E	2922	3312	2662	2523	1549	1694	1248	1369	1292	901	583	739
CNAG_03075_1	53878	53789	90	-	utr5E	306	404	354	245	205	188	334	340	300	227	150	216
CNAG_03076_1	49787	49664	124	-	utr3E	0	0	0	0	0	0	21	17	16	55	24	29
CNAG_03076_2	51326	51326	1	-	cdsE	0	0	0	3	1	1	1	1	1	5	4	2
CNAG_03079_1	44007	43801	207	-	cdsE	0	0	0	4	3	1	9	7	8	133	70	99
CNAG_03079_2	44219	44166	54	-	cdsE	0	0	0	6	8	6	8	7	9	3	12	4
CNAG_03079_3	44615	44609	7	-	cdsE	7	5	4	0	0	0	0	0	0	0	0	0
CNAG_03079_4	44830	44829	2	-	cdsE	0	0	0	6	4	4	0	0	0	0	0	0
CNAG_03079_5	45081	45063	19	-	utr5E	19	20	18	15	13	10	8	7	6	7	5	7
CNAG_03081_1	38296	38225	72	-	cdsE	0	0	0	4	4	7	4	3	2	15	20	18
CNAG_03081_2	39262	39193	70	-	cdsE	0	0	0	1	2	1	1	1	2	22	13	11
CNAG_03081_3	40280	40242	39	-	utr5E	248	197	164	89	92	85	123	96	65	52	31	40
CNAG_06879_1	1410876	1410774	103	-	utr5E	243	420	365	212	221	173	140	139	126	95	51	64
CNAG_06880_1	1411481	1411217	265	-	utr3E	8	2	4	28	31	17	1	2	1	103	75	63
CNAG_06880_2	1412026	1411907	120	-	utr5E	330	508	404	666	471	524	310	323	344	374	235	313
CNAG_06882_1	1414010	1413824	187	-	utr5E	586	607	677	308	301	291	587	381	400	307	180	212
CNAG_06884_1	1418332	1418244	89	-	cdsE	0	0	0	27	25	33	5	3	3	7	4	5
CNAG_06884_2	1419062	1419005	58	-	utr5E	154	222	147	101	71	98	75	80	86	56	17	36
CNAG_06887_1	1427248	1427217	32	-	cdsE	13	10	12	17	13	14	27	30	25	27	19	21
CNAG_06889_1	1432112	1432033	80	-	cdsE	0	0	0	2	4	3	1	1	3	15	14	6
CNAG_06889_2	1432220	1432190	31	-	cdsE	0	0	0	16	14	11	2	1	1	9	13	6
CNAG_06889_3	1432341	1432280	62	-	cdsE	0	0	0	5	6	8	0	0	0	0	0	0
CNAG_06889_4	1432480	1432477	4	-	cdsE	3	4	4	0	0	0	0	0	0	0	0	0
CNAG_06889_5	1433410	1433394	17	-	utr5E	0	0	0	1	2	2	4	8	4	0	0	0
CNAG_06890_1	1437306	1437238	69	-	utr5E	28	36	25	12	6	11	77	69	70	29	20	26
CNAG_06891_1	1440250	1440067	184	-	utr5E	571	795	774	547	435	404	597	583	638	507	257	423
CNAG_06896_1	1446738	1446696	43	-	utr3E	14	23	19	0	0	0	5	4	5	0	0	0
CNAG_06896_2	1446817	1446810	8	-	cdsE	0	0	0	0	0	0	14	11	12	0	0	0
CNAG_06896_3	1449139	1449110	30	-	utr5E	59	62	50	28	25	39	40	32	40	8	6	4
CNAG_06896_4	1449527	1449527	1	-	utr5E	0	0	0	0	0	0	3	3	1	4	1	2
CNAG_06897_1	1450253	1450023	231	-	cdsE	1	1	1	0	0	0	65	58	42	33	30	24
CNAG_06897_2	1450609	1450307	303	-	cdsE	0	0	0	3	1	2	54	48	52	87	54	53
CNAG_06897_3	1450844	1450708	137	-	cdsE	1	1	1	5	7	9	39	23	25	3	5	4
CNAG_06897_4	1452049	1451976	74	-	utr5E	51	68	68	37	40	41	90	80	49	18	17	21
CNAG_06898_1	1459352	1459200	153	-	utr5E	510	478	389	246	242	220	550	540	490	186	159	197
CNAG_06904_1	1476803	1476673	131	-	cdsE	6	3	7	6	4	9	6	7	6	70	55	56
CNAG_06904_2	1478663	1478560	104	-	cdsE	18	20	17	11	9	9	7	6	6	0	0	0
CNAG_06904_3	1479519	1479486	34	-	cdsE	0	0	0	2	4	2	0	0	0	2	1	3
CNAG_06904_4	1480845	1480835	11	-	utr5E	4	6	7	2	4	1	0	0	0	0	0	0
CNAG_06906_1	1484608	1484540	69	-	utr5E	399	498	380	305	194	233	98	129	109	108	64	76
CNAG_06908_1	1487974	1487813	162	-	cdsE	195	328	319	384	256	329	214	245	245	66	34	55
CNAG_06908_2	1488322	1488026	297	-	cdsE	325	323	290	356	266	293	217	210	169	54	37	35
CNAG_06908_3	1489086	1488899	188	-	utr5E	647	836	619	479	333	392	459	440	485	305	177	180
CNAG_06909_1	1491435	1491428	8	-	cdsE	3	1	1	0	0	0	5	7	5	3	4	5
CNAG_06910_1	1494335	1494335	1	-	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_06910_2	1494435	1494428	8	-	utr5E	9	11	9	0	0	0	2	3	2	2	1	1
CNAG_06912_1	1497513	1497450	64	-	utr5E	27	35	35	40	34	35	83	104	88	144	114	113
CNAG_06914_1	1500170	1499946	225	-	cdsI	0	0	0	0	0	0	1	1	1	166	80	121
CNAG_06914_2	1500424	1500351	74	-	cdsE	16	24	11	1	1	1	2	4	3	39	16	27
CNAG_06914_3	1502010	1501780	231	-	utr5E	433	498	472	119	133	120	108	86	83	66	40	41
CNAG_06916_1	1505370	1505370	1	-	cdsE	0	0	0	0	0	0	0	0	0	4	1	2
CNAG_06916_2	1507081	1507081	1	-	cdsE	0	0	0	2	5	1	0	0	0	0	0	0
CNAG_06916_3	1508455	1508358	98	-	utr5E	48	39	45	11	14	14	53	62	27	10	3	8
CNAG_06919_1	1514147	1514124	24	-	utr5E	264	384	335	368	253	358	164	159	145	98	68	83
CNAG_06921_1	1519552	1519552	1	-	cdsE	0	0	0	0	0	0	4	5	1	0	0	0
CNAG_06921_2	1522821	1522821	1	-	utr5E	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_06921_3	1523000	1522980	21	-	utr5E	13	6	4	0	0	0	10	10	7	6	5	5
CNAG_06924_1	1530409	1530409	1	-	cdsE	0	0	0	1	1	3	0	0	0	7	1	5
CNAG_06924_2	1531018	1530897	122	-	cdsE	38	38	37	28	17	26	3	4	2	7	6	5
CNAG_06924_3	1532130	1531988	143	-	utr5E	24	26	11	37	35	36	1	1	2	0	0	0
CNAG_06924_4	1532601	1532539	63	-	utr5E	100	80	52	70	95	52	31	23	24	28	17	14
CNAG_06926_1	1539318	1539318	1	-	utr5E	5	3	3	0	0	0	2	2	2	0	0	0
CNAG_06927_1	1541067	1540794	274	-	cdsE	1396	1662	1423	549	565	444	518	403	385	910	483	470
CNAG_06928_1	1543113	1543055	59	-	cdsI	0	0	0	1	1	1	0	0	0	14	7	8
CNAG_06928_2	1543462	1543411	52	-	cdsE	0	0	0	18	24	21	0	0	0	28	18	14
CNAG_06928_3	1543780	1543732	49	-	cdsE	0	0	0	17	18	13	0	0	0	29	16	16
CNAG_06928_4	1544237	1544226	12	-	cdsE	21	17	9	9	7	4	4	3	1	2	8	3
CNAG_06928_5	1544328	1544293	36	-	cdsE	0	0	0	0	0	0	4	4	4	2	2	1
CNAG_06928_6	1545844	1545760	85	-	cdsE	88	99	64	21	18	18	14	17	19	19	18	16
CNAG_06928_7	1546734	1546718	17	-	utr5E	22	20	20	1	4	1	2	7	7	0	0	0
CNAG_06929_1	1547909	1547842	68	-	cdsE	0	0	0	0	0	0	3	1	1	21	15	16
CNAG_06929_2	1550718	1550608	111	-	utr5E	110	119	102	68	74	66	194	108	120	73	38	60
CNAG_06930_1	1551866	1551789	78	-	utr5E	153	238	296	204	156	191	136	152	114	293	151	222
CNAG_06931_1	1555173	1555173	1	-	cdsE	0	0	0	2	1	1	0	0	0	0	0	0
CNAG_06934_1	1564771	1564709	63	-	utr5E	82	85	94	60	47	40	80	56	53	23	27	41
CNAG_06935_1	1567254	1567162	93	-	utr5E	27	29	31	81	67	72	129	148	102	319	243	261
CNAG_06936_1	1569994	1569912	83	-	cdsE	29	34	34	83	87	59	65	59	52	147	72	127
CNAG_06936_2	1569994	1569941	54	-	cdsE	29	34	34	0	0	0	0	0	0	0	0	0
CNAG_06962_1	34918	34891	28	-	cdsE	0	0	0	9	5	6	3	5	2	27	16	17
CNAG_06962_2	35605	35527	79	-	utr5E	137	146	146	232	216	149	80	80	82	68	42	52
CNAG_06963_1	31464	31382	83	-	utr5E	95	98	110	97	65	56	75	74	85	80	32	60
CNAG_06963_2	31580	31558	23	-	utr5E	12	39	38	14	7	12	3	4	3	6	1	2
CNAG_06984_1	14214	14168	47	-	utr5E	43	50	46	30	26	22	47	30	41	47	43	50
CNAG_07498_1	19445	19362	84	-	utr5E	149	191	190	160	132	113	135	106	110	80	45	57
CNAG_07499_1	24153	24151	3	-	cdsE	0	0	0	0	0	0	0	0	0	3	3	4
CNAG_07499_2	26697	26691	7	-	cdsE	0	0	0	0	0	0	0	0	0	5	4	4
CNAG_07499_3	28068	28028	41	-	utr5E	94	97	62	48	40	31	80	76	70	9	14	11
CNAG_07502_1	70421	70336	86	-	cdsE	3	6	4	5	6	5	1	1	2	16	24	19
CNAG_07502_2	72863	72834	30	-	utr5E	114	114	120	84	56	76	81	98	74	47	39	46
CNAG_07505_1	161716	161716	1	-	utr5E	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_07506_1	308727	308727	1	-	cdsE	2	2	1	0	0	0	0	0	0	0	0	0
CNAG_07506_2	309020	309020	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	3	1
CNAG_07506_3	309494	309494	1	-	cdsE	2	4	1	0	0	0	0	0	0	0	0	0
CNAG_07506_4	309568	309539	30	-	cdsE	0	0	0	3	2	3	0	0	0	0	0	0
CNAG_07506_5	310246	310246	1	-	cdsE	2	1	2	0	0	0	0	0	0	0	0	0
CNAG_07506_6	312643	312592	52	-	utr5E	14	7	8	13	8	8	7	4	8	1	4	2
CNAG_07507_1	313034	313034	1	-	cdsE	0	0	0	0	0	0	0	0	0	2	1	1
CNAG_07507_2	313992	313992	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_07507_3	314574	314574	1	-	cdsE	2	1	1	0	0	0	1	1	1	0	0	0
CNAG_07507_4	314634	314586	49	-	cdsE	0	0	0	9	6	9	0	0	0	0	0	0
CNAG_07507_5	314748	314748	1	-	cdsE	0	0	0	1	2	2	0	0	0	0	0	0
CNAG_07507_6	314798	314786	13	-	cdsE	5	7	7	0	0	0	0	0	0	0	0	0
CNAG_07507_7	314878	314876	3	-	cdsE	0	0	0	7	3	5	0	0	0	2	3	2
CNAG_07507_8	315172	315172	1	-	cdsI	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_07507_9	315579	315579	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	1
CNAG_07507_10	315787	315779	9	-	utr5E	8	8	6	0	0	0	2	1	1	2	1	3
CNAG_07508_1	344396	344395	2	-	cdsE	0	0	0	0	0	0	9	6	6	2	3	1
CNAG_07508_2	345342	345059	284	-	cdsE	0	0	0	7	12	10	22	17	30	43	25	32
CNAG_07508_3	346641	346641	1	-	cdsE	0	0	0	5	9	2	0	0	0	0	0	0
CNAG_07508_4	346659	346659	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_07509_1	349356	349286	71	-	utr5E	403	476	322	305	262	278	511	474	373	257	157	218
CNAG_07510_1	350365	350261	105	-	cdsE	146	229	201	15	16	12	64	90	83	6	6	6
CNAG_07510_2	351595	351499	97	-	utr5E	162	200	152	60	41	32	99	101	60	103	66	84
CNAG_07512_1	374916	374734	183	-	cdsE	0	0	0	7	4	4	16	14	14	56	40	35
CNAG_07512_2	375139	375046	94	-	cdsE	0	0	0	58	53	50	5	6	5	11	16	5
CNAG_07512_3	375712	375364	349	-	cdsE	1	1	2	12	10	11	18	11	12	91	68	69
CNAG_07512_4	376826	376664	163	-	utr5E	344	262	137	243	218	150	233	149	131	156	67	93
CNAG_07513_1	475973	475767	207	-	cdsE	2	1	1	6	4	4	2	3	2	42	24	20
CNAG_07513_2	476158	476025	134	-	cdsE	3	5	1	5	7	4	19	13	9	74	41	47
CNAG_07513_3	483340	483314	27	-	utr5E	25	23	18	2	6	3	10	11	5	0	0	0
CNAG_07513_4	483566	483559	8	-	utr5E	0	0	0	13	11	13	0	0	0	1	1	2
CNAG_07514_1	524213	524038	176	-	cdsE	117	181	151	96	57	67	78	76	88	38	20	19
CNAG_07514_2	528999	528910	90	-	utr5E	153	204	143	89	65	64	51	57	64	11	6	17
CNAG_07518_1	648300	648227	74	-	cdsE	0	0	0	2	2	2	1	1	1	32	24	20
CNAG_07518_2	648945	648859	87	-	utr5E	116	138	191	54	79	35	131	126	68	116	69	81
