Gene_name	nSites	nLocations	Tot	cdsAlt	utr5Altx	utr3Altx
CNE02860	1	1	44999	FALSE	FALSE	FALSE
CNE02870	1	1	1657	FALSE	FALSE	FALSE
CNE02880	3	2	1312	TRUE	FALSE	FALSE
CNE02890	1	1	19779	FALSE	FALSE	FALSE
CNE02900	4	2	936	TRUE	TRUE	FALSE
CNE02910	4	3	783	TRUE	TRUE	FALSE
CNE03010	2	2	2166	TRUE	FALSE	FALSE
CNE03020	1	1	10298	FALSE	FALSE	FALSE
CNE03030	1	1	1019	FALSE	FALSE	FALSE
CNE03040	1	1	10611	FALSE	FALSE	FALSE
CNE03050	1	1	7800	FALSE	FALSE	FALSE
CNE03055	2	2	1948	TRUE	FALSE	FALSE
CNE03060	1	1	97783	FALSE	FALSE	FALSE
CNE03070	3	2	4023	TRUE	FALSE	FALSE
CNE03080	2	2	2218	TRUE	FALSE	FALSE
CNE03090	1	1	12105	FALSE	FALSE	FALSE
CNE03100	2	2	12417	TRUE	FALSE	FALSE
CNE03110	1	1	2398	FALSE	FALSE	FALSE
CNE03115	1	1	8662	FALSE	FALSE	FALSE
CNE03120	3	3	1511	TRUE	FALSE	FALSE
CNE03125	2	2	1009	TRUE	FALSE	FALSE
CNE03130	1	1	1484	FALSE	FALSE	FALSE
CNE03140	1	1	15811	FALSE	FALSE	FALSE
CNE03150	8	3	2415	TRUE	TRUE	FALSE
CNE03160	1	1	1319	FALSE	FALSE	FALSE
CNE03170	1	1	13486	FALSE	FALSE	FALSE
CNE03180	1	1	3570	FALSE	FALSE	FALSE
CNE03190	1	1	1813	FALSE	FALSE	FALSE
CNE03200	4	2	695	TRUE	TRUE	FALSE
CNE03210	5	2	1704	TRUE	TRUE	FALSE
CNE03220	5	3	648	TRUE	TRUE	FALSE
CNE03230	2	2	187	TRUE	FALSE	FALSE
CNE03240	2	2	9165	TRUE	FALSE	FALSE
CNE03250	2	2	12512	TRUE	FALSE	FALSE
CNE03260	1	1	7719	FALSE	FALSE	FALSE
CNE03270	5	1	475	TRUE	FALSE	FALSE
CNE03280	3	2	2227	TRUE	FALSE	FALSE
CNE03290	1	1	12895	FALSE	FALSE	FALSE
CNE03300	1	1	2368	FALSE	FALSE	FALSE
CNE03310	5	2	674	TRUE	FALSE	FALSE
CNE03320	2	2	3427	TRUE	FALSE	FALSE
CNE03330	3	2	2125	TRUE	FALSE	FALSE
CNE03340	7	2	125	TRUE	TRUE	FALSE
CNE03350	4	3	709	TRUE	FALSE	FALSE
CNE03360	5	2	997	TRUE	FALSE	FALSE
CNE03370	4	2	1624	TRUE	FALSE	FALSE
CNE03380	1	1	6213	FALSE	FALSE	FALSE
CNE03390	2	2	3176	TRUE	FALSE	FALSE
CNE03395	1	1	3138	FALSE	FALSE	FALSE
CNE03400	1	1	2975	FALSE	FALSE	FALSE
CNE03410	2	2	8016	TRUE	FALSE	FALSE
CNE03420	1	1	9081	FALSE	FALSE	FALSE
CNE03430	1	1	3004	FALSE	FALSE	FALSE
CNE03440	4	2	738	TRUE	FALSE	FALSE
CNE03450	2	2	768	TRUE	FALSE	FALSE
CNE03460	5	2	371	TRUE	FALSE	FALSE
CNE03463	5	3	1143	TRUE	FALSE	FALSE
CNE03465	1	1	2020	FALSE	FALSE	FALSE
CNE03470	1	1	1755	FALSE	FALSE	FALSE
CNE03480	1	1	25979	FALSE	FALSE	FALSE
CNE03490	1	1	4751	FALSE	FALSE	FALSE
CNE03500	1	1	910	FALSE	FALSE	FALSE
CNE03510	1	1	997	FALSE	FALSE	FALSE
CNE03520	5	4	5517	TRUE	TRUE	FALSE
CNE03525	4	2	113	TRUE	TRUE	FALSE
CNE03530	4	2	2867	TRUE	FALSE	FALSE
CNE03540	2	2	2054	FALSE	FALSE	FALSE
CNE03550	1	1	3542	FALSE	FALSE	FALSE
CNE03560	4	3	918	TRUE	FALSE	FALSE
CNE03570	2	2	4908	TRUE	FALSE	FALSE
CNE03590	2	2	1378	TRUE	FALSE	FALSE
CNE03600	3	2	1281	TRUE	FALSE	FALSE
CNE03610	1	1	49274	FALSE	FALSE	FALSE
CNE03620	5	2	2188	TRUE	FALSE	FALSE
CNE03630	2	2	2279	TRUE	FALSE	FALSE
CNE03640	1	1	1485	FALSE	FALSE	FALSE
CNE03650	4	3	1086	TRUE	FALSE	FALSE
CNE03660	4	2	244	TRUE	FALSE	FALSE
CNE03670	8	3	322	TRUE	TRUE	FALSE
CNE03680	6	3	1537	TRUE	FALSE	FALSE
CNE03700	7	3	931	TRUE	FALSE	FALSE
CNE03710	1	1	4231	FALSE	FALSE	FALSE
CNE03720	3	2	4580	TRUE	FALSE	FALSE
CNE03730	2	2	3812	TRUE	FALSE	FALSE
CNE03740	2	2	4363	TRUE	FALSE	FALSE
CNE03750	5	2	37	TRUE	FALSE	FALSE
CNE03760	2	2	4137	TRUE	FALSE	FALSE
CNE03770	7	2	572	TRUE	FALSE	FALSE
CNE03780	7	2	2355	TRUE	TRUE	FALSE
CNE03790	4	3	985	TRUE	FALSE	FALSE
CNE03800	6	2	413	TRUE	FALSE	FALSE
CNE03810	2	1	8966	FALSE	TRUE	FALSE
CNE03820	8	3	481	TRUE	FALSE	TRUE
CNE03830	2	2	5671	FALSE	FALSE	FALSE
CNE03840	2	1	2299	TRUE	FALSE	FALSE
CNE03850	4	2	1200	TRUE	FALSE	FALSE
CNE03860	4	2	198	TRUE	FALSE	FALSE
CNE03870	2	1	113	TRUE	FALSE	FALSE
CNE03880	2	2	1968	TRUE	FALSE	FALSE
CNE03890	3	3	855	TRUE	FALSE	FALSE
CNE03900	6	2	85	TRUE	FALSE	FALSE
CNE03910	1	1	39020	FALSE	FALSE	FALSE
CNE03920	1	1	72847	FALSE	FALSE	FALSE
CNE03930	3	2	2370	TRUE	FALSE	FALSE
CNE03940	2	2	1644	TRUE	FALSE	FALSE
CNE03950	4	3	1007	TRUE	FALSE	FALSE
CNE03960	1	1	22407	FALSE	FALSE	FALSE
CNE03970	1	1	4670	FALSE	FALSE	FALSE
CNE03980	7	2	689	TRUE	FALSE	FALSE
CNE03990	2	2	3732	TRUE	FALSE	FALSE
CNE04000	1	1	13412	FALSE	FALSE	FALSE
CNE04010	1	1	6041	FALSE	FALSE	FALSE
CNE04020	1	1	3570	FALSE	FALSE	FALSE
CNE04030	1	1	19987	FALSE	FALSE	FALSE
CNE04040	12	3	189	TRUE	FALSE	FALSE
CNE04050	1	1	3378	FALSE	FALSE	FALSE
CNE04055	4	2	1874	TRUE	FALSE	FALSE
CNE04060	1	1	18386	FALSE	FALSE	FALSE
CNE04080	1	1	121460	FALSE	FALSE	FALSE
CNE04090	1	1	11649	FALSE	FALSE	FALSE
CNE04100	3	2	838	TRUE	FALSE	FALSE
CNE04110	2	2	2322	TRUE	FALSE	FALSE
CNE04120	3	1	311	FALSE	TRUE	FALSE
CNE04130	9	2	353	TRUE	TRUE	FALSE
CNE04140	1	1	220	FALSE	FALSE	FALSE
CNE04150	2	2	2228	TRUE	FALSE	FALSE
CNE04160	2	2	3001	TRUE	FALSE	FALSE
CNE04170	2	2	1914	TRUE	FALSE	FALSE
CNE04180	3	2	1300	TRUE	FALSE	FALSE
CNE04190	4	3	825	TRUE	TRUE	FALSE
CNE04200	3	2	385	TRUE	FALSE	FALSE
CNE04210	2	2	1159	TRUE	FALSE	FALSE
CNE04220	1	1	15745	FALSE	FALSE	FALSE
CNE04230	2	2	1470	TRUE	FALSE	FALSE
CNE04240	2	2	3925	TRUE	FALSE	FALSE
CNE04250	1	1	1245	FALSE	FALSE	FALSE
CNE04260	2	2	3701	TRUE	FALSE	FALSE
CNE04270	2	2	7067	TRUE	FALSE	FALSE
CNE04280	8	2	768	TRUE	FALSE	FALSE
CNE04290	7	2	758	TRUE	FALSE	FALSE
CNE04300	4	2	1101	TRUE	FALSE	FALSE
CNE04310	1	1	19598	FALSE	FALSE	FALSE
CNE04315	2	2	577	TRUE	FALSE	FALSE
CNE04320	2	2	3116	TRUE	FALSE	FALSE
CNE04330	5	2	3158	TRUE	FALSE	FALSE
CNE04340	5	3	826	TRUE	FALSE	FALSE
CNE04350	1	1	7197	FALSE	FALSE	FALSE
CNE04360	1	1	16006	FALSE	FALSE	FALSE
CNE04370	1	1	9324	TRUE	FALSE	FALSE
CNE04380	3	2	2951	TRUE	FALSE	FALSE
CNE04390	6	2	109	TRUE	FALSE	FALSE
CNE04400	5	3	596	TRUE	TRUE	TRUE
CNE04410	1	1	1747	FALSE	FALSE	FALSE
CNE04420	3	2	677	TRUE	FALSE	FALSE
CNE04430	3	2	1424	TRUE	FALSE	FALSE
CNE04440	1	1	30147	FALSE	FALSE	FALSE
CNE04450	8	4	511	TRUE	TRUE	FALSE
CNE04460	3	2	1249	TRUE	FALSE	FALSE
CNE04470	1	1	2128	FALSE	FALSE	FALSE
CNE04480	4	2	1148	TRUE	TRUE	FALSE
CNE04490	4	3	1452	TRUE	FALSE	FALSE
CNE04500	5	2	927	TRUE	FALSE	FALSE
CNE04510	1	1	6764	FALSE	FALSE	FALSE
CNE04520	2	2	4739	TRUE	FALSE	FALSE
CNE04530	3	2	1357	TRUE	TRUE	FALSE
CNE04540	1	1	2674	FALSE	FALSE	FALSE
CNE04550	3	3	2515	TRUE	FALSE	FALSE
CNE04560	1	1	2033	FALSE	FALSE	FALSE
CNE04580	5	3	5250	TRUE	FALSE	FALSE
CNE04590	1	1	33230	FALSE	FALSE	FALSE
CNE04595	1	1	946	FALSE	FALSE	FALSE
CNE04600	3	2	7736	TRUE	FALSE	FALSE
CNE04610	2	2	4065	TRUE	FALSE	FALSE
CNE04620	2	2	3571	TRUE	FALSE	FALSE
CNE04630	4	2	2114	TRUE	FALSE	FALSE
CNE04640	2	2	1371	TRUE	FALSE	FALSE
CNE04650	8	2	1115	TRUE	FALSE	FALSE
CNE04660	1	1	130626	FALSE	FALSE	FALSE
CNE04670	1	1	34180	FALSE	FALSE	FALSE
CNE04680	1	1	1507	FALSE	FALSE	FALSE
CNE04690	1	1	349	FALSE	FALSE	FALSE
CNE04695	3	2	838	TRUE	TRUE	FALSE
CNE04700	4	2	2048	TRUE	FALSE	FALSE
CNE04710	6	2	708	TRUE	FALSE	FALSE
CNE04720	6	3	2098	TRUE	TRUE	TRUE
CNE04730	4	2	1181	TRUE	FALSE	FALSE
CNE04740	2	2	3697	FALSE	FALSE	FALSE
CNE04750	3	1	596	FALSE	TRUE	FALSE
CNE04760	3	3	2295	TRUE	FALSE	FALSE
CNE04770	5	3	970	TRUE	FALSE	FALSE
CNE04780	4	2	1836	TRUE	FALSE	FALSE
CNE04790	2	2	10842	TRUE	FALSE	FALSE
CNE04800	1	1	2059	FALSE	FALSE	FALSE
CNE04810	3	1	1359	TRUE	FALSE	FALSE
CNE04820	2	2	1363	TRUE	FALSE	FALSE
CNE04830	6	3	1484	TRUE	FALSE	FALSE
CNE04840	4	2	1332	FALSE	FALSE	TRUE
CNE04860	4	2	90	TRUE	FALSE	FALSE
CNE04870	10	2	121	TRUE	TRUE	FALSE
CNE04880	2	2	5290	TRUE	FALSE	FALSE
CNE04890	1	1	4089	FALSE	FALSE	FALSE
CNE04900	3	3	1420	TRUE	FALSE	FALSE
CNE04910	3	3	104	TRUE	FALSE	FALSE
CNE04915	2	1	5125	FALSE	TRUE	FALSE
CNE04920	1	1	11954	FALSE	FALSE	FALSE
CNE04930	2	2	1253	TRUE	FALSE	FALSE
CNE04940	3	2	8950	FALSE	TRUE	FALSE
CNE04950	3	3	6494	TRUE	FALSE	FALSE
CNE04960	4	2	418	TRUE	FALSE	FALSE
CNE04970	1	1	11084	FALSE	FALSE	FALSE
CNE04980	1	1	2917	FALSE	FALSE	FALSE
CNE04990	2	2	5684	TRUE	FALSE	FALSE
CNE05000	1	1	28832	FALSE	FALSE	FALSE
CNE05010	3	2	1389	TRUE	FALSE	FALSE
CNE05020	1	1	5186	FALSE	FALSE	FALSE
CNE05030	3	2	2887	TRUE	FALSE	FALSE
CNE05040	3	3	8522	TRUE	TRUE	FALSE
CNE05050	3	2	1424	TRUE	FALSE	FALSE
CNE05060	8	4	762	TRUE	TRUE	TRUE
CNE05070	7	3	1053	TRUE	FALSE	FALSE
CNE05080	4	2	6251	TRUE	FALSE	FALSE
CNE05090	7	3	624	TRUE	FALSE	FALSE
CNE05100	7	2	634	TRUE	FALSE	FALSE
CNE05110	4	3	43	TRUE	TRUE	FALSE
CNE05120	1	1	6835	FALSE	FALSE	FALSE
CNE05130	2	2	4303	TRUE	FALSE	FALSE
CNE05140	1	1	1668	FALSE	FALSE	FALSE
CNE05150	5	2	842	TRUE	FALSE	FALSE
CNE05160	2	2	2344	TRUE	FALSE	FALSE
CNE05170	6	3	1174	TRUE	TRUE	FALSE
CNE05180	5	2	2228	TRUE	TRUE	FALSE
CNE05190	1	1	1096	FALSE	FALSE	FALSE
CNE05200	2	1	194	FALSE	TRUE	FALSE
CNE05210	4	2	711	TRUE	FALSE	FALSE
CNE05220	1	1	21607	FALSE	FALSE	FALSE
CNE05230	1	1	46289	FALSE	FALSE	FALSE
CNE05240	10	3	201	TRUE	TRUE	FALSE
CNE05250	5	3	754	TRUE	TRUE	FALSE
CNE05260	3	2	264	TRUE	TRUE	FALSE
CNE05290	2	2	4486	TRUE	FALSE	FALSE
CNE05300	6	3	744	TRUE	TRUE	TRUE
CNE05310	2	2	1515	TRUE	FALSE	FALSE
CNE05320	3	3	1514	TRUE	FALSE	FALSE
CNE05330	3	2	751	TRUE	FALSE	FALSE
CNE05340	4	2	500	TRUE	FALSE	FALSE
CNE05350	3	2	1086	TRUE	FALSE	FALSE
CNE05360	3	1	465	FALSE	TRUE	FALSE
CNE05380	3	1	81	TRUE	FALSE	FALSE
CNF00010	4	2	263	TRUE	TRUE	FALSE
CNF00040	1	1	34336	FALSE	FALSE	FALSE
CNF00050	1	1	5778	FALSE	FALSE	FALSE
CNF00070	1	1	4849	FALSE	FALSE	FALSE
CNF00080	3	2	3439	TRUE	FALSE	FALSE
CNF00090	2	2	5663	TRUE	FALSE	FALSE
CNF00100	4	3	2488	TRUE	FALSE	FALSE
CNF00120	2	2	4077	TRUE	FALSE	FALSE
CNF00125	3	2	25	TRUE	FALSE	FALSE
CNF00130	2	2	2033	TRUE	FALSE	FALSE
CNF00140	10	2	473	TRUE	FALSE	TRUE
CNF00150	11	4	102	TRUE	FALSE	FALSE
CNF00160	3	2	882	TRUE	FALSE	FALSE
CNF00163	3	2	1580	TRUE	FALSE	FALSE
CNF00165	1	1	4154	FALSE	FALSE	FALSE
CNF00167	4	1	394	FALSE	TRUE	FALSE
CNF00170	5	3	1606	TRUE	FALSE	FALSE
CNF00180	1	1	721	FALSE	FALSE	FALSE
CNF00190	7	2	578	TRUE	FALSE	FALSE
CNF00195	5	3	328	TRUE	FALSE	TRUE
CNF00200	4	3	2385	TRUE	FALSE	FALSE
CNF00210	1	1	14712	FALSE	FALSE	FALSE
CNF00220	5	2	98	TRUE	TRUE	FALSE
CNF00230	8	2	151	TRUE	TRUE	FALSE
CNF00240	2	1	4041	FALSE	TRUE	FALSE
CNF00250	4	3	1398	TRUE	FALSE	FALSE
CNF00260	16	2	118	TRUE	FALSE	FALSE
CNF00270	3	2	2017	TRUE	FALSE	FALSE
CNF00280	11	3	146	TRUE	TRUE	FALSE
CNF00290	3	2	3315	TRUE	TRUE	FALSE
CNF00300	5	1	1737	TRUE	FALSE	FALSE
CNF00310	8	3	316	TRUE	TRUE	FALSE
CNF00320	5	3	2206	TRUE	FALSE	FALSE
CNF00330	2	1	25959	FALSE	TRUE	FALSE
CNF00340	12	2	582	TRUE	FALSE	FALSE
CNF00350	4	3	17	TRUE	TRUE	FALSE
CNF00360	4	2	48	TRUE	FALSE	FALSE
CNF00370	3	3	5595	TRUE	FALSE	FALSE
CNF00380	1	1	876	FALSE	FALSE	FALSE
CNF00385	3	2	238	TRUE	FALSE	FALSE
CNF00390	1	1	6196	FALSE	FALSE	FALSE
CNF00400	1	1	5537	FALSE	FALSE	FALSE
CNF00410	2	2	1799	TRUE	FALSE	FALSE
CNF00420	4	3	1704	TRUE	FALSE	FALSE
CNF00430	1	1	16891	FALSE	FALSE	FALSE
CNF00440	1	1	4320	FALSE	FALSE	FALSE
CNF00450	3	2	7214	TRUE	FALSE	FALSE
CNF00460	3	3	112	TRUE	FALSE	FALSE
CNF00470	3	2	3651	TRUE	FALSE	FALSE
CNF00480	6	1	46	TRUE	FALSE	FALSE
CNF00490	1	1	10086	FALSE	FALSE	FALSE
CNF00500	2	2	5049	TRUE	FALSE	FALSE
CNF00510	1	1	932	TRUE	FALSE	FALSE
CNF00520	1	1	4129	FALSE	FALSE	FALSE
CNF00540	3	2	16261	TRUE	TRUE	FALSE
CNF00560	10	3	242	TRUE	FALSE	FALSE
CNF00570	1	1	47221	FALSE	FALSE	FALSE
CNF00580	1	1	4990	FALSE	FALSE	FALSE
CNF00585	5	1	1692	FALSE	TRUE	FALSE
CNF00590	6	2	1110	TRUE	TRUE	FALSE
CNF00600	2	2	995	TRUE	FALSE	FALSE
CNF00610	6	4	736	TRUE	TRUE	FALSE
CNF00620	5	2	2054	TRUE	FALSE	FALSE
CNF00630	1	1	7233	FALSE	FALSE	FALSE
CNF00640	6	3	235	TRUE	FALSE	TRUE
CNF00650	4	3	1701	TRUE	FALSE	FALSE
CNF00655	3	3	647	TRUE	FALSE	FALSE
CNF00660	7	2	2128	TRUE	FALSE	FALSE
CNF00670	1	1	200636	FALSE	FALSE	FALSE
CNF00680	2	2	283	FALSE	FALSE	FALSE
CNF00690	2	1	46	FALSE	TRUE	FALSE
CNF00710	1	1	4529	FALSE	FALSE	FALSE
CNF00720	1	1	1153	FALSE	FALSE	FALSE
CNF00730	1	1	5541	FALSE	FALSE	FALSE
CNF00740	2	2	2476	TRUE	FALSE	FALSE
CNF00750	1	1	529	FALSE	FALSE	FALSE
CNF00760	2	2	194	TRUE	FALSE	FALSE
CNF00770	5	2	708	TRUE	FALSE	FALSE
CNF00780	3	2	2513	TRUE	FALSE	FALSE
CNF00790	1	1	4634	FALSE	FALSE	FALSE
CNF00800	1	1	9084	FALSE	FALSE	FALSE
CNF00810	1	1	2075	FALSE	FALSE	FALSE
CNF00820	5	3	516	TRUE	FALSE	FALSE
CNF00825	1	1	2446	FALSE	FALSE	FALSE
CNF00830	2	2	1252	TRUE	FALSE	FALSE
CNF00850	1	1	24305	FALSE	FALSE	FALSE
CNF00860	2	2	8271	TRUE	FALSE	FALSE
CNF00870	2	2	4118	FALSE	FALSE	FALSE
CNF00880	8	3	552	TRUE	TRUE	FALSE
CNF00890	2	2	8536	TRUE	FALSE	FALSE
CNF00900	3	2	1358	TRUE	FALSE	FALSE
CNF00905	2	2	2962	TRUE	FALSE	FALSE
CNF00910	5	2	1298	TRUE	FALSE	FALSE
CNF00920	1	1	5272	FALSE	FALSE	FALSE
CNF00930	1	1	32123	FALSE	FALSE	FALSE
CNF00940	2	2	3495	TRUE	FALSE	FALSE
CNF00950	2	2	1908	TRUE	FALSE	FALSE
CNF00960	1	1	1074	FALSE	FALSE	FALSE
CNF00970	5	2	993	TRUE	FALSE	FALSE
CNF00980	1	1	20345	FALSE	FALSE	FALSE
CNF00990	5	3	945	TRUE	TRUE	FALSE
CNF01000	1	1	46594	FALSE	FALSE	FALSE
CNF01020	1	1	32715	FALSE	FALSE	FALSE
CNF01030	2	1	2593	FALSE	TRUE	FALSE
CNF01040	3	2	92	TRUE	TRUE	FALSE
CNF01050	7	3	189	TRUE	TRUE	FALSE
CNF01060	1	1	267	FALSE	FALSE	FALSE
CNF01070	8	2	493	TRUE	FALSE	FALSE
CNF01080	1	1	22105	FALSE	FALSE	FALSE
CNF01090	4	2	5229	TRUE	TRUE	FALSE
CNF01100	2	2	1815	TRUE	FALSE	FALSE
CNF01110	6	2	738	TRUE	FALSE	FALSE
CNF01120	3	1	287	FALSE	TRUE	FALSE
CNF01130	4	2	680	TRUE	TRUE	FALSE
CNF01140	2	2	6682	FALSE	FALSE	FALSE
CNF01150	2	2	4739	TRUE	FALSE	FALSE
CNF01160	1	1	12944	FALSE	FALSE	FALSE
CNF01165	3	3	627	TRUE	FALSE	FALSE
CNF01170	1	1	7524	FALSE	FALSE	FALSE
CNF01180	1	1	1567	FALSE	FALSE	FALSE
CNF01190	3	2	2746	FALSE	TRUE	FALSE
CNF01200	1	1	5377	FALSE	FALSE	FALSE
CNF01210	2	1	4346	FALSE	TRUE	FALSE
CNF01220	6	3	501	TRUE	TRUE	TRUE
CNF01230	9	2	275	TRUE	TRUE	FALSE
CNF01240	3	3	6124	TRUE	FALSE	FALSE
CNF01250	1	1	70255	FALSE	FALSE	FALSE
CNF01260	1	1	63397	FALSE	FALSE	FALSE
CNF01270	4	2	1472	TRUE	FALSE	FALSE
CNF01280	1	1	48676	FALSE	FALSE	FALSE
CNF01290	1	1	7364	FALSE	FALSE	FALSE
CNF01300	6	3	433	TRUE	TRUE	FALSE
CNF01310	5	2	160	TRUE	TRUE	FALSE
CNF01320	1	1	3236	FALSE	FALSE	FALSE
CNF01330	1	1	10029	FALSE	FALSE	FALSE
CNF01340	1	1	78182	FALSE	FALSE	FALSE
CNF01350	3	2	1037	TRUE	FALSE	FALSE
CNF01360	2	2	167	TRUE	FALSE	FALSE
CNF01370	4	2	381	TRUE	TRUE	FALSE
CNF01380	4	2	951	TRUE	FALSE	FALSE
CNF01390	2	2	2403	TRUE	FALSE	FALSE
CNF01410	5	2	53	TRUE	TRUE	FALSE
CNF01420	3	3	684	TRUE	FALSE	FALSE
CNF01430	3	2	2448	TRUE	TRUE	FALSE
CNF01440	6	3	2398	TRUE	TRUE	FALSE
CNF01450	8	2	375	TRUE	TRUE	FALSE
CNF01460	2	2	1958	TRUE	FALSE	FALSE
CNF01470	5	2	336	TRUE	FALSE	FALSE
CNF01480	1	1	1280	FALSE	FALSE	FALSE
CNF01490	2	1	2258	FALSE	TRUE	FALSE
CNF01500	5	2	2090	TRUE	FALSE	FALSE
CNF01510	3	3	3334	TRUE	FALSE	FALSE
CNF01515	1	1	287	FALSE	FALSE	FALSE
CNF01520	1	1	1665	FALSE	FALSE	FALSE
CNF01530	1	1	3523	FALSE	FALSE	FALSE
CNF01540	1	1	16490	FALSE	FALSE	FALSE
CNF01550	1	1	1109	FALSE	FALSE	FALSE
CNF01560	9	2	327	TRUE	TRUE	FALSE
CNF01570	1	1	2194	FALSE	FALSE	FALSE
CNF01580	1	1	3045	FALSE	FALSE	FALSE
CNF01590	1	1	2678	FALSE	FALSE	FALSE
CNF01600	4	2	5480	TRUE	FALSE	FALSE
CNF01610	1	1	11115	FALSE	FALSE	FALSE
CNF01620	2	2	3424	TRUE	FALSE	FALSE
CNF01630	4	2	1095	TRUE	FALSE	FALSE
CNF01640	5	3	1691	TRUE	FALSE	FALSE
CNF01650	1	1	213642	FALSE	FALSE	FALSE
CNF01660	2	2	295	TRUE	FALSE	FALSE
CNF01670	3	2	1241	TRUE	TRUE	FALSE
CNF01680	2	2	1168	TRUE	FALSE	FALSE
CNF01690	5	2	641	TRUE	FALSE	FALSE
CNF01700	1	1	2943	FALSE	FALSE	FALSE
CNF01710	2	2	4215	TRUE	FALSE	FALSE
CNF01720	2	2	1633	TRUE	FALSE	FALSE
CNF01730	2	2	3741	TRUE	FALSE	FALSE
CNF01740	1	1	4899	FALSE	FALSE	FALSE
CNF01750	2	2	1362	TRUE	FALSE	FALSE
CNF01760	4	2	1862	TRUE	FALSE	FALSE
CNF01770	8	2	785	TRUE	TRUE	FALSE
CNF01780	2	2	2780	TRUE	FALSE	FALSE
CNF01790	1	1	30041	FALSE	FALSE	FALSE
CNF01800	2	1	7155	FALSE	TRUE	FALSE
CNF01805	1	1	8272	FALSE	FALSE	FALSE
CNF01810	1	1	13155	FALSE	FALSE	FALSE
CNF01820	2	2	1157	TRUE	FALSE	FALSE
CNF01830	1	1	12624	FALSE	FALSE	FALSE
CNF01840	2	2	1921	TRUE	FALSE	FALSE
CNF01850	1	1	329	FALSE	FALSE	FALSE
CNF01860	3	2	2806	TRUE	FALSE	FALSE
CNF01870	1	1	4363	FALSE	FALSE	FALSE
CNF01890	1	1	1355	FALSE	FALSE	FALSE
CNF01900	1	1	22172	FALSE	FALSE	FALSE
CNF01910	3	3	937	TRUE	FALSE	FALSE
CNF01915	5	2	1156	TRUE	TRUE	FALSE
CNF01920	1	1	814	FALSE	FALSE	FALSE
CNF01930	5	2	572	TRUE	TRUE	FALSE
CNF01940	6	3	571	TRUE	TRUE	FALSE
CNF01950	1	1	13720	FALSE	FALSE	FALSE
CNF01960	2	2	37564	TRUE	FALSE	FALSE
CNF01970	1	1	3213	FALSE	FALSE	FALSE
CNF01980	4	3	1072	TRUE	FALSE	FALSE
CNF02000	2	1	2702	FALSE	TRUE	FALSE
CNF02010	1	1	1002	FALSE	FALSE	FALSE
CNF02020	1	1	2769	FALSE	FALSE	FALSE
CNF02030	3	2	1500	TRUE	FALSE	FALSE
CNF02040	2	2	45927	TRUE	FALSE	FALSE
CNF02050	1	1	2193	FALSE	FALSE	FALSE
CNF02060	10	2	131	TRUE	FALSE	FALSE
CNF02070	10	1	519	TRUE	FALSE	FALSE
CNF02080	1	1	8480	FALSE	FALSE	FALSE
CNF02085	1	1	1449	FALSE	FALSE	FALSE
CNF02090	3	3	1433	TRUE	FALSE	FALSE
CNF02100	1	1	4520	FALSE	FALSE	FALSE
CNF02110	2	1	5032	FALSE	TRUE	FALSE
CNF02120	2	2	2701	TRUE	FALSE	FALSE
CNF02130	1	1	8928	FALSE	FALSE	FALSE
CNF02140	1	1	6569	FALSE	FALSE	FALSE
CNF02145	3	2	1123	TRUE	FALSE	FALSE
CNF02150	1	1	120796	FALSE	FALSE	FALSE
CNF02160	1	1	5536	FALSE	FALSE	FALSE
CNF02180	2	2	2915	TRUE	FALSE	FALSE
CNF02190	3	2	4789	TRUE	TRUE	FALSE
CNF02210	1	1	9117	FALSE	FALSE	FALSE
CNF02220	1	1	3957	FALSE	FALSE	FALSE
CNF02230	1	1	16692	FALSE	FALSE	FALSE
CNF02240	3	2	6866	TRUE	FALSE	FALSE
CNF02245	2	2	6793	TRUE	FALSE	FALSE
CNF02250	1	1	3577	FALSE	FALSE	FALSE
CNF02260	4	3	1739	TRUE	FALSE	FALSE
CNF02270	1	1	3877	FALSE	FALSE	FALSE
CNF02280	1	1	11101	FALSE	FALSE	FALSE
CNF02290	6	1	669	TRUE	FALSE	FALSE
CNF02300	5	2	1025	TRUE	FALSE	FALSE
CNF02310	5	3	476	TRUE	TRUE	FALSE
CNF02315	4	2	203	TRUE	TRUE	FALSE
CNF02320	1	1	17426	FALSE	FALSE	FALSE
CNF02330	2	2	168	TRUE	FALSE	FALSE
CNF02340	1	1	899	FALSE	FALSE	FALSE
CNF02350	4	2	4786	TRUE	TRUE	FALSE
CNF02360	4	2	1037	TRUE	FALSE	FALSE
CNF02370	1	1	999	FALSE	FALSE	FALSE
CNF02380	3	2	63	TRUE	TRUE	FALSE
CNF02385	2	1	24	FALSE	TRUE	FALSE
CNF02390	4	2	1758	TRUE	FALSE	FALSE
CNF02393	3	2	3347	FALSE	TRUE	FALSE
CNF02395	4	2	1623	TRUE	TRUE	FALSE
CNF02400	1	1	4178	FALSE	FALSE	FALSE
CNF02410	13	3	188	TRUE	TRUE	FALSE
CNF02415	3	2	2362	FALSE	FALSE	TRUE
CNF02420	3	2	616	TRUE	FALSE	FALSE
CNF02430	2	2	4745	TRUE	FALSE	FALSE
CNF02440	3	1	875	FALSE	TRUE	FALSE
CNF02445	7	3	176	TRUE	TRUE	FALSE
CNF02450	3	1	19	FALSE	TRUE	FALSE
CNF02470	2	2	601	FALSE	FALSE	FALSE
CNF02480	1	1	6720	FALSE	FALSE	FALSE
